"nch","z","interval_in_tau","sig","zmax"
10000,1000,0.1,FALSE,0.0152534113563201
10000,1000,0.2,FALSE,0.0131521755589691
10000,1000,0.5,FALSE,0.011300429994822
10000,1000,1,FALSE,0.0220275458365019
10000,10000,0.01,FALSE,0.0184617314166632
10000,10000,0.02,FALSE,0.0158411811359196
10000,10000,0.05,FALSE,0.0208365105684047
10000,10000,0.1,FALSE,0.0153864320673883
10000,10000,0.2,FALSE,0.0269008480001538
10000,10000,0.5,FALSE,0.00841497569921461
10000,10000,1,FALSE,0.0188949111412341
10000,1e+05,0.01,FALSE,0.0131499776547277
10000,1e+05,0.02,FALSE,0.0150666044060893
10000,1e+05,0.05,FALSE,0.0224852626821454
10000,1e+05,0.1,FALSE,0.025543653874102
10000,1e+05,0.2,FALSE,0.0122421852660067
10000,1e+05,0.5,FALSE,0.0198164660825828
10000,1e+05,1,FALSE,0.00936752548155447
10000,1e+06,0.01,TRUE,0.0236608964167348
10000,1e+06,0.02,FALSE,0.0195237133923114
10000,1e+06,0.05,FALSE,0.0306239908403415
10000,1e+06,0.1,FALSE,0.0106030841886711
10000,1e+06,0.2,TRUE,0.0286487234487074
10000,1e+06,0.5,FALSE,0.0235125138855389
10000,1e+06,1,FALSE,0.0238794442983756
10000,1e+07,0.01,FALSE,0.0137317090371224
10000,1e+07,0.02,FALSE,0.00909108327762799
10000,1e+07,0.05,FALSE,0.0129786115692565
10000,1e+07,0.1,FALSE,0.016566898545983
10000,1e+07,0.2,FALSE,0.0241444172792914
10000,1e+07,0.5,FALSE,0.00876397406839173
10000,1e+07,1,FALSE,0.0217047819359505
