nch,z,interval,mag,share_soft,share_top2,share_stiff,c_soft,floor
100,0.2,0.5,0.04549129271988373,0.02963561629030384,0.5669680494734803,0.09747758993752514,-0.007831325221260019,0.024215545895743252
100,0.2,1,0.04327110526005243,3.5205287912329944e-4,0.390292156243092,0.0012914723018103815,8.11898873022474e-4,0.024355730703997883
100,0.5,0.01,0.04547052466997,0.0032689365932645604,0.09700753691196345,0.07592585161287381,0.002599759739016863,0.02467225523254797
100,0.5,0.02,0.02880519022123339,0.04799471870222096,0.1108897590647282,0.6611082904433655,-0.006310553788540068,0.024780978853777016
100,0.5,0.05,0.030279988891756864,1.9856798811265772e-4,0.3690364976351545,0.041918002846848657,4.2668790192864904e-4,0.024676383269117023
100,0.5,0.1,0.03006236321457542,0.16758866208515674,0.19031057184382386,0.015893466864272184,-0.012306808266937802,0.0245943651906593
100,0.5,0.2,0.03291946396472923,0.003427542300044836,0.10768321099981007,0.006137906088788087,0.0019272771237967433,0.024547665230316436
100,0.5,0.5,0.031160739432148355,0.007039958185321334,0.008719843293838722,0.4106467085794796,-0.002614524973925642,0.024477124230506492
100,0.5,1,0.018315001679181157,0.6571509394402694,0.6807827945334387,0.0036979903521183817,-0.014847028061338552,0.024362856631063138
100,1,0.01,0.03753093722309056,0.37885841337012693,0.5858489330658357,0.00953397624625604,0.023100845622090357,0.02469269119649748
100,1,0.02,0.03729074023366451,0.058112457642744725,0.12612359333965079,0.01763309911647833,-0.008989501840269944,0.024717227970937273
100,1,0.05,0.016948992686875077,0.3141568090383779,0.8000211775139547,0.031981778369402865,-0.009499858375129908,0.024546912630412854
100,1,0.1,0.022398531088083123,0.24165087132493698,0.4724053100059755,0.29545525608823736,0.011010669341015212,0.024525253342095925
100,1,0.2,0.014172039310881762,0.13886075485005775,0.13902993693210278,0.3980871001993849,0.005281072251469905,0.024617017676009146
100,1,0.5,0.03486205549209479,0.40782919006588414,0.8673991784247724,0.028588956704440047,0.022263433528984487,0.02453117107159542
100,1,1,0.013932006403965648,2.6066150210991758e-5,0.8458446364409705,4.372261428745082e-4,7.112988593044923e-5,0.024751221479037747
100,10,0.01,0.023557951946287195,0.1645303097554699,0.16453043024281222,0.2075042920079639,-0.00955565561091063,0.024568564598391806
100,10,0.02,0.018506208894699578,0.04234288795290021,0.04294098457906798,0.4885330727590169,-0.0038080943302286428,0.024545744627616245
100,10,0.05,0.027791966391852916,0.12478198458103222,0.12774120632516459,0.007689809201309721,-0.009817371380411078,0.024504695922870287
100,10,0.1,0.01256602723109469,0.002262847685124943,0.5865907102412441,0.11149028426528304,-5.977583584331787e-4,0.024604799082482493
100,10,0.2,0.024599323164397967,0.29488602719228096,0.30979758760591,0.04602902469102554,0.013358271166366254,0.02442838862903496
100,10,0.5,0.022864835446803396,7.992373122912446e-4,0.011110245686392762,0.029996536366056512,-6.464068582088929e-4,0.024520835084868846
100,10,1,0.017880203695578564,0.3236538042961941,0.4725415844737251,0.33865246190269,0.010172151509377728,0.024513349737059015
100,100,0.01,0.014443404663713827,0.17202882967890146,0.25515434818877536,0.5258984431118936,-0.00599059826722837,0.024459264894831786
100,100,0.02,0.018975126469272286,0.02950994824836117,0.03935212978019266,0.549129726502507,-0.0032596344801635122,0.024502212240144903
100,100,0.05,0.019801262272527122,0.04387943274290111,0.5022337142561131,0.2574902375621818,0.004147853208518686,0.024471452570132023
