nch,z,anchor,dir,interval,dAI,ebar,aniso,zmax,znrm
20,0.5,pool,1c2ae6f,0.02,0.2767351874728505,0.009039631902850873,0.11261444128529835,0.001740796709610103,0.0025847060294230746
20,0.5,pool,1c2ae6f,0.05,0.287134905642368,0.0029137127569424624,0.11718611671615353,0.0032005161828408146,0.004853986230409055
20,0.5,pool,1c2ae6f,0.1,0.26307704883959426,-0.0049647458103959435,0.10728594302173608,0.0013375169512571843,0.0020072050766825637
20,0.5,pool,1c2ae6f,0.2,0.2120343355808902,-0.019261403985839462,0.0843924852146162,0.0010530305799341699,0.0015606120335422665
20,0.5,pool,1c2ae6f,0.5,0.14170883859243205,-0.00301148194885073,0.05777395721552291,0.002309342522384466,0.003702048652043818
20,0.5,pool,1c2ae6f,1,0.27005068441492464,0.021425247692769787,0.10814583111150577,0.0027347981842166143,0.0032943844397570064
20,0.5,sim,1c2ae6f,0.01,0.26768723928016347,0.004774553897262274,0.10917850817501303,0.05647291827781612,0.057316071703596864
20,0.5,sim,1c2ae6f,0.02,0.28047465692034507,0.010550059619398859,0.11401623468227967,0.08034464799938747,0.08099414603051855
20,0.5,sim,1c2ae6f,0.05,0.2881222881021874,0.005304197823111862,0.11750577703100361,0.07783857896523011,0.0897749141755972
20,0.5,sim,1c2ae6f,0.1,0.2655219034369056,-6.713251584935416e-4,0.10839678434648242,0.046385442642142935,0.07542479454637066
20,0.5,sim,1c2ae6f,0.2,0.21962225859884382,-0.024391460251531105,0.08627888547499643,0.06977571596930547,0.10365329772330052
20,0.5,sim,1c2ae6f,0.5,0.15851194164955287,-0.020722943866933036,0.0613044223940912,0.06866198549969153,0.08056066847294178
