interval,mean,q025,q16,q5,q84,q975,nch,z
0.1,0.2219017129470197,0.1962004013703823,0.2064242975929851,0.2190085121719919,0.2397669642570456,0.2588619394456558,100,0.5
0.05,0.232597599400144,0.2066107941356698,0.2167515918800899,0.2324888851226075,0.2474841597278478,0.2616855046483105,100,0.5
0.02,0.2553029186958357,0.2236587644212481,0.2407291539963393,0.2552131879310235,0.2706892578648771,0.2808242158211985,100,0.5
0.01,0.2255398006244424,0.1987292722295098,0.2096584997730441,0.2267436507773921,0.240743306979749,0.2556537853817671,100,0.5
1,0.15721848656129,0.1227323622995291,0.1386529152679229,0.1570032679039233,0.174362255102337,0.1894563740756118,100,1
0.5,0.1378355414903686,0.1064047660014703,0.1237638066024801,0.1364262900779914,0.1531913595505335,0.1673156247317497,100,1
0.2,0.1476578270240611,0.1236963438880908,0.1338228372385087,0.1465478625633291,0.1635888163180274,0.1786636864385578,100,1
0.1,0.1838578790898932,0.1542366299230183,0.1679250947822695,0.1844416493118796,0.1981049376857688,0.2142803007590127,100,1
0.05,0.143389485874649,0.1169111111942526,0.128074282603591,0.1428566451358254,0.1585372018516691,0.176371811125104,100,1
0.02,0.1778668680715847,0.156683019682352,0.1653185752613007,0.1782460533380578,0.1909034520381787,0.2076796714375464,100,1
0.01,0.1975438903681598,0.1692321345073756,0.1818478786681409,0.1982483380834853,0.2127750230976124,0.2278674695936458,100,1
1,0.1551951964593701,0.1257665705253462,0.1373700203925321,0.1551507152079744,0.1732794845775911,0.1905163018066987,100,10
0.5,0.1021704038332593,0.06744861458021635,0.0902738747991918,0.1014988494190006,0.1152120582936107,0.1327450918180179,100,10
0.2,0.09592015228481482,0.06949264025521146,0.08125599724495963,0.09395180905620476,0.1095367871575211,0.1301101412375231,100,10
0.1,0.0926602220569063,0.060896570214653493,0.07994284651382508,0.09351832095609612,0.1077444077356826,0.1226271676464265,100,10
0.05,0.09886821322852107,0.07666389608938695,0.08719670088861106,0.0997484647123202,0.1119624771039541,0.1239835963118312,100,10
0.02,0.09134625081147311,0.0676799520072004,0.07817698033095119,0.09338843331222912,0.1035072664137491,0.1153757291184012,100,10
0.01,0.1025884463208816,0.07724879306133099,0.09034189224169716,0.1022413570490298,0.1145533887241392,0.127201543745196,100,10
1,0.1332117859804432,0.100005237174437,0.1160950284347383,0.1340823672542806,0.1492377074004494,0.1635498001647401,100,100
0.5,0.09603043230110384,0.07171170075104033,0.08229707350678968,0.09463016402721064,0.1110726357013057,0.1244555758628991,100,100
0.2,0.09393034216021956,0.07169239400200392,0.08326094893931539,0.09359623535701556,0.1053766470229273,0.1184452456282359,100,100
0.1,0.1109355406648849,0.07990359161992724,0.09748335508581107,0.1109510015913842,0.1265962429586544,0.1396987421930688,100,100
0.05,0.08487870416711617,0.0628971051091844,0.07404851923899529,0.08402212093900985,0.0979093483950658,0.1118333121370928,100,100
0.02,0.09366402569110638,0.0705444254268894,0.07936446163978374,0.09320687743064826,0.1083080223693164,0.1179326271254708,100,100
0.01,0.09432130804484692,0.07001520187918867,0.08193169024617966,0.0951726593651695,0.1051763680325344,0.1218199422192849,100,100
1,0.09268689953585796,0.0690088879959869,0.07790758887643374,0.0915698264236426,0.1058354358909281,0.1268922888043451,100,1000
0.5,0.08902525771958196,0.06207698876393242,0.07306458582062214,0.0897901751510633,0.1035772591975299,0.1233527400148869,100,1000
0.2,0.08423545014143864,0.06114109682593324,0.07217216719866579,0.08445356835263407,0.09585251870526554,0.1088025553368365,100,1000
0.1,0.1049973901730817,0.07466180685854934,0.08823589567151785,0.104463891809934,0.1214190631892717,0.1419383109509224,100,1000
0.05,0.1012906259992449,0.07315887136848107,0.08683966296823038,0.1001901439413081,0.115051969636382,0.1365405775617709,100,1000
0.02,0.0985338196909036,0.06258828606479841,0.08148515166042583,0.1008427239222266,0.1139783363689914,0.1277604328763475,100,1000
0.01,0.1073518337341231,0.07980463305654575,0.09092974334457586,0.1080938174242705,0.1239069807626643,0.1407911232743261,100,1000
1,0.1084700751487189,0.07613043404458845,0.09296740905799206,0.1091807712576449,0.1243924449595043,0.138467504784805,100,10000
0.5,0.08716529012607759,0.06333636955864,0.07569712045858412,0.08606848185144271,0.098935591874545,0.12017466643712,100,10000
0.2,0.0899569683467318,0.06224588223392805,0.07587810691355217,0.0882088941352345,0.1033501116157289,0.1245779279713948,100,10000
0.1,0.1029583885344556,0.07555249125369609,0.08785459165499836,0.1043166508042425,0.1163428116152368,0.1318641576773307,100,10000
