interval,tau_int,r2m,r2v,r1m,r1v,r1v_step,nch,z,n,kurt,acf1,r2bar
0.1,1.042010971973905,98.98014365029285,209.3335288760562,1.559647777101733,103.6974572360339,98.88770832187149,10,0.1,100,0.09333528876056185,0.04863849102971485,-0.0101985634970716
0.05,1.023907711443575,198.7484418143336,425.9938173199532,2.560504142134799,215.1256716978284,198.6173388516928,10,0.1,200,0.12996908659976603,0.0831162724341119,-0.006257790928332008
0.02,1.00776401345735,499.4584125019047,1050.083776397596,4.488042573239643,554.1194421126645,499.2713469624163,10,0.1,500,0.10016755279519218,0.10985628453133911,-0.0010831749961905945
0.01,0.9981540252533462,998.0866969034524,2039.5391481373,7.128341511491718,1104.282439861786,997.80724188108,10,0.1,1000,0.03953914813729975,0.10670918541338459,-0.0019133030965475806
1,1.026740257485166,9.542913597198057,17.48140614360901,0.1460119943167635,9.785207187559832,9.530352932858824,10,0.2,10,-0.25185938563909893,0.02674132390441919,-0.04570864028019428
0.5,1.041554520877811,19.35854339443794,32.53307461445811,0.3958709292028052,19.89174624007175,19.3275133305898,10,0.2,20,-0.3733462692770946,0.029193249014032974,-0.032072830278102926
0.2,1.041131619572682,49.27406974637923,93.56636380992296,0.8410029403394502,51.60048970551733,49.22086153319922,10,0.2,50,-0.12867272380154082,0.04834592687316275,-0.014518605072415314
0.1,1.023600304916977,99.37620098634048,205.1800154108811,1.372217685293981,105.5869111657719,99.3022722989398,10,0.2,100,0.051800154108811114,0.06328796634091916,-0.006237990136595206
0.05,1.012593556399246,199.1001628233156,412.0501517172426,1.894158868646427,205.4751748499168,199.0107044892763,10,0.2,200,0.06025075858621287,0.03248302837392769,-0.004499185883422019
0.02,1.006045230510018,499.6150014062857,1026.060071814409,3.431795919250641,548.8293208846326,499.4849562873572,10,0.2,500,0.052120143628818116,0.09879049203813706,-7.699971874285394e-4
0.01,0.9951802028107464,999.3718578676446,2047.046636255602,5.080247161005249,1082.464682004666,999.1846690276066,10,0.2,1000,0.047046636255601904,0.08334796915779985,-6.281421323554026e-4
1,1.012504758911086,9.738067633991273,17.80256920057593,0.1219109841779306,9.851836040812437,9.730203648064034,10,0.5,10,-0.21974307994240694,0.012500498154794926,-0.026193236600872694
0.5,1.049828088977001,19.78041450693481,37.0270840946589,0.2658356103405491,20.78498017883415,19.76351190587627,10,0.5,20,-0.1486457952670548,0.05168455271626926,-0.01097927465325943
0.2,1.038598867999108,49.53351573806454,96.05181100951366,0.4791789815307622,51.40048377767663,49.50781856808003,10,0.5,50,-0.07896377980972691,0.03822962239780203,-0.009329685238709251
0.1,1.024065829395902,99.80317905979992,201.9151727336395,0.7366955924890695,104.6244383453806,99.77437932974205,10,0.5,100,0.01915172733639503,0.048610264962007044,-0.00196820940200082
0.05,1.012083366545701,199.9530105909086,417.2017425324447,1.107619231695427,207.4832256171264,199.9042509912805,10,0.5,200,0.08600871266222354,0.03791302380146222,-2.349470454570124e-4
0.02,0.9970271282121668,499.6099556944666,998.2296043491084,2.106464623280326,531.4717774685965,499.5328105067126,10,0.5,500,-0.003540791301783308,0.06393767594462085,-7.800886110668204e-4
0.01,0.9968813200876956,999.460660192324,2009.472989547382,3.147416588888383,1079.794426972943,999.3260445934748,10,0.5,1000,0.00947298954738196,0.08052265105549483,-5.393398076760647e-4
1,1.020979889580086,9.799204222935847,18.90464980343024,0.07891747751547797,9.99897599057039,9.79357165270803,10,1,10,-0.1095350196569762,0.020973383883454044,-0.02007957770641533
0.5,1.018841066156138,19.75491936000757,37.49908257573241,0.1253741694222652,20.04400430088624,19.7479965087022,10,1,20,-0.1250458712133795,0.014989256862264488,-0.012254031999621495
0.2,1.02793355423292,49.90265064546396,98.4656220945402,0.2928679005344885,50.95499827972188,49.88564544771622,10,1,50,-0.0306875581091961,0.021436082913398602,-0.0019469870907208309
0.1,1.023580888661751,99.75349969971003,202.2381762042841,0.4813488982288919,104.3882585871206,99.7330619966438,10,1,100,0.022381762042841036,0.046676563391119696,-0.002465003002899646
0.05,1.005473161427141,200.1257015895743,405.2115985309794,0.6133619950032693,209.1178115578158,200.096428401843,10,1,200,0.026057992654897166,0.04508517832140213,6.285079478716149e-4
0.02,1.000046337632128,499.8653418307311,1014.12375065194,1.518281564121869,520.7366563268079,499.7974223590915,10,1,500,0.028247501303880096,0.04189544209508167,-2.693163385377728e-4
0.01,0.9973611585888316,999.8717136095668,2027.865221659382,1.535114600766913,1033.119858800457,999.7609858805612,10,1,1000,0.02786522165938221,0.03336684806770518,-1.2828639043327428e-4
1,0.9885031540119806,9.959996910032524,19.61198704506476,0.03967791811734012,9.844769089320105,9.959259231998862,10,10,10,-0.038801295493523735,-0.011495849240564349,-0.004000308996747526
0.5,0.999007850067658,19.95669238931299,40.11767696682429,0.04809820366286732,19.6510126798739,19.95394836050977,10,10,20,0.00588384834121447,-0.015181741235503976,-0.0021653805343504473
0.2,0.9975403940395572,49.81672080343395,100.0980529763862,0.07878178602190423,49.88866972995113,49.81155789484792,10,10,50,0.001961059527724185,0.0015480711377466871,-0.0036655839313209926
0.1,1.000909061275084,99.98094965262426,199.3591295938329,0.1300108872713288,100.7797796278285,99.96998512813408,10,10,100,-0.006408704061670933,0.008100376314515545,-1.905034737573752e-4
0.05,1.005456659723499,199.9815336411705,402.7529494533826,0.0198665018013666,201.6766154147813,199.9643566754575,10,10,200,0.013764747266912902,0.00856281973343287,-9.233179414747106e-5
0.02,0.9979062506184698,499.8979456994189,982.9761782498248,0.5766865899234164,501.390724259632,499.84539953503503,10,10,500,-0.0340476435003505,0.0030916053764513673,-2.0410860116215623e-4
0.01,0.9989435944034168,1000.029885671278,2063.369242264516,0.02948729978319608,979.3073015251616,999.9307431222336,10,10,1000,0.06336924226451579,-0.020624870011173302,2.9885671277929404e-5
