interval,p,J,smean,Jstep,G,param,nch,z
0.02,2,1042.904319526901,-0.1140890920176163,955.7612055371494,904.3609750143488,i,20,0.1
0.02,3,968.274816807692,-0.7608232098330422,1001.937921792485,984.1055375361055,S,20,0.1
0.02,4,1437.713897059837,5.308741493731758,1392.197557750652,1393.314607728821,baseline,20,0.1
0.02,5,582.0172950710147,-0.4149738557661529,551.4452423132394,534.3684369026221,N_ch,20,0.1
0.01,0,198.886622687296,-0.03034780665776733,177.0867651558231,171.7079343862294,k_on,20,0.1
0.01,1,229.9535107671906,0.2391776057417324,184.2470997900701,179.0470134316018,k_off,20,0.1
0.01,2,1090.945702649017,0.524317040005194,954.9302502913584,922.4560976995584,i,20,0.1
0.01,3,2348.967429766608,-0.5492039738887761,2277.070468249289,2259.664595516959,S,20,0.1
0.01,4,1437.60014950362,5.513106907343457,1392.993050658195,1395.612273813295,baseline,20,0.1
0.01,5,596.122695769646,0.1817142622713909,550.29488265792,539.1947813643111,N_ch,20,0.1
1,0,140.6519275970125,0.05693429845693382,138.2057391613421,137.0126491639204,k_on,20,0.2
1,1,153.5698162055628,0.2811544543990197,145.0329939707262,141.5301736753298,k_off,20,0.2
1,2,483.0288337337219,-0.03536527898536683,482.3495538086608,469.9459289455107,i,20,0.2
1,3,5.41159993493331,-0.1257511119512065,5.438341641756808,5.635642702013007,S,20,0.2
1,4,565.2401554506623,0.1723978353073872,565.4564845599643,585.5935619284603,baseline,20,0.2
1,5,435.7505203413148,0.1515382301780727,434.364069477352,425.8473356553427,N_ch,20,0.2
0.5,0,140.5445207039565,-0.08444711581874181,142.7999195745936,140.5079947414051,k_on,20,0.2
0.5,1,139.6735949675918,0.4699357114583534,140.0638845151422,138.8135772452208,k_off,20,0.2
0.5,2,508.90256133717,-0.2571023819231151,524.3515363174565,517.0067845114266,i,20,0.2
0.5,3,12.73564004980625,-0.3615130490200136,12.854882749759,13.66172539660827,S,20,0.2
0.5,4,616.6266069846138,0.6991697604800555,620.313241966287,639.349443482154,baseline,20,0.2
0.5,5,432.6458006041042,-0.1335326344418465,443.9291750041261,439.0033300702813,N_ch,20,0.2
0.2,0,155.6350864652625,-0.04621791665446348,154.2634290893676,147.79439819415,k_on,20,0.2
0.2,1,162.6743846547077,0.09934268534427976,154.9368325955635,147.1362334892083,k_off,20,0.2
0.2,2,645.4161028445692,0.00844542051143389,643.6761849670825,617.254212311956,i,20,0.2
0.2,3,45.27424377436069,-0.5844160591536298,45.25756600668937,46.88908199165828,S,20,0.2
0.2,4,662.1713232384993,1.47826003124832,665.5904289088945,678.2125651896521,baseline,20,0.2
0.2,5,480.4793773895354,-0.05738897287798835,476.3059874752252,464.4546752194222,N_ch,20,0.2
0.1,0,162.9669342403033,-0.00920574084564482,162.8994074871202,153.7995116676968,k_on,20,0.2
0.1,1,174.5637523415986,0.1834177646851359,164.6224368247639,154.6352149635934,k_off,20,0.2
0.1,2,741.8319789989023,0.2667331586433775,741.1645320941293,695.7502654878081,i,20,0.2
0.1,3,118.8389052583141,-0.7287176690104686,122.4831323306769,124.0965113612243,S,20,0.2
0.1,4,675.0738179313785,2.164942511927834,684.2864322725311,691.9028439113831,baseline,20,0.2
0.1,5,505.8262574168946,0.09018861491201632,502.7006466664443,484.028643896686,N_ch,20,0.2
0.05,0,171.6777015157634,0.3140534509033071,165.1090431048251,157.1284298981393,k_on,20,0.2
0.05,1,185.1595186071388,-0.05878563579235219,167.0579914257443,159.850531103943,k_off,20,0.2
0.05,2,803.4240219080518,0.6544665544446028,783.8589539049925,743.4395890974373,i,20,0.2
0.05,3,326.287241994879,-0.9437176123196676,331.7858121675589,329.1617334039931,S,20,0.2
0.05,4,710.4548934896454,2.071442328291448,692.1003533463138,697.132651341272,baseline,20,0.2
0.05,5,526.2094393649335,0.4968490964966068,511.2615505077617,496.1263120702247,N_ch,20,0.2
0.02,0,172.2829519918006,-0.2114704394405593,163.7141476089881,159.8932728767065,k_on,20,0.2
0.02,1,190.6570598546457,0.3546650825859633,165.6194690688275,162.0735338489307,k_off,20,0.2
0.02,2,818.668152183621,0.01194937829779604,787.1131521204878,768.4838416243547,i,20,0.2
0.02,3,1088.56408860011,-0.7013907056154077,1069.995215072103,1064.845126061849,S,20,0.2
0.02,4,700.6138971218088,3.096961531294003,704.5416568770431,706.6038482680037,baseline,20,0.2
0.02,5,520.5099712275355,-0.2253869660150819,508.550165440378,501.9190626148981,N_ch,20,0.2
0.01,0,178.8927851182197,0.00161234704618577,162.6648595956037,160.3544820874189,k_on,20,0.2
0.01,1,194.4603575276204,0.1974800187230471,165.5000460532484,163.3612480242764,k_off,20,0.2
0.01,2,856.9116724696777,0.5661542798691575,789.3383209330791,777.269202999087,i,20,0.2
0.01,3,2367.706697271326,-0.04628320101980957,2367.148180777753,2361.97637554862,S,20,0.2
0.01,4,720.6984717150851,3.358347257830039,703.9424543802488,703.9301384397858,baseline,20,0.2
0.01,5,539.8327073180525,0.1691714936139399,508.9154268459577,504.2688025755751,N_ch,20,0.2
1,0,138.2773186265325,0.1660002628481649,137.3371570991415,135.843902859543,k_on,20,0.5
1,1,147.4206956450702,0.07430415304106686,143.5451050643561,140.0192858761219,k_off,20,0.5
1,2,470.5145841169301,0.2723959186931916,471.9323121394308,464.5237614687653,i,20,0.5
1,3,5.72709248568352,-0.1368871276967249,5.784195094283306,6.033013396273102,S,20,0.5
1,4,240.0898403015336,0.2477234274560423,239.5927478149765,249.6801188377842,baseline,20,0.5
1,5,429.0269858517879,0.3304310537945977,427.7813307388328,422.6371215330455,N_ch,20,0.5
0.5,0,142.728033281196,0.119922862280381,141.4027397935305,138.7971802440831,k_on,20,0.5
0.5,1,139.8253743112803,0.1415261831058745,139.0677554522334,137.8542645003922,k_off,20,0.5
0.5,2,522.7636239463836,0.2741831070310761,521.4133239136979,505.9121382558952,i,20,0.5
0.5,3,14.43155191055654,-0.2582731668683684,14.63352073614061,15.45590554232346,S,20,0.5
0.5,4,257.0802255067192,0.5141422123793042,261.5739855458253,267.6881002818133,baseline,20,0.5
0.5,5,446.9495304084234,0.2289251314296805,443.2317383402328,434.7119982098326,N_ch,20,0.5
0.2,0,145.7288159945768,0.09284790360261289,148.2948359791677,143.880648493171,k_on,20,0.5
0.2,1,146.4136534031767,0.1115503058186231,145.0321007745719,142.10906601901,k_off,20,0.5
0.2,2,582.0795197426892,0.1975230960577804,592.8753819389831,575.1171057242439,i,20,0.5
0.2,3,52.84427932582239,-0.4372922325147654,54.07652679077802,55.87461239191775,S,20,0.5
0.2,4,269.3007532178968,0.787795677042645,275.5758205545283,280.4463667672192,baseline,20,0.5
0.2,5,454.1280516602749,0.08139358583241901,461.724118863622,452.9939103035075,N_ch,20,0.5
0.1,0,152.8039347579446,0.07734101008372088,152.5212702050289,146.8718457571529,k_on,20,0.5
0.1,1,154.5858202320717,0.1843167800024273,148.5863541994059,145.4371634691577,k_off,20,0.5
0.1,2,639.23162638846,0.4558872246313188,636.0084622406134,611.5742127369086,i,20,0.5
0.1,3,148.5821858592202,-0.3877298802511941,150.6032084348198,150.4745718662882,S,20,0.5
0.1,4,285.6173493530719,0.7970440278759635,283.7124748784062,285.5364073423748,baseline,20,0.5
0.1,5,475.1717544365123,0.1896250696276066,474.3417707692068,462.3267784677323,N_ch,20,0.5
0.05,0,155.7426794485031,-0.1463435197436547,151.4167267786118,148.4789987049051,k_on,20,0.5
0.05,1,157.9286605341529,0.2028700952254019,149.0934530659459,147.1704981492242,k_off,20,0.5
0.05,2,649.249435446991,-0.1240839432018041,639.9866616278061,629.0687992212399,i,20,0.5
0.05,3,376.9190719469054,-0.4034000353394365,384.0181939308973,382.3124160313044,S,20,0.5
0.05,4,290.0917164816576,1.338178898233415,287.1241871739686,287.5387319898717,baseline,20,0.5
0.05,5,476.0044558386105,-0.2539060203893676,471.0851130459648,466.545447267314,N_ch,20,0.5
0.02,0,158.4745415829468,0.1760838470447004,150.4677110201984,148.9729871769524,k_on,20,0.5
0.02,1,159.8725547968566,-0.1127867994951098,149.6916622113596,148.8885742203362,k_off,20,0.5
0.02,2,680.3093577100896,0.3357610209148925,647.4384545211104,640.8248047936308,i,20,0.5
0.02,3,1146.806271078737,-0.08223539603710033,1150.791478509451,1148.071804187928,S,20,0.5
0.02,4,292.759705264103,1.306848152250188,287.8647153133777,288.1255058716234,baseline,20,0.5
0.02,5,489.915750633006,0.316689920261607,472.7604212405071,470.0061435187646,N_ch,20,0.5
0.01,0,155.2599861887418,-0.07888832861471076,149.992405949747,149.2686150741871,k_on,20,0.5
0.01,1,158.7188852852438,0.1633484296577079,149.4563643102644,148.9253686565398,k_off,20,0.5
0.01,2,669.8536809587961,-0.1147177911496776,644.2259711959509,641.3746903086242,i,20,0.5
0.01,3,2436.852460624072,-0.3221275064347801,2457.877843507205,2461.016603137748,S,20,0.5
0.01,4,294.7551056706901,0.9870830147696265,289.2697895318447,289.5962963123209,baseline,20,0.5
0.01,5,478.3928507758812,-0.1342636970213841,471.1222485579104,469.8105305689776,N_ch,20,0.5
1,0,137.2956613792098,-0.1919892533287263,134.3974876265513,134.2624510281684,k_on,20,1
1,1,145.5905920600402,0.2900538570818259,141.5766607977883,137.3723947548608,k_off,20,1
1,2,467.0611080527465,-0.2948008304256142,464.621145197307,456.5714166452732,i,20,1
1,3,6.330977065457978,-0.1223746228833727,6.187265880284566,6.611472744267584,S,20,1
1,4,130.3189618775972,0.1780573276205903,129.4882710417997,134.4254819311319,baseline,20,1
1,5,427.0560463598002,-0.2796329718444546,422.1689395550131,417.4258539685536,N_ch,20,1
0.5,0,138.2517010806721,-0.1774048820295358,139.1554030886677,136.8548246570244,k_on,20,1
0.5,1,138.5459952425349,0.1293490320065764,136.7623976592407,135.7017046494888,k_off,20,1
0.5,2,497.0436487668163,-0.1801892387876608,505.3464675181465,491.4115429251033,i,20,1
0.5,3,16.4741895581544,-0.1951391879716856,16.77686452152914,17.44715226423904,S,20,1
0.5,4,137.2932807444648,0.446875570500849,138.4832272791257,141.4317717698404,baseline,20,1
0.5,5,429.3243302943152,-0.2373235347533911,435.9037889480938,427.98870201749793,N_ch,20,1
0.2,0,144.0163030459169,0.0477155099528894,142.8036532240811,140.0057919242439,k_on,20,1
0.2,1,142.0617167460291,-0.04001640119144666,139.8321430782801,138.3267121291065,k_off,20,1
0.2,2,552.3508131288353,0.2374055374819324,550.4223202671893,536.6339633593385,i,20,1
0.2,3,64.29551650268756,-0.0895490392712302,64.46129756753851,64.8874598535861,S,20,1
0.2,4,143.0616878035418,0.5686175547352996,146.1959552720076,146.8533163365124,baseline,20,1
0.2,5,448.6343411352291,0.14182750695077,447.6341713640502,440.44878510815,N_ch,20,1
0.1,0,145.2145649270041,-0.169887528114298,143.5633707715546,141.6163658745113,k_on,20,1
0.1,1,146.1284399126065,0.121267890522021,141.1609567948916,139.5554593376274,k_off,20,1
0.1,2,562.950052952556,-0.1582306423348372,562.0240922604954,554.4487706044056,i,20,1
0.1,3,169.2593802403846,-0.1473978066681896,172.0209078046886,171.7156993266193,S,20,1
0.1,4,151.523945450386,0.4562711527422196,148.0465708506716,148.9612562236022,baseline,20,1
0.1,5,447.7387646015234,-0.2449381581480889,448.8196779926877,445.0052054706466,N_ch,20,1
0.05,0,148.9252575178353,-0.1924811895860622,144.1890249632355,142.4177641329952,k_on,20,1
0.05,1,144.0558845002186,0.1762465318687657,140.9224445983096,140.383765409843,k_off,20,1
0.05,2,570.6713595720656,-0.3320520482263193,567.5404344468432,562.6735439937117,i,20,1
0.05,3,419.9344533850605,-0.027374815257409,418.2589733911936,416.7213628151779,S,20,1
0.05,4,149.4097635587093,0.4811096173569977,149.3454392629747,149.4715037563417,baseline,20,1
0.05,5,452.8374439920437,-0.3983062308216876,449.3778418338159,446.9523965543206,N_ch,20,1
0.02,0,147.6008604386395,-0.01506377490096082,143.4169425021864,142.581767460044,k_on,20,1
0.02,1,147.8535286357514,0.03051672074363624,141.6357830481658,141.1969323559919,k_off,20,1
0.02,2,587.7048338958542,0.1749218646948716,571.2515255843208,568.3516600412227,i,20,1
0.02,3,1196.510781845673,-0.1098716223936451,1195.158288642525,1195.474322589371,S,20,1
0.02,4,154.9354046873658,0.6963319542330122,149.8373991891997,150.0911186663778,baseline,20,1
0.02,5,458.3717927011666,0.08251197954004619,450.4071500480792,448.6697561031903,N_ch,20,1
0.01,0,145.9786322153334,0.198401849539303,143.1066561259027,142.5700000189777,k_on,20,1
0.01,1,146.3373368543322,0.0672196387416367,141.9654170332832,141.586620898804,k_off,20,1
0.01,2,590.5639091814024,0.4610321692250627,572.5786900725941,570.4305661632192,i,20,1
0.01,3,2510.03515007996,0.5207263879980871,2516.769482670452,2514.318301367244,S,20,1
0.01,4,151.5558244594949,0.7662455256861064,150.6010431683866,150.6466792842529,baseline,20,1
0.01,5,455.466859214219,0.3411566098276639,450.7468627890715,449.5282114951336,N_ch,20,1
1,0,107.1838320363278,-0.11390512189765,109.4027752542063,109.7231981195569,k_on,20,10
1,1,116.4855036212062,0.06666039573422732,114.2440653064855,112.9952313954599,k_off,20,10
1,2,359.0561098312259,-0.237833956979089,364.2841443692838,364.8219392498354,i,20,10
1,3,11.30521759612518,0.03306197387752074,11.42976430888056,11.23200662428684,S,20,10
1,4,21.46547628468809,0.02471470499983823,21.59065749562083,21.45718351820512,baseline,20,10
1,5,336.1161147186754,-0.234918238218293,343.174606426338,344.6257589605572,N_ch,20,10
0.5,0,110.6783472534715,0.1326711689174353,110.4101462099193,110.3170028259305,k_on,20,10
0.5,1,115.4364188212583,-0.0878399102939496,113.6505199656381,112.9046584436287,k_off,20,10
0.5,2,382.3671113810456,0.150258630985044,377.3251508979075,374.5411991301934,i,20,10
0.5,3,29.30764842081793,-0.0903463969300994,29.95243022594126,29.91110248933434,S,20,10
0.5,4,21.02782636694535,0.00374922181150407,21.5887020183325,21.77696738686298,baseline,20,10
0.5,5,354.2315577332384,0.1642481612618042,350.2382906878229,349.047940015822,N_ch,20,10
0.2,0,111.380989153963,0.05430073715391999,111.4087584930879,111.19568150813,k_on,20,10
0.2,1,112.0681178051013,0.05684056289694883,112.5474659711618,112.5816249932294,k_off,20,10
0.2,2,381.3413068992828,-0.04547661274075958,379.8179576443641,380.1007501165925,i,20,10
0.2,3,99.27418635344172,-0.02595099188044923,99.78338086525208,100.1601459922153,S,20,10
0.2,4,21.90194934742011,-0.02720095965377047,21.96423154954901,21.98425827677038,baseline,20,10
0.2,5,351.2004466994877,0.00730739826744597,351.339370923701,351.2637225719777,N_ch,20,10
0.1,0,111.1990678314241,0.0720715472231418,111.1108145432974,111.270733083782,k_on,20,10
0.1,1,112.3944419693859,-0.02555482867259618,112.3265932638498,112.4819207624612,k_off,20,10
0.1,2,386.0988450154433,0.159587806301669,382.0105543390353,382.1799132651208,i,20,10
0.1,3,233.0901837162833,-0.0583390476686087,227.9515745907359,227.9675584760408,S,20,10
0.1,4,21.94752131090831,0.01350448961795858,22.04967336680569,22.06615106114941,baseline,20,10
0.1,5,354.5267567716736,0.1540903142322007,351.6620764653651,352.0542675010022,N_ch,20,10
0.05,0,112.1633422874804,-0.08932135562267166,111.474669422261,111.5476427702158,k_on,20,10
0.05,1,113.9872911316635,0.164009272953864,112.1653684016776,112.2806388432562,k_off,20,10
0.05,2,384.7599824184512,-0.161464159500167,381.0512541782191,381.5515907986835,i,20,10
0.05,3,489.203903125732,-0.2225521968494651,489.8120223933282,490.0966734711474,S,20,10
0.05,4,21.61745698831901,0.07754714814274716,22.08029709793789,22.11332994058585,baseline,20,10
0.05,5,353.520611300958,-0.1867604781200883,351.0925438500539,351.6175847490942,N_ch,20,10
0.02,0,110.5340538967721,-0.0310221118666132,111.5438188333001,111.5014601278684,k_on,20,10
0.02,1,111.3083285859654,0.07583744431983314,112.4311875713682,112.3821431191751,k_off,20,10
0.02,2,383.1717815806987,-0.02630322042029453,382.1403075790143,382.036525084686,i,20,10
0.02,3,1286.537736755535,-0.2742380832415668,1282.249983257755,1283.294736181154,S,20,10
0.02,4,21.5091144286096,0.05531049059153682,22.0784898221275,22.10485421263077,baseline,20,10
0.02,5,349.1329790468743,-0.06290560201938844,351.8510393203081,351.8161167528323,N_ch,20,10
0.01,0,111.1407921097798,0.1306673612281306,111.3570710901382,111.3795798336855,k_on,20,10
0.01,1,115.6780323483149,-0.2323341836438036,112.816876023554,112.7695626084658,k_off,20,10
0.01,2,388.9670195652554,0.3127387168444665,383.5733956629776,383.4103718969316,i,20,10
0.01,3,2594.918881442518,0.1240002643268967,2610.834061589843,2607.93415565889,S,20,10
0.01,4,22.02854919725367,-0.06244755322395001,22.05380015723874,22.06188637993577,baseline,20,10
0.01,5,357.0775335078723,0.3106880892040848,352.5593894442492,352.5018127127798,N_ch,20,10
1,0,341.4743062813754,0.19976226499298191,340.5107953624999,342.5575642698844,k_on,50,0.05
1,1,364.6618542586871,0.2517381416669275,350.9906472700347,345.4985237389143,k_off,50,0.05
1,2,1101.660116273503,0.09063210975698784,1100.100522915637,1097.989088738879,i,50,0.05
1,3,5.211558880099449,-0.04285150267019434,5.260938523013255,5.307303743676608,S,50,0.05
1,4,2091.523979756481,1.158078028581649,2102.025983035325,2139.312914654592,baseline,50,0.05
1,5,1048.034166685159,0.2290466058935673,1050.06956347924,1051.701828321812,N_ch,50,0.05
0.5,0,359.681977392609,-0.2164334359797689,349.6482990948404,348.3193508912212,k_on,50,0.05
0.5,1,350.2928276045157,0.3029285351743486,348.0118753431397,345.0012128675174,k_off,50,0.05
0.5,2,1202.772667373093,-0.4477809508156336,1169.2746177585,1157.256488748467,i,50,0.05
0.5,3,10.61031450067716,-0.2023202473858784,10.47025954702039,11.02220670754387,S,50,0.05
0.5,4,2146.649800539037,-0.00216269364365617,2149.932286168595,2208.579015289798,baseline,50,0.05
0.5,5,1112.357483543808,-0.2120767355559023,1078.79475292338,1070.802016735596,N_ch,50,0.05
0.2,0,357.2051294243977,0.09132447197725692,366.535037377162,358.7675952085921,k_on,50,0.05
0.2,1,386.5922065290561,0.4264100164446277,391.2078511626938,363.7528177629336,k_off,50,0.05
0.2,2,1313.941269810825,0.2947832887248016,1343.248646228434,1304.182484863813,i,50,0.05
0.2,3,30.97871234476791,-0.4601082649236127,31.47899789949335,32.36659594459595,S,50,0.05
0.2,4,2272.860060745128,0.5205499813761457,2300.93480439278,2331.001173662483,baseline,50,0.05
0.2,5,1101.454311662811,0.2085805326327462,1126.220268979693,1107.901570424484,N_ch,50,0.05
0.1,0,400.4784579183707,0.0026020953183688,392.0520841860639,374.12568254261,k_on,50,0.05
0.1,1,462.6513110585968,0.2645851957857655,445.4258569281275,390.3938876501182,k_off,50,0.05
0.1,2,1615.650891481798,0.2004687350641164,1593.118516606269,1505.501442787964,i,50,0.05
0.1,3,75.94665318681591,-0.6796655022048336,79.08490926317782,78.54894452119999,S,50,0.05
0.1,4,2430.396732531257,0.5867373742990856,2343.424323157037,2367.93183604309,baseline,50,0.05
0.1,5,1209.939436420074,-0.00313126279802551,1189.282544813107,1155.853015353532,N_ch,50,0.05
0.05,0,427.830886978825,-0.3077824932507887,423.4304986156598,395.7557176157915,k_on,50,0.05
0.05,1,528.9974691076923,0.8174725317973608,488.428309742592,418.3042589074851,k_off,50,0.05
0.05,2,1941.612798121939,-0.3308543598725536,1929.619042941307,1773.863873772738,i,50,0.05
0.05,3,204.294740621178,-0.5287661152076324,210.671902683839,202.190479186428,S,50,0.05
0.05,4,2381.935514332308,2.935268885826836,2382.011266960295,2387.547515672208,baseline,50,0.05
0.05,5,1270.231238225993,-0.6271695942434653,1272.480377335118,1220.519199352462,N_ch,50,0.05
0.02,0,466.7974249232622,0.05130418266975293,450.269119254169,416.7473012121345,k_on,50,0.05
0.02,1,582.0495705640147,0.8337294860050523,494.9093387820583,443.9540180577718,k_off,50,0.05
0.02,2,2366.480304231833,0.9090382102816358,2248.832221579389,2041.320233764019,i,50,0.05
0.02,3,755.936119736069,-0.4033769456629457,775.7633038327363,746.0712002229506,S,50,0.05
0.02,4,2493.995974346105,3.706366276476496,2406.792028693705,2410.16163448594,baseline,50,0.05
0.02,5,1396.730168429901,0.09247495030256908,1354.18779626139,1285.831856837768,N_ch,50,0.05
0.01,0,485.594108443758,-0.0646922179349117,445.8189693165885,424.0777250097315,k_on,50,0.05
0.01,1,614.8834048151248,0.9347166241167132,482.6966505741019,452.1338428393161,k_off,50,0.05
0.01,2,2524.948615171869,1.037505752914413,2277.278820944999,2133.932975425592,i,50,0.05
0.01,3,1933.832775973048,-0.09752118155718838,1950.235678962589,1904.191376096039,S,50,0.05
0.01,4,2445.525162368611,4.028991519961725,2414.279528630816,2412.920383759338,baseline,50,0.05
0.01,5,1434.807404089285,0.1444952219643165,1355.549093723959,1308.471093041317,N_ch,50,0.05
1,0,341.270019018694,0.4717656677042629,344.3042469583189,342.0920921083188,k_on,50,0.1
1,1,352.0685195415624,0.06007921110253945,351.132253953101,345.2752218534972,k_off,50,0.1
1,2,1106.359869828649,0.6909310105423034,1121.595167559208,1097.197240134694,i,50,0.1
1,3,5.336280788057358,-0.01135438590707074,5.336457150623078,5.319254972720255,S,50,0.1
1,4,1090.44325133041,0.2362559629291805,1075.032437780701,1077.856001920706,baseline,50,0.1
1,5,1053.845308532901,0.7894386127653145,1066.58705151306,1051.190079086979,N_ch,50,0.1
0.5,0,354.1889485807395,-0.04135602045279468,350.1753370911062,347.8892740314343,k_on,50,0.1
0.5,1,357.1347271216047,0.04940153414528724,346.3284238894701,345.1133740656834,k_off,50,0.1
0.5,2,1177.181171747393,-0.2206087597712108,1171.646796892658,1155.268337994086,i,50,0.1
0.5,3,11.08007173579313,-0.1702176471974424,11.03518539310886,11.287194957689,S,50,0.1
0.5,4,1103.610459213639,-0.3410011247874077,1099.368344772789,1117.830574261835,baseline,50,0.1
0.5,5,1085.715127741497,-0.0649828703090116,1078.67529853376,1070.189836499284,N_ch,50,0.1
0.2,0,368.255397299846,-0.04655853198785267,366.8764685131617,358.1525553560717,k_on,50,0.1
0.2,1,385.7702584137216,0.3195141793964864,379.2172089562819,360.2836749731089,k_off,50,0.1
0.2,2,1324.763022070672,0.08633602942280713,1332.601986846685,1294.132288186667,i,50,0.1
0.2,3,33.37279674160741,-0.4677767941040609,33.76985987792677,34.95302265554077,S,50,0.1
0.2,4,1151.477087055823,0.9673976467948172,1153.193252415819,1171.846320858147,baseline,50,0.1
0.2,5,1126.393056613077,0.02845104745899434,1124.152727240766,1106.155037381025,N_ch,50,0.1
0.1,0,388.0826539455915,-0.1103030567046231,384.5233450461791,371.5786296900372,k_on,50,0.1
0.1,1,429.5653891688931,0.2038992307500113,417.4824648314172,380.9413532410722,k_off,50,0.1
0.1,2,1545.857222450062,-0.09218775546506686,1532.530184565782,1466.783665366295,i,50,0.1
0.1,3,86.92823841517986,-0.4452644346230666,88.2202650604773,88.11126624360666,S,50,0.1
0.1,4,1210.903241793922,1.81522080733474,1181.683526494738,1189.465950375788,baseline,50,0.1
0.1,5,1178.758722025688,-0.1671626568355126,1172.780227688274,1148.295098337174,N_ch,50,0.1
0.05,0,416.1966223120519,-0.1800132128997508,404.5405655377305,386.3635410544708,k_on,50,0.1
0.05,1,476.926475727759,0.3565760153848804,438.3853737529873,399.2054572269201,k_off,50,0.1
0.05,2,1837.040772756385,0.1993006843718324,1753.706379122475,1651.315725649011,i,50,0.1
0.05,3,232.5318000306181,-0.4129096070686057,238.1296754446083,233.0046887554304,S,50,0.1
0.05,4,1181.570584871047,2.120606448277769,1189.253747412261,1196.690100277638,baseline,50,0.1
0.05,5,1272.172178427004,-0.1425032894238575,1229.940281927261,1193.4505367498,N_ch,50,0.1
0.02,0,423.3968967733839,0.04245517410406537,414.4610923579317,397.4800431543434,k_on,50,0.1
0.02,1,501.0473001342591,0.4144272098868518,435.3795527423321,413.2255523095633,k_off,50,0.1
0.02,2,1953.46355459366,0.4830425140454808,1887.501800211003,1791.580479375957,i,50,0.1
0.02,3,861.5277409991149,-0.1748277690733014,868.6842726601732,851.9906698647253,S,50,0.1
0.02,4,1225.817962749682,2.571098041153373,1203.068610503552,1205.365987961564,baseline,50,0.1
0.02,5,1272.809246674455,0.08630417341917085,1262.577662994647,1227.963419826558,N_ch,50,0.1
0.01,0,449.334366331949,-0.1694785375566883,412.3424080188601,401.3135945618909,k_on,50,0.1
0.01,1,513.3719604968658,0.6126605360802921,429.7698475822301,416.6050339262401,k_off,50,0.1
0.01,2,2076.420505808499,0.2487967330493827,1895.280735131358,1835.255845183355,i,50,0.1
0.01,3,2079.354634585484,-0.1320738797628554,2099.442242197727,2076.277209082104,S,50,0.1
0.01,4,1208.3142307219441,2.548824809126624,1203.935941087881,1204.964619554065,baseline,50,0.1
0.01,5,1331.852068111945,-0.281529736242875,1259.717876354848,1238.363057356863,N_ch,50,0.1
1,0,348.2124935095765,0.1320175120990121,342.953441250099,342.0372232290783,k_on,50,0.2
1,1,369.2781710612989,0.1584779816475798,351.0459057462688,344.5819907610886,k_off,50,0.2
1,2,1131.348749203162,0.0941610849156904,1106.584121153241,1095.659643756235,i,50,0.2
1,3,5.548976057884751,0.00190016089762019,5.55013753287832,5.351971939709966,S,50,0.2
1,4,559.2521543891623,0.3911229006158505,547.89235145608,546.0122907180127,baseline,50,0.2
1,5,1079.307423085933,0.1685377469304007,1057.126933717678,1050.154748667157,N_ch,50,0.2
0.5,0,352.0702198304108,0.01826089938236497,351.3151726443668,347.4050657837907,k_on,50,0.2
0.5,1,343.6606290818444,-0.09450364305511104,345.1898543560468,344.5634387897314,k_off,50,0.2
0.5,2,1158.811760490527,-0.08882586475482268,1161.807441678041,1151.953105461139,i,50,0.2
0.5,3,11.56318548428102,-0.1594405991307118,11.43057118877149,11.71493062196217,S,50,0.2
0.5,4,549.0229843648708,0.2201292735593862,558.5570377370614,566.4394825114055,baseline,50,0.2
0.5,5,1073.648347982768,0.01178887406012771,1076.190655458756,1068.947219718274,N_ch,50,0.2
0.2,0,368.026772701148,-0.08154481968630596,363.8977956827891,357.1324909256143,k_on,50,0.2
0.2,1,371.6812768327348,0.1787949950773876,370.6448426589676,356.8766777299664,k_off,50,0.2
0.2,2,1332.13440707773,-0.03876977347333289,1317.65476560253,1279.217085903095,i,50,0.2
0.2,3,37.43295939160357,-0.282323308894416,37.7783812277826,38.50545483094371,S,50,0.2
0.2,4,600.6752414084496,0.8015302091895468,586.8055270332479,589.434956145897,baseline,50,0.2
0.2,5,1124.562401721284,-0.1024358598749563,1120.004989497877,1102.862955627631,N_ch,50,0.2
0.1,0,383.0316649611171,0.1457919891273859,381.386492168951,367.4987246356182,k_on,50,0.2
0.1,1,409.2108955441701,0.1686446352940044,393.1432046270441,371.4742795047808,k_off,50,0.2
0.1,2,1461.758983017798,0.4411510332403429,1475.748701382184,1414.232289044961,i,50,0.2
0.1,3,97.03969736332004,-0.2099160669655303,100.7352386929149,100.3900099433948,S,50,0.2
0.1,4,605.5948045560267,1.102134499379476,597.7365164372188,598.6801805930158,baseline,50,0.2
0.1,5,1162.092039970286,0.2504128679115674,1162.467989129009,1136.695617558363,N_ch,50,0.2
0.05,0,394.5520123836431,-0.174610916515042,389.2988415706295,376.8004724281372,k_on,50,0.2
0.05,1,427.6459544308574,0.1422719962489181,399.8049748368604,382.1510710899615,k_off,50,0.2
0.05,2,1595.716769765781,-0.2291296412749869,1585.305612499726,1523.6876397152,i,50,0.2
0.05,3,269.0319497376119,-0.5153052742039708,273.1466332253741,270.8036779071483,S,50,0.2
0.05,4,607.7856535779817,1.195924345696584,597.6809591465986,600.8397114424419,baseline,50,0.2
0.05,5,1195.647128836465,-0.3035683177097781,1187.608142881668,1163.764232692644,N_ch,50,0.2
0.02,0,397.567836758691,0.1475766867298961,390.7831465874966,381.8557535854376,k_on,50,0.2
