interval,p,J,smean,Jstep,G,param,nch,z
0.1,4,204.3356993822142,0.1154259862349942,213.7470696898304,213.8961977492639,baseline,500,0.5
0.1,5,10707.80543993807,1.129875471796681,10662.79532961307,10670.54287383561,N_ch,500,0.5
0.05,0,3549.566179993307,-0.3512146735008774,3546.53935259624,3521.240167746516,k_on,500,0.5
0.05,1,3527.463015134978,0.1493957496423523,3585.676636411631,3521.789958139183,k_off,500,0.5
0.05,2,11304.77900568666,-0.3198390816422469,11411.77948633794,11300.9141936421,i,500,0.5
0.05,3,196.8432837087595,0.1591411384321728,196.0863492453092,194.7391923969076,S,500,0.5
0.05,4,213.3737780529937,0.0862098005697181,214.3940237179162,214.1896006071383,baseline,500,0.5
0.05,5,10695.44579161644,-0.5339406780553229,10804.57118746714,10744.52024676838,N_ch,500,0.5
0.02,0,3628.161574130612,0.8247521689923702,3558.581108138435,3541.707259487701,k_on,500,0.5
0.02,1,3722.728130739018,-0.388117537673054,3584.863406337355,3549.541814461908,k_off,500,0.5
0.02,2,11890.21139479623,1.256504900514036,11644.32176730589,11575.51104570978,i,500,0.5
0.02,3,741.8317043895066,0.1233709036272854,740.5581679591171,737.4503105329292,S,500,0.5
0.02,4,214.4958221958867,-0.02126716330460538,214.3831040117134,214.5294959793821,baseline,500,0.5
0.02,5,11038.92579871465,1.365922516286502,10838.87640654933,10815.67718777729,N_ch,500,0.5
0.01,0,3480.265180892802,-0.1136642386549519,3565.020848302581,3550.356571158085,k_on,500,0.5
0.01,1,3580.070837942008,-0.4519103507587441,3577.832873396713,3556.724348212585,k_off,500,0.5
0.01,2,11499.73950221266,-0.3285746876306587,11728.24068011259,11665.71085411296,i,500,0.5
0.01,3,1882.370258151896,0.5656963072017245,1901.390187552146,1895.277858903517,S,500,0.5
0.01,4,212.2740961471866,-0.02576924787482316,214.7357148970876,214.6205689737644,baseline,500,0.5
0.01,5,10592.23823023753,-0.1451327962385833,10868.54824886744,10837.56214336266,N_ch,500,0.5
1,0,3435.669328014199,-0.2903510388398571,3436.855497011598,3415.606872331195,k_on,500,1
1,1,3428.168243284521,0.03080114122194531,3388.595165980131,3388.766998841094,k_off,500,1
1,2,10468.58774503144,-0.2722650634326537,10508.4714466389,10451.001624500659,i,500,1
1,3,5.305633613961944,-0.01444344293404044,5.292502857715319,5.308289385531305,S,500,1
1,4,106.6731491614199,0.1570691135855921,106.3902780524925,107.0891188250947,baseline,500,1
1,5,10422.40633252243,-0.2733253564679279,10464.91056201312,10405.00164979653,N_ch,500,1
0.5,0,3330.304235597988,0.06205946040120643,3435.842346382184,3448.769624366215,k_on,500,1
0.5,1,3383.022350231512,0.00381207341732083,3433.198417279383,3419.301740013439,k_off,500,1
0.5,2,10323.10366137438,0.2823798397635068,10579.66914702412,10587.25327934594,i,500,1
0.5,3,10.67035104244838,-0.01716287361358235,10.7279875986181,10.83232600449866,S,500,1
0.5,4,107.3393629546137,0.01060529075872253,107.1445355104399,107.308463256786,baseline,500,1
0.5,5,10201.41897585354,0.3113353996183233,10487.9674719867,10501.51517597903,N_ch,500,1
0.2,0,3527.481263864395,0.4282525680217248,3484.532957371745,3473.346599245421,k_on,500,1
0.2,1,3499.736013734777,-0.547986634037886,3476.283535972113,3453.163452319477,k_off,500,1
0.2,2,10997.78266804199,0.8649061632177696,10822.51801571876,10784.83639970408,i,500,1
0.2,3,32.07002301530837,-0.02139718591602894,32.080675896240606,32.41333508078161,S,500,1
0.2,4,107.3775888829711,0.07224012873646651,107.1996986663441,107.5272874131327,baseline,500,1
0.2,5,10791.36920487111,0.7744240793953239,10613.577142635,10594.9572557086,N_ch,500,1
0.1,0,3582.589929116927,0.6811046428796104,3516.952321056457,3491.250545329553,k_on,500,1
0.1,1,3500.46856937502,-0.2926422880729398,3509.163577046668,3478.5163497381,k_off,500,1
0.1,2,11225.37904900018,1.042757881112717,11048.16234847029,10977.61857836517,i,500,1
0.1,3,85.48677016591702,-0.03361266061024471,84.0248427985609,83.88912850491148,S,500,1
0.1,4,107.9362128700557,0.00419442557749403,107.4659517603584,107.7246787523447,baseline,500,1
0.1,5,10861.86790674999,1.014675989741471,10699.3889784604,10656.90904651521,N_ch,500,1
0.05,0,3461.257597286237,0.2996931062783785,3520.544838340405,3508.330102448907,k_on,500,1
0.05,1,3559.447694154367,-0.2269189656620357,3528.279671595212,3498.521353297894,k_off,500,1
0.05,2,11027.462672485,0.2915744478539595,11229.47232199992,11170.86380046862,i,500,1
0.05,3,231.2615569576314,-0.1346643619889812,227.9800569864908,227.6644638317722,S,500,1
0.05,4,105.0755112487564,0.1279285733409452,107.9118811630747,107.9418340168611,baseline,500,1
0.05,5,10554.00603697658,0.3689941833284677,10737.08729271028,10710.70720747512,N_ch,500,1
0.02,0,3522.164522442564,-0.2303194837009845,3537.535735498975,3521.791631518549,k_on,500,1
0.02,1,3587.8664468844772,1.209362072603436,3534.636364264473,3511.6743401765402,k_off,500,1
0.02,2,11384.59983720323,-0.1668637824624164,11375.58236776122,11312.62051606671,i,500,1
0.02,3,854.5399671896989,0.2032765915985052,848.78887128719,846.6069793901884,S,500,1
0.02,4,109.3478713336238,-0.07493879672569585,108.1645706732755,108.1250587982847,baseline,500,1
0.02,5,10785.09362297692,-0.3990300164189007,10786.09436927096,10747.67386513145,N_ch,500,1
0.01,0,3529.670777973658,-0.3248777721227036,3531.169522349318,3525.053695654115,k_on,500,1
0.01,1,3594.468380433256,0.1493283816546765,3521.826208386271,3516.799197922334,k_off,500,1
0.01,2,11390.85430346814,-0.7025596245125492,11382.89369623993,11357.23968551911,i,500,1
0.01,3,2067.373635258615,-0.901364616585814,2068.004013539479,2070.624338917792,S,500,1
0.01,4,108.4806693565649,-0.06851321549738171,107.9508963237828,108.1673362160536,baseline,500,1
0.01,5,10766.9715291297,-0.5547708680791299,10767.96079656345,10758.98992411658,N_ch,500,1
1,0,3338.866327830241,-0.7044943332057266,3380.10539784612,3383.675954391343,k_on,500,10
1,1,3399.511084986393,0.08966882449345276,3366.515045874035,3351.765270768263,k_off,500,10
1,2,10209.60565506322,-1.144936846016254,10306.87412395001,10359.96726914549,i,500,10
1,3,5.795013689463182,-0.00850431702163132,5.735384443612856,5.63244201189747,S,500,10
1,4,11.69650869406267,0.01253913856926573,11.47928455432772,11.52679292348579,baseline,500,10
1,5,10186.92746618724,-1.162383110193552,10276.76309653528,10317.2023870679,N_ch,500,10
0.5,0,3450.306837790346,0.8066502199430868,3402.311685423577,3412.264959646428,k_on,500,10
0.5,1,3429.41059398048,-1.092479393480355,3382.77436547615,3381.007036993833,k_off,500,10
0.5,2,10701.11990336419,1.516343299775694,10510.8851047176,10482.84988773245,i,500,10
0.5,3,13.72263401321873,-0.00283662673076613,13.68307834756646,13.81712537239244,S,500,10
0.5,4,11.69517411656894,2.3427424312468e-4,11.56313437438441,11.61603093557465,baseline,500,10
0.5,5,10633.76662235436,1.538290774619078,10424.52304148192,10408.80986220391,N_ch,500,10
0.2,0,3410.870680442557,1.2623988965343,3433.913063374157,3430.533057483412,k_on,500,10
0.2,1,3428.216389119299,-1.06247443839614,3399.114275633912,3400.677608212063,k_off,500,10
0.2,2,10582.1062697195,2.25027896230634,10630.83608478227,10614.76895380605,i,500,10
0.2,3,52.11225777622722,0.1133071839987243,51.72698744839268,51.0336117064736,S,500,10
0.2,4,11.5021266530722,0.04617263018564161,11.75786955710086,11.71305480605104,baseline,500,10
0.2,5,10448.23667552379,2.246453454155803,10489.80127579967,10482.58187309192,N_ch,500,10
0.1,0,3419.471955114851,0.6364855039524988,3441.005478088044,3438.864690989103,k_on,500,10
0.1,1,3379.961272180995,-1.299173730850165,3414.999604749893,3408.787212063878,k_off,500,10
0.1,2,10675.23803816665,1.3906919356072,10701.04515210645,10673.73788504646,i,500,10
0.1,3,143.3182104544843,0.1569170828507242,141.3775046906357,140.5862613986025,S,500,10
0.1,4,11.89028734315908,0.05386282587699519,11.80076804171604,11.76917067145969,baseline,500,10
0.1,5,10505.06082524944,1.39405311449427,10523.87700917991,10508.05813671535,N_ch,500,10
0.05,0,3427.603586901092,-0.602330190478859,3436.510913255914,3443.060417983798,k_on,500,10
0.05,1,3455.584540873907,0.4967895708362978,3412.212884714242,3409.020954032865,k_off,500,10
0.05,2,10690.29433436917,-1.237570703051758,10679.60821342072,10695.7314732597,i,500,10
0.05,3,363.2821898883533,0.1404293163252776,367.8995836685122,366.9045658337355,S,500,10
0.05,4,11.76551629142741,-0.04117557285972333,11.80855022017693,11.79951468191262,baseline,500,10
0.05,5,10499.43895318677,-1.121440235613455,10500.32561697433,10515.53885940039,N_ch,500,10
0.02,0,3490.558043145366,0.8663111591127621,3444.540998237997,3443.029730244474,k_on,500,10
0.02,1,3384.624713747164,-1.093214312626321,3415.172451440282,3413.595257775563,k_off,500,10
0.02,2,10898.51670368727,1.812178651793418,10731.84336108138,10719.158432014,i,500,10
0.02,3,1118.02631705113,-0.2482271984666993,1125.950820035358,1127.31531741455,S,500,10
0.02,4,11.97367406089036,0.0402462748478562,11.8151200568634,11.80997455751508,baseline,500,10
0.02,5,10645.35990379793,1.769767979514332,10531.25889349269,10524.6908837802,N_ch,500,10
0.01,0,3476.245743477931,0.1677492285956972,3448.473807546061,3444.406975789114,k_on,500,10
0.01,1,3431.42851906014,0.128411872703451,3416.114893626473,3412.198278488207,k_off,500,10
0.01,2,10701.58212888482,0.00396366009643484,10730.16454498919,10716.06307843907,i,500,10
0.01,3,2385.65127182886,0.6418810655007776,2443.481653176601,2437.652413649737,S,500,10
0.01,4,11.62672031371731,-0.00988825760600551,11.81523099732873,11.81599638894414,baseline,500,10
0.01,5,10520.9155558998,-0.06156571962550982,10534.26147724868,10522.52442328385,N_ch,500,10
1,0,6767.644651470016,-0.02827871229014458,6871.665694019186,6836.493852418805,k_on,1000,0.05
1,1,6698.721294158742,0.4551627423515848,6852.580591976504,6779.656697903694,k_off,1000,0.05
1,2,20573.99776743903,-0.4253823070931831,20938.92704495851,20863.87334083372,i,1000,0.05
1,3,5.28285373221162,0.01935017426994255,5.290152453426074,5.301902311950547,S,1000,0.05
1,4,2121.228300633937,1.094516953561737,2138.479309143975,2121.288033508511,baseline,1000,0.05
1,5,20526.33643113192,-0.4698736149662999,20895.33670797538,20817.40696373269,N_ch,1000,0.05
0.5,0,6910.7304494788395,0.5653518826876975,6946.515179956242,6901.873742091149,k_on,1000,0.05
0.5,1,6823.858570895618,0.6034733871643014,6860.508126992563,6846.199321926508,k_off,1000,0.05
0.5,2,21014.89480414287,0.6596622767432412,21153.40638744624,21089.92183830659,i,1000,0.05
0.5,3,10.23622910697553,-0.02492053681937035,10.21490305932895,10.60401690996004,S,1000,0.05
0.5,4,2070.445896625595,0.4318912182429798,2109.784541816889,2121.402801499239,baseline,1000,0.05
0.5,5,20906.33990566073,0.6115169244468447,21053.97880554474,21001.19668742329,N_ch,1000,0.05
0.2,0,7048.436235881652,-0.4811469181224022,6958.449316394786,6946.789568134732,k_on,1000,0.05
0.2,1,7041.152185835005,0.4579366508034509,6957.103893549169,6909.093198729666,k_off,1000,0.05
0.2,2,21529.35134743683,-0.7613455687340207,21433.46038300917,21377.57760229432,i,1000,0.05
0.2,3,26.38851451216012,0.00742140091863002,26.45576348068897,26.54119763214296,S,1000,0.05
0.2,4,2153.576335609345,0.8874894999799794,2122.511996426003,2121.557871366678,baseline,1000,0.05
0.2,5,21364.32049764525,-0.7469006543611932,21212.92856002697,21163.25490954651,N_ch,1000,0.05
0.1,0,7035.926365536889,-1.351992866944259,6988.624733018661,6977.469902942848,k_on,1000,0.05
0.1,1,7175.66052477066,0.6864387281199845,7071.316396062594,6974.399114032176,k_off,1000,0.05
0.1,2,21924.1144651999,-2.62191632184183,21705.50078606178,21680.61935545292,i,1000,0.05
0.1,3,53.36508853536451,-0.07246736160350695,53.203999493512,53.83619009402381,S,1000,0.05
0.1,4,2102.06647212156,-0.02393694152716838,2112.517419615827,2121.73205054155,baseline,1000,0.05
0.1,5,21548.89829895156,-2.692892863099948,21262.22848085909,21263.62201522881,N_ch,1000,0.05
0.05,0,6964.147501372772,-0.654443977747513,7033.238122551852,7015.888921775106,k_on,1000,0.05
0.05,1,7316.767463589853,0.2846841692507426,7309.645127700565,7069.80378285539,k_off,1000,0.05
0.05,2,22063.5758900893,-1.506538980471535,22254.89851323822,22183.29136933571,i,1000,0.05
0.05,3,120.3256776667922,-0.08782813373204817,118.2189585118784,116.3998850638426,S,1000,0.05
0.05,4,2094.551332701344,0.4398036325789196,2116.712038722751,2121.979209460258,baseline,1000,0.05
0.05,5,21196.63481929939,-1.427360990840449,21415.49583853941,21390.90552922927,N_ch,1000,0.05
0.02,0,7203.693733346809,-0.6614236272541555,7164.099657434181,7108.36617966698,k_on,1000,0.05
0.02,1,7848.940064268078,-0.0536970413241164,7606.302714728957,7233.761248903586,k_off,1000,0.05
0.02,2,23857.51798043251,-1.00742993107061,23658.59012550247,23381.40211197107,i,1000,0.05
0.02,3,396.3927600716623,0.2461922256323127,393.0718292836314,382.9727972353974,S,1000,0.05
0.02,4,2128.688875207836,0.3496555715712787,2124.294733903559,2122.526675607891,baseline,1000,0.05
0.02,5,21948.02357955112,-0.9865357451762125,21789.96164635121,21676.31855155127,N_ch,1000,0.05
0.01,0,7427.299400901937,-0.1887956822053901,7318.818930266146,7204.102621108858,k_on,1000,0.05
0.01,1,7915.395053604455,1.610690549876804,7702.194763040407,7348.099620218635,k_off,1000,0.05
0.01,2,25442.25747430688,-0.05991255759285997,25066.96093363552,24595.54922668612,i,1000,0.05
0.01,3,1043.543754230443,0.1578342782828711,1045.316971737765,1023.207334696858,S,1000,0.05
0.01,4,2154.511477083474,1.245419450458794,2122.798293854748,2123.140520911347,baseline,1000,0.05
0.01,5,22427.17114366385,-0.8827942053322871,22175.65800821733,21969.6849075604,N_ch,1000,0.05
1,0,6753.618548166022,2.131280701120063,6861.556512323162,6835.657304970901,k_on,1000,0.1
1,1,6868.169495545194,-1.967749623594567,6836.675737093314,6782.852602550491,k_off,1000,0.1
1,2,20736.28506359589,3.847444795348069,20985.90484553468,20863.19750736314,i,1000,0.1
1,3,5.373761202147126,-0.00327533297978517,5.404283786044428,5.30191485620123,S,1000,0.1
1,4,1055.62291599799,-0.3250369282246212,1059.252265360294,1060.90777239733,baseline,1000,0.1
1,5,20660.9977459306,3.794435795161588,20910.71581402004,20816.74511485442,N_ch,1000,0.1
0.5,0,6873.522468503795,-1.170864306994216,6853.066238227874,6903.556293528193,k_on,1000,0.1
0.5,1,6694.708874993596,1.166224514669436,6872.805742778232,6844.368423612209,k_off,1000,0.1
0.5,2,21035.60635759482,-2.165493654607433,21014.72825943945,21089.20293492737,i,1000,0.1
0.5,3,10.34901967066592,-0.05739891172389561,10.31872784469058,10.60466492691764,S,1000,0.1
0.5,4,1054.816509058194,0.1525551016327763,1047.677471743088,1061.021819839952,baseline,1000,0.1
0.5,5,20972.29552215562,-2.193653837019306,20931.18687191292,21000.57186389402,N_ch,1000,0.1
0.2,0,7017.751795808099,-0.1928530764758083,7001.840719732316,6946.098295162032,k_on,1000,0.1
0.2,1,6897.603900928519,1.118338390144919,6971.917477857705,6907.003283883014,k_off,1000,0.1
0.2,2,21692.10722925475,-0.5274981629843376,21532.05858372709,21375.51188676856,i,1000,0.1
0.2,3,26.23175191361413,-0.01650781168899751,26.4606748868746,26.62193090518193,S,1000,0.1
0.2,4,1052.390477671177,-0.1370674076780569,1058.948335170845,1061.173739552786,baseline,1000,0.1
0.2,5,21425.85799507093,-0.7052790631645562,21295.50232722304,21162.5590732228,N_ch,1000,0.1
0.1,0,7060.23328427356,-0.9723575014699376,7010.572817266246,6976.492822051763,k_on,1000,0.1
0.1,1,7084.217662868339,0.3178869485396352,7093.64609579732,6969.13452097657,k_off,1000,0.1
0.1,2,21948.85346799327,-1.237445968438939,21788.19804997409,21671.82341176356,i,1000,0.1
0.1,3,57.15984508277327,0.1298465184236683,56.03658928680281,55.1867946382783,S,1000,0.1
0.1,4,1063.348595529482,0.1616593148612005,1066.704513969279,1061.323320524149,baseline,1000,0.1
0.1,5,21518.1470213232,-1.413948593234111,21341.02959380438,21262.41836458085,N_ch,1000,0.1
0.05,0,6979.085443935972,0.4687808315259581,7067.166642457683,7012.329542120606,k_on,1000,0.1
0.05,1,7364.967365164654,0.4656922554634765,7257.496971147595,7049.676874590506,k_off,1000,0.1
0.05,2,22082.96791300019,0.9643166302421444,22334.52625052924,22147.88097074248,i,1000,0.1
0.05,3,126.6467617195192,0.09431793828679934,128.0928405231523,126.3220290206797,S,1000,0.1
0.05,4,1057.346177645672,-0.3626200689098913,1063.057953885618,1061.548875055744,baseline,1000,0.1
0.05,5,21254.97779432292,0.700667997289762,21508.14321133857,21386.50434592007,N_ch,1000,0.1
0.02,0,7237.629178841464,-0.2383664887912288,7139.458779602383,7093.300106633126,k_on,1000,0.1
0.02,1,7508.73332099009,-0.07425896118240756,7401.088393809652,7170.188416580096,k_off,1000,0.1
0.02,2,23745.32455243373,-1.009627275502312,23331.59462098857,23168.39795173466,i,1000,0.1
0.02,3,433.2177792260721,-0.3719990372092706,444.4783601773709,439.9815188728397,S,1000,0.1
0.02,4,1057.812638474931,0.03363393119510574,1059.86208773481,1062.019507472526,baseline,1000,0.1
0.02,5,22016.89138978099,-0.6326904098060695,21684.36966094924,21635.92317231465,N_ch,1000,0.1
0.01,0,7302.466852487776,-0.9543134618366134,7233.935704103892,7159.19290000666,k_on,1000,0.1
0.01,1,7816.674300142696,1.716280803518538,7438.689824891178,7239.975654998751,k_off,1000,0.1
0.01,2,24366.04753378851,-1.829593074514447,24254.92983545463,23964.78095752576,i,1000,0.1
0.01,3,1180.367453069759,0.04686231246934568,1212.220872414834,1198.871753732855,S,1000,0.1
0.01,4,1065.508715343105,0.5327220911585474,1064.242446474147,1062.470451457749,baseline,1000,0.1
0.01,5,22116.10124475225,-1.952600738270693,21953.27416180177,21830.48646759854,N_ch,1000,0.1
1,0,6919.399243068643,0.4451087970984401,6845.863578860703,6836.158151375716,k_on,1000,0.2
1,1,6952.075878023419,-1.499281697692217,6838.973730908305,6782.014110034297,k_off,1000,0.2
1,2,21159.15998566594,0.6982493053190945,20922.00096146511,20862.29139784095,i,1000,0.2
1,3,5.523268604996312,0.04185839272133825,5.443503663698505,5.301964449071766,S,1000,0.2
1,4,545.6888131261643,-0.05976866147783118,540.3404156529994,530.7169349334159,baseline,1000,0.2
1,5,21088.77419932047,0.6658761969305884,20863.03911946114,20815.86332963027,N_ch,1000,0.2
0.5,0,6773.88325920746,-0.0197775496167279,6843.427756424713,6902.043727872462,k_on,1000,0.2
0.5,1,6706.896565177702,0.6339318783462558,6830.497531066153,6844.858616380412,k_off,1000,0.2
0.5,2,20606.53645708071,-0.081887286005847,20945.91617474287,21087.9790713948,i,1000,0.2
0.5,3,10.69748175751291,0.00481540887022791,10.45964719602895,10.60717850125382,S,1000,0.2
0.5,4,520.8053761878358,0.0527229392126236,531.3121219669978,530.8308310648838,baseline,1000,0.2
0.5,5,20515.54453640806,-0.04166445479684202,20839.50477375688,20999.53127163492,N_ch,1000,0.2
0.2,0,6882.094904360587,2.427283197318313,6903.995822020246,6941.665918044519,k_on,1000,0.2
0.2,1,6920.123437646541,-0.8354547920303843,6903.382351994909,6909.202891708328,k_off,1000,0.2
0.2,2,21238.91323414408,4.030124671379467,21281.70873510342,21371.87400709363,i,1000,0.2
0.2,3,26.24916141450887,-0.05783494564359872,26.46455555949838,26.86430214983529,S,1000,0.2
0.2,4,527.8773338447988,-0.4496407414663331,528.0234638526258,530.9723328570295,baseline,1000,0.2
0.2,5,21025.71241543694,4.314896563891375,21036.24836866482,21161.26850710969,N_ch,1000,0.2
0.1,0,7016.431019622971,0.1595199126781846,6994.139485777788,6973.038435747539,k_on,1000,0.2
0.1,1,7174.984629512895,-0.3050718197888851,7049.179943772352,6962.482948811638,k_off,1000,0.2
0.1,2,21957.38319616295,0.4940949062120954,21738.28580387351,21658.30722674548,i,1000,0.2
0.1,3,56.93574565515133,0.02171692280400651,58.2071481205393,58.03020605832639,S,1000,0.2
0.1,4,542.8195775865391,-0.2529436196630035,531.7520076733432,531.108628174199,baseline,1000,0.2
0.1,5,21516.39067754018,0.4765867989109107,21313.56648860627,21260.0810971629,N_ch,1000,0.2
0.05,0,7027.121732165044,-0.7815813514232576,7048.426687935504,7011.81668927906,k_on,1000,0.2
0.05,1,7289.243907496919,0.2390995986814825,7174.452644447042,7026.96540124371,k_off,1000,0.2
0.05,2,22049.5546511891,-1.186691173314305,22205.3998786593,22096.92823105404,i,1000,0.2
0.05,3,141.6267841171098,0.1128848981463918,142.5565854499197,140.8452297192129,S,1000,0.2
0.05,4,526.7430792481811,0.1220389530154797,532.3213016829345,531.3034506728125,baseline,1000,0.2
0.05,5,21293.4828389453,-1.313548778218153,21439.12923237404,21377.9377768191,N_ch,1000,0.2
0.02,0,7007.18054069216,0.6240818471680097,7124.624817789186,7073.550759879645,k_on,1000,0.2
0.02,1,7441.113405172293,-0.4157179386525607,7262.195005275912,7112.900759932613,k_off,1000,0.2
0.02,2,22685.94945882199,0.9631292016788012,23095.3995703384,22891.7745881543,i,1000,0.2
0.02,3,509.2210696438686,-0.1083180862019776,516.2808163550052,511.2355939493522,S,1000,0.2
0.02,4,521.5929237802095,-0.2823614532023959,531.9683649943239,531.6953597571548,baseline,1000,0.2
0.02,5,21301.67126512243,0.9394543304851272,21670.54954450009,21577.20733218417,N_ch,1000,0.2
0.01,0,7125.330708940754,-0.7910278468777341,7143.059689229601,7112.491784948223,k_on,1000,0.2
0.01,1,7500.435110687536,1.110563828886972,7242.927273994998,7150.286578017874,k_off,1000,0.2
0.01,2,23395.69778098843,-2.680302247502183,23468.80174969991,23344.88235227974,i,1000,0.2
0.01,3,1404.599354324486,-0.7367899795318726,1409.727505801944,1404.108559086153,S,1000,0.2
0.01,4,543.3297298191817,0.4313470764767673,531.7839636235188,531.9767888157157,baseline,1000,0.2
0.01,5,21673.99957948238,-1.900825049306079,21714.48932641437,21688.89430068207,N_ch,1000,0.2
1,0,6932.162688729525,0.1561301592531552,6869.676694537186,6835.80017446073,k_on,1000,0.5
1,1,6726.404808642118,-0.5644758994575136,6801.404059253931,6779.750768543268,k_off,1000,0.5
1,2,21153.02336645189,0.6667067563294913,21013.09256427278,20859.18438077501,i,1000,0.5
1,3,5.341031232931291,0.02984971977484546,5.37663160968448,5.302308162810991,S,1000,0.5
1,4,214.3873919605089,-0.08752999497000272,215.3507221304748,212.6021172411867,baseline,1000,0.5
1,5,21072.16881923076,0.6714526686562574,20953.43099666415,20812.83043164147,N_ch,1000,0.5
0.5,0,7069.224337546599,-0.1648890210999022,6924.839741610331,6900.927604210213,k_on,1000,0.5
0.5,1,7034.742353950413,-0.915272812877213,6855.331965793685,6845.987660750794,k_off,1000,0.5
0.5,2,21565.49954283377,-0.06210712110859012,21143.53086807636,21084.36750703975,i,1000,0.5
0.5,3,10.28998266395291,-0.02542726851743764,10.33498719558221,10.62294972776589,S,1000,0.5
0.5,4,209.3363965960894,-0.08040875995706355,211.471438592541,212.7094893230308,baseline,1000,0.5
0.5,5,21497.58850569072,-0.1039654264102979,21051.09048041293,20996.43991804415,N_ch,1000,0.5
0.2,0,6978.756335281209,-0.08351053812476562,6944.758754963426,6943.868724831572,k_on,1000,0.5
0.2,1,7047.387157255078,-0.8991166776356446,6936.815280004123,6903.7917835407025,k_off,1000,0.5
0.2,2,21525.82464282526,0.2127641395191057,21415.07060194419,21362.53057315395,i,1000,0.5
0.2,3,27.66387275407634,-0.01028443221331249,27.967818826599,27.83670877953393,S,1000,0.5
0.2,4,211.3599913470021,-0.01098384380208182,212.5041190263092,212.8348350428274,baseline,1000,0.5
0.2,5,21325.67321893894,0.206095630763204,21189.21469324789,21157.35126145753,N_ch,1000,0.5
0.1,0,6899.895355602085,0.894932279688797,7025.152599574509,6970.024783750177,k_on,1000,0.5
0.1,1,6975.275539709117,-0.3955826987896654,7019.953797756221,6948.872284107178,k_off,1000,0.5
0.1,2,21324.59398100869,1.462135923684083,21759.70747910751,21629.73038116086,i,1000,0.5
0.1,3,64.84519160882068,-0.07983380884430852,65.0205827346238,64.96928593234152,S,1000,0.5
0.1,4,215.7677987652418,-0.09564241280744833,212.4424048215821,212.9491298762013,baseline,1000,0.5
0.1,5,20896.0168919086,1.356594975234263,21352.97915474894,21253.24476068932,N_ch,1000,0.5
0.05,0,7044.576304685851,0.1421688611517755,7044.906219090315,7003.135732746273,k_on,1000,0.5
0.05,1,7261.763651317138,-0.4155452246949898,7081.965159845135,6995.583748416286,k_off,1000,0.5
0.05,2,22146.30854812374,-0.03320746694931168,22111.23675366556,21994.96825808447,i,1000,0.5
0.05,3,168.700729859172,-0.1481868805168436,168.1377561499654,167.6863460649765,S,1000,0.5
0.05,4,209.7686211918019,-0.1954870585135581,212.9838220399276,213.1143277351007,baseline,1000,0.5
0.05,5,21445.27536420362,-0.03028764441079973,21428.73734797614,21356.01203844144,N_ch,1000,0.5
0.02,0,7301.186946620387,-0.7831071955185979,7077.996672721056,7043.814066413574,k_on,1000,0.5
0.02,1,7253.668314050517,0.2187351894131752,7109.268276627005,7039.734577709827,k_off,1000,0.5
0.02,2,23095.66195693587,-1.902542746281583,22582.71180215873,22465.42244939505,i,1000,0.5
0.02,3,650.4383314830347,0.1561383581848253,633.3707665141156,630.744415294185,S,1000,0.5
0.02,4,213.1744909040056,-0.02160052224074473,213.642520654374,213.3753010669722,baseline,1000,0.5
0.02,5,22050.66081448921,-1.86407741894229,21533.95859444675,21477.4270603256,N_ch,1000,0.5
0.01,0,7063.283490666979,-0.3863609212610828,7077.048137206139,7057.920446835255,k_on,1000,0.5
0.01,1,7160.248868093805,0.449718383559939,7102.44705560332,7057.981926345064,k_off,1000,0.5
0.01,2,22732.76885633048,-0.4027245174085191,22744.54877711626,22657.06291818225,i,1000,0.5
0.01,3,1713.572833391211,0.4997176201539217,1697.973369612378,1692.124278320228,S,1000,0.5
0.01,4,214.2828268003548,-0.04100931849407062,213.5109600311116,213.4935467414263,baseline,1000,0.5
0.01,5,21427.72121278827,-0.2748991082347382,21566.57950985891,21526.42202618672,N_ch,1000,0.5
1,0,6895.697430191561,1.245487544591636,6807.765811172547,6832.614589961707,k_on,1000,1
1,1,6799.59094739332,-1.009243279961572,6786.295155055729,6777.380763461218,k_off,1000,1
1,2,20942.50236011873,2.043480538853499,20817.12311329873,20854.1701738917,i,1000,1
1,3,5.241958074146051,0.01955276540751247,5.267983822558254,5.303507053490981,S,1000,1
1,4,108.7970845959641,-0.2775852533329272,107.4044726943572,106.5618579061159,baseline,1000,1
1,5,20873.71684533141,2.022367284291665,20745.56194520931,20807.93257354348,N_ch,1000,1
0.5,0,6961.971407748933,-0.2006118277382046,6832.051322692549,6899.224775717165,k_on,1000,1
0.5,1,6813.663812079007,-0.2508512627544011,6774.766284955238,6841.728666281985,k_off,1000,1
0.5,2,21253.8690512725,-0.1865224641538737,20919.2113398363,21078.26554138055,i,1000,1
0.5,3,10.56940662741735,-0.01620209480501127,10.55149983042579,10.67103383485527,S,1000,1
0.5,4,106.6685487895365,-0.01965171380189931,106.3769545155719,106.6645095404531,baseline,1000,1
0.5,5,21137.05965671352,-0.00941064545618479,20817.60278895419,20991.13027183818,N_ch,1000,1
0.2,0,7090.323557230823,0.5497028084289359,6972.242565995993,6940.557904648203,k_on,1000,1
0.2,1,6977.294248203206,0.7461217408809228,6914.632384981702,6894.738909048257,k_off,1000,1
0.2,2,21890.69210171656,0.3989757340682732,21409.64865755435,21349.66856204472,i,1000,1
0.2,3,30.33732807021389,0.0865870583701237,29.8034460769747,29.51336803971288,S,1000,1
