nch,z,interval,k,loglam,beta,share,mag
10,0.2,0.05,5,-0.09447040888866391,0.013450416458716002,0.010514705722579168,0.13117080086671642
10,0.2,0.05,6,-0.31076495589185854,-0.0038143099214862294,8.455856707874109e-4,0.13117080086671642
10,0.2,0.1,1,0.2670934236784128,0.034645366271696364,0.059368144497857794,0.14218979211034663
10,0.2,0.1,2,0.15498852342470995,-0.04909632363195023,0.11922329150159716,0.14218979211034663
10,0.2,0.1,3,-0.004697703313014258,-0.0140389854068319,0.00974842841010278,0.14218979211034663
10,0.2,0.1,4,-0.05993607397719682,-0.04807704613395245,0.1143243431418757,0.14218979211034663
10,0.2,0.1,5,-0.08340616425775897,-0.11816116159030264,0.6905778824969266,0.14218979211034663
10,0.2,0.1,6,-0.29859074295193094,0.011688926277522823,0.006757909951639944,0.14218979211034663
10,0.2,0.2,1,0.20660296412621182,0.037896629640545035,0.05799973293273239,0.1573575519522696
10,0.2,0.2,2,0.0946202283162725,-0.05104801899792141,0.10524042793993024,0.1573575519522696
10,0.2,0.2,3,-0.010419636688548254,-0.014165377643549072,0.00810365854194493,0.1573575519522696
10,0.2,0.2,4,-0.04424716501167125,-0.001553750155842696,9.749608782329782e-5,0.1573575519522696
10,0.2,0.2,5,-0.08840854356281534,-0.14120977919900204,0.8052938210588955,0.1573575519522696
10,0.2,0.2,6,-0.2847897430551188,0.024001470161729616,0.023264863438673684,0.1573575519522696
10,0.2,0.5,1,0.1296756789230735,-0.05163093190722205,0.10729377137185055,0.15762413212615733
10,0.2,0.5,2,0.06086686191381512,-0.0797295241498109,0.2558544220279463,0.15762413212615733
10,0.2,0.5,3,-0.02412095971844205,-0.020103977038344493,0.016267414858241618,0.15762413212615733
10,0.2,0.5,4,-0.04445387938904369,0.061650262284786594,0.1529764014119588,0.15762413212615733
10,0.2,0.5,5,-0.10748889728408192,0.05081252096634191,0.1039192652694851,0.15762413212615733
10,0.2,0.5,6,-0.24773663546733607,0.09505777116188148,0.36368872506051764,0.15762413212615733
10,0.2,1,1,0.25403280710287013,-0.12487448595540883,0.6403833438973582,0.1560463805124072
10,0.2,1,2,0.02572862650144514,0.022348577104923016,0.020511260757036243,0.1560463805124072
10,0.2,1,3,-0.022837653457791193,0.01944642647361934,0.015530027059305986,0.1560463805124072
10,0.2,1,4,-0.03512485461649768,-0.05930879199389015,0.14445439422904952,0.1560463805124072
10,0.2,1,5,-0.09753148686219892,0.03741433025983588,0.05748685523301966,0.1560463805124072
10,0.2,1,6,-0.2244925945628451,-0.054422865696508574,0.12163411882423049,0.1560463805124072
10,0.5,0.01,1,0.1909477348817468,0.019367624964502922,0.023278932389200754,0.12693893120444055
10,0.5,0.01,2,0.10316942988664675,-0.04981246675442317,0.1539878385668024,0.12693893120444055
10,0.5,0.01,3,0.009164933209755637,0.03678452041687292,0.08397316490173787,0.12693893120444055
10,0.5,0.01,4,-0.023098780048691755,0.1058895293231208,0.6958511688592006,0.12693893120444055
