nch,z,interval,q,se_q
5000,0.1,0.02,5.928745510097948e-4,0.005192129914755364
5000,0.1,0.05,6.016303444341265e-4,0.009170781736216651
5000,0.1,0.1,3.3385048867208995e-4,0.007895659614511755
5000,0.1,0.2,1.3060292199083945e-4,0.0075786512688161434
5000,0.1,0.5,8.937075708292562e-4,0.037663877221939264
5000,0.1,1,3.2605069020921447e-4,0.02693910112208197
5000,0.2,0.01,4.6564266845767777e-4,0.001899005241507944
5000,0.2,0.02,5.656145822574666e-4,0.002377585813402653
5000,0.2,0.05,2.1841871252151494e-4,0.002961735664954605
5000,0.2,0.1,5.918433061367089e-4,0.00609439189788725
5000,0.2,0.2,0.0018557819800472295,0.024510024341775537
5000,0.2,0.5,6.244769952741831e-4,0.001428626181453533
5000,0.2,1,0.0017541236995589858,9.371313962334329e-4
5000,0.5,0.01,3.36472315122091e-4,0.0010942252587245675
5000,0.5,0.02,6.920706120250527e-4,0.0035573205141767395
5000,0.5,0.05,4.227771331123861e-4,0.002756921882442924
5000,0.5,0.1,4.798177750880435e-4,0.005564490879621726
5000,0.5,0.2,3.34410766514485e-4,0.0013162607269392433
5000,0.5,0.5,3.124012665517832e-4,0.017175895093387027
5000,0.5,1,0.0012149742920502765,0.023772790711595573
5000,1,0.01,1.293871594356748e-4,0.0018860168737726624
5000,1,0.02,4.1894859676154723e-4,0.005603771594518991
5000,1,0.05,0.001486652420344497,0.005759792063452579
5000,1,0.1,3.688576117579835e-4,0.004778635410165285
5000,1,0.2,4.248096770108101e-4,0.005594068858685769
5000,1,0.5,4.510053504763187e-4,0.0028230640377223913
5000,1,1,2.9189223078767746e-4,0.003765297710631273
5000,10,0.01,5.042860705996166e-4,0.0026976368944030197
5000,10,0.02,6.579148053555175e-4,0.0022048385928278864
5000,10,0.05,8.441708732221948e-4,0.013988362956788184
