interval,ebar,s,wmax,lmax,lmin,lmax_m,lmax_lo,lmax_hi,lmin_m,lmin_lo,lmin_hi,ebar_m,ebar_lo,ebar_hi,s2_m,s2_lo,s2_hi,nch,z
1,0.001353022217774732,0.04268651631991726,0.08074924095552659,1.0515052321821627,0.9224249688497328,1.071049780422157,1.036533993984287,1.126079984997052,0.9160094366925026,0.8846917510737726,0.9478874620529334,9.0115830319579e-4,-0.02182293182145998,0.01557268375499447,0.0026486901063732,0.00139559355965688,0.00448785310626315,500,0.05
0.01,0.018280252227104554,0.11539940122291086,0.20404500424888714,1.2263533433253986,0.8300056781171554,1.229438497830861,1.191399480229249,1.268335029871972,0.8278032524345322,0.8018761985793181,0.8497468334910724,0.0179272147579621,0.00398015612331633,0.03232905640903971,0.01397456219349089,0.01159451401453125,0.01650598803050064,500,0.1
0.02,0.023235421177634663,0.11169945165555456,0.19693026752859635,1.2176591273650559,0.8347926863433455,1.220774890404591,1.190507129678791,1.26453530060134,0.8327946827782706,0.8154530971319405,0.8556903711304987,0.02288255439716117,0.00583380501233829,0.03277898633692374,0.01314545277878675,0.01070534791364576,0.01556859288008339,500,0.1
0.05,0.005575555591798572,0.09623947019214171,0.16492128408080176,1.1793002853517347,0.8510391546564097,1.182448725451085,1.142073369994604,1.221192491412314,0.8486899437680856,0.8219728491889682,0.8737715229020412,0.0052214948571298,-0.01003243349874113,0.02011378236880389,0.00992036498731818,0.00769450975648927,0.01302232536143365,500,0.1
0.1,-4.894504099728995e-4,0.0762912531451755,0.12670051498995388,1.1349233590725287,0.8809974786309472,1.139030252790288,1.102286161682927,1.175517405946839,0.8772863933771368,0.8549001300915988,0.8975000491136492,-8.6152225592746e-4,-0.01447682178347853,0.01235784902194208,0.00651889966535909,0.00475413037709831,0.00865222624709746,500,0.1
0.2,-0.0013875726465636237,0.05743297917719346,0.10166614566461839,1.0908707286983579,0.9033310823305378,1.097692046612891,1.06682481980206,1.125871501411535,0.8987606858197146,0.8671279449309863,0.9225271879153124,-0.00177021497181401,-0.01514272232051765,0.0127426518832859,0.00402478085727653,0.00297117300430181,0.00540174703392225,500,0.1
0.5,0.00664256145014408,0.02421675807445173,0.03801703499008709,1.034500419847565,0.9626965412254792,1.058938221496054,1.033053990862763,1.082749483508264,0.9496863534524684,0.9216546678753252,0.971986226147062,0.00623112511608621,-0.00899578134083859,0.01889855614170614,0.00135965150383324,6.3404504008813e-4,0.00213340798536146,500,0.1
1,-0.0023175092650084637,0.03429348022372832,0.054467423081242666,1.050488879863549,0.9469893583507226,1.065842438114027,1.030065021907959,1.102431187524433,0.9318448288538298,0.9065632177522503,0.9591194843667948,-0.00280604727936854,-0.02127479674776223,0.01626566146634425,0.00207371431864273,0.0010924325326668,0.00324289196539264,500,0.1
0.01,0.004782592973999294,0.09340787133486536,0.16392931709693076,1.1634986134262497,0.8488020155505085,1.166925636724878,1.13514361427532,1.197026998383109,0.84611545456386,0.8205246292819717,0.867411932539765,0.00443379340713933,-0.00821070763769962,0.01611525355015295,0.00938953216311104,0.00743769441826006,0.01205861451694061,500,0.2
0.02,0.009262246849429327,0.08750112972188889,0.16709312165962734,1.1818643173508536,0.8863597023435078,1.18504600955391,1.145144404837709,1.221099889731041,0.882556142860371,0.8530263679836182,0.908718597557224,0.008893917540474,-0.00576418223097687,0.02058703093556426,0.00835496829987808,0.00585564786342879,0.01091435789773261,500,0.2
0.05,0.011439308210597944,0.07838120159969249,0.13682407683015785,1.1466264126227759,0.883371576046635,1.150970771289398,1.122382646751352,1.186696463932714,0.8799221129001176,0.8541837493417902,0.9010618902109252,0.01108813696651001,-5.019180541014e-4,0.02105139915596361,0.00681831151908333,0.00517004218127331,0.00882666136782971,500,0.2
0.1,0.0034184670908693916,0.06361898919924538,0.11183263080834936,1.118325671716975,0.9000621491118136,1.122819467876917,1.094327214774685,1.155310075443483,0.896131834344465,0.8690738524354011,0.9294629846368836,0.00304550264957479,-0.01055846731400758,0.01864870959158215,0.00474383350458822,0.00342013578313635,0.00698238678609034,500,0.2
0.2,-0.0123218892736771,0.0546092278814853,0.08924502258653656,1.0933485185908487,0.928146034859388,1.097933509362214,1.069181743728418,1.132156856034227,0.9142680590866856,0.8877483759778749,0.939107687699834,-0.01268636176720419,-0.02544207250350392,-0.00130692981734664,0.00367705713099721,0.00251222848456171,0.00520055920709286,500,0.2
0.5,0.0015812582712884818,0.035397906591623306,0.05609181047133343,1.0576947867359041,0.9562127538695399,1.070966606920867,1.044628221828474,1.107790679985146,0.940634033891467,0.9161342731775242,0.9597474836002104,0.0011692583053984,-0.01161992840837051,0.01697092681692245,0.00202263928805828,0.00105488833048489,0.00327287609526539,500,0.2
1,-5.649258843330585e-4,0.027756248043549186,0.05205481320734958,1.0323146365799,0.9492768325089658,1.056345268974739,1.026775315643489,1.084028726681119,0.9378185223132096,0.908470778501584,0.965672467716886,-0.00100841954047661,-0.01759452104448378,0.01219461053288011,0.00160380612337015,8.282258103809e-4,0.00289506392755577,500,0.2
0.01,-0.008043887030312532,0.06939542719555059,0.11766568165971024,1.1219633789629426,0.8889932096737092,1.125741733009807,1.094484652899024,1.159901315387674,0.8848214759052386,0.856385377822599,0.9047837842333432,-0.00838485529618908,-0.01839830347016354,0.00205712791738982,0.00546877712664525,0.00404636821986616,0.00713699496612162,500,0.5
0.02,0.007806150054189572,0.07253062734854177,0.12817826190993026,1.1192215677616655,0.8796965487796744,1.124355337277918,1.092667638200451,1.154629530841741,0.8765905688750268,0.8422030623008719,0.9034779207786724,0.00746000915054021,-0.00426857752025595,0.01717460042601961,0.00592330275249774,0.00420005546844516,0.00808997520522268,500,0.5
0.05,-0.001829322930155373,0.0685252647061892,0.11520943634010757,1.1173004992566622,0.8911794789918464,1.121530709835479,1.090133889593381,1.165511649352551,0.8867485283370925,0.8590904288218195,0.9133114515941176,-0.00219465611857373,-0.01691762965061704,0.01023188142300293,0.00538698459366249,0.00356769882447545,0.00756078126960849,500,0.5
0.1,-0.01049963749964187,0.07409897216940586,0.13622978270461966,1.1131797279456417,0.8726420913892392,1.117351737343007,1.078457557760005,1.147913008459529,0.8691896107229035,0.8463033912958808,0.8932942687491188,-0.01084829621536429,-0.02243801116513588,8.594175075523e-4,0.00615396561059756,0.00458789165848978,0.00776065925015547,500,0.5
0.2,-0.0027719736212756343,0.05737449365255537,0.10711402611614006,1.0821835729836435,0.8984232234386356,1.089427816068581,1.063543580169473,1.118666345877544,0.8942285032285594,0.8671984524317728,0.9245623270111558,-0.00314428349471342,-0.01691001771968755,0.01117264066881553,0.00399322507988126,0.00267370301937292,0.00556860902262689,500,0.5
0.5,-0.0024340237468294806,0.03160036046765251,0.04160886629034404,1.0361798297431284,0.9592449002230248,1.058044236460619,1.033991627870514,1.085360354300638,0.9402199146868854,0.9187226387515268,0.9635155619840632,-0.00283035356251516,-0.01863886624365297,0.0158336510609549,0.0017294510101509,9.7761941232866e-4,0.00276151455809484,500,0.5
1,-0.010954015024149248,0.039237045889038806,0.08488780649905521,1.031751722944838,0.9186153412913537,1.05343050047278,1.022058843457989,1.093076428954064,0.9111667614666203,0.8728458686054658,0.9436304106008004,-0.01140706134118794,-0.03382434886148925,0.00488447733395795,0.00235731836931177,0.00127913802681212,0.00415432082288821,500,0.5
0.01,0.0032389195920015145,0.051847318165677767,0.08997895510601318,1.0875152746017067,0.9139504190585193,1.093758177939042,1.066754241861229,1.12058414492705,0.90930288376163515,0.8786839802386596,0.9390412049775784,0.00289007838409928,-0.00856213282832225,0.01417715772201382,0.0033515874140678,0.00215132703407514,0.00508722882344889,500,1
0.02,0.005388298244170258,0.06367604635308796,0.11426706473792349,1.1210514782282444,0.9044225276716955,1.125485680787534,1.086282956508012,1.150182253666369,0.9001301785771147,0.8706801293838027,0.9260025147009,0.00504278514007161,-0.00786918752791163,0.01756574534622247,0.00471044188055587,0.00332887119550707,0.00668577705462105,500,1
0.05,-0.0021573904789225764,0.05183954999705931,0.10255134816126428,1.1079941939136912,0.9482099193446818,1.112018573202143,1.081508502471558,1.142822870556365,0.9323932818138652,0.9123962941845594,0.9537365567893816,-0.00249652793033704,-0.01263915099012074,0.00976997758858625,0.00333420589024262,0.00211930555054886,0.00471394757249713,500,1
0.1,0.0026577806640361245,0.05426866919290396,0.09698387405554129,1.0805362409912682,0.9075706414490246,1.088446687297955,1.055296881318835,1.115862074550551,0.9033207378583706,0.8757171368301677,0.9302273174560488,0.00229713960545236,-0.01263376317657189,0.01470681067273466,0.00362191186396014,0.00227017099127602,0.00501780811981141,500,1
0.2,4.696536289916583e-4,0.03883478679807559,0.06086475212495222,1.0627551690884895,0.9433754329464251,1.071932719321061,1.041514034459761,1.096021703885079,0.9329044519663444,0.9085734243887692,0.9534655390058686,1.0335954592595e-4,-0.01299567628561574,0.01354767855269246,0.00220319834303173,0.00134672056252342,0.00322462041836279,500,1
0.5,-0.0034365326342198493,0.03227467430483827,0.0558930778520738,1.037088477389953,0.9456402403708117,1.053636676335889,1.031730777906873,1.081977097549802,0.9335596612614664,0.907324709601692,0.9555320577107652,-0.00383730909585194,-0.01785165012703997,0.01271083796675229,0.00178255191858111,0.0010375128908303,0.0028447200464941,500,1
1,-0.006419730379607921,0.04038235771273278,0.07386443797201182,1.0469141679011074,0.9287975949929544,1.063273579895992,1.035910146683894,1.091116210038899,0.9187128815700928,0.8934559367807019,0.9518612124518258,-0.00686687728413606,-0.02251590410925932,0.00818178337053553,0.00245969375528452,0.00138951843577863,0.0036829457795572,500,1
0.01,-0.008636506806405047,0.043412949824775095,0.06945289813668652,1.0719215705123804,0.9420738200681253,1.077767301374869,1.054170805476772,1.102890771215539,0.9287264470041598,0.9022988446937132,0.9513843613325726,-0.00897960810596185,-0.0207115972623003,0.00158740826376536,0.00253943578412543,0.00153981819167158,0.00378522508516781,500,10
0.02,0.0013338595496337586,0.03423180678583249,0.056259748479605035,1.0469140728562878,0.945293565432099,1.062502350590407,1.033713786905564,1.096090864497071,0.9367709285344772,0.9069935980047942,0.9660357124081872,9.7883446604231e-4,-0.01014764492911942,0.01413091157851547,0.00184503349714101,9.7614598110236e-4,0.00287809118179815,500,10
0.05,-0.008834942532930903,0.038340851687614634,0.06924209279402206,1.0579446666331458,0.9331007557629143,1.065745257880815,1.032980310456976,1.100358384617444,0.9247548352406266,0.8987376572617207,0.9476510178710752,-0.00919241980177257,-0.02323534754911084,0.00178965073912904,0.00214634863910329,0.00133909604930933,0.00330750730151805,500,10
0.1,-0.006380245785924674,0.03250957504149428,0.05962410792665851,1.0435950082629555,0.942118601948954,1.055735156433365,1.028972145972878,1.084224123123135,0.9318241282383792,0.9101377709372068,0.9533401124106928,-0.00675776850052073,-0.01761433351674668,0.00547782152112847,0.00177459782043044,0.00105534733763478,0.00265456593878063,500,10
0.2,1.4766563342859568e-4,0.02056268261112133,0.028796976083925906,1.0281161646786723,0.9716137052629816,1.049363326308613,1.028022206933397,1.07180550036466,0.951789996128417,0.9273068417480976,0.9742994946975888,-2.3304082606887e-4,-0.01186497925437677,0.01171625274947125,0.00115219712521009,6.1183140118914e-4,0.00198986950110701,500,10
0.5,3.263825312513247e-4,0.025123683718089512,0.042769777467427404,1.0436975844881031,0.9657915551531062,1.05786776378401,1.032510064637521,1.085059367407415,0.9478537439048162,0.930842548413264,0.9734171322045828,-9.433086991702965e-5,-0.01415700403332734,0.01787307650899728,0.00141118769672893,6.6012541534197e-4,0.00248602023915402,500,10
1,0.006514144967040661,0.03669654781718586,0.06303417665341955,1.0533908906057743,0.9389113842918096,1.074221564996303,1.039882318117435,1.122909005601415,0.931225399305486,0.9055382822219938,0.9626982875654252,0.00603301270901217,-0.01239953890679342,0.02109726895312303,0.00223534286786211,0.00119664814708248,0.00359089407558751,500,10
0.01,0.024978338573764317,0.10497302889766948,0.20827754981419302,1.2315549399622714,0.8655938370923908,1.234216363962738,1.195966158934871,1.272642958671005,0.8630443166436182,0.8366214819547573,0.8871459778051832,0.024632720585653,0.01146909728856102,0.03581507408497352,0.01167349414575837,0.00944469871319327,0.01404524689878722,1000,0.05
0.02,0.016751445750850517,0.10821875558530117,0.21432420091007282,1.239024282485887,0.8538121620914534,1.24117018357745,1.203716872765114,1.277624677346341,0.8511028085186961,0.8227547178951804,0.8787720058949732,0.0163962693531879,0.00667305471937006,0.02945404583201083,0.01239429986186734,0.00981855183512666,0.01459951853101015,1000,0.05
0.05,0.002144496018637112,0.08406489677069796,0.15235425436034483,1.16457271832945,0.8769394733931234,1.167823633577026,1.13921156361996,1.204395593172333,0.8738172726199427,0.8450206609210623,0.901039590172575,0.00178068217821041,-0.01001978648002302,0.01274039347638614,0.00775580767993006,0.00603720487995659,0.01010140625723549,1000,0.05
0.1,-0.0013156099987805929,0.0634214001051244,0.10785725828005475,1.113888735644122,0.9038157450865915,1.117765471667093,1.08277984645053,1.151302902197616,0.8988884327409061,0.8711801192901693,0.9269003318438468,-0.0016697580985949,-0.01620498887515309,0.01314412785282773,0.00468116571061419,0.00309554620370122,0.00649434836214106,1000,0.05
0.2,0.004294951060206148,0.048854010123454465,0.08363885592301341,1.0872361739943535,0.9261380455555996,1.094329297596322,1.064719760283993,1.136916842686182,0.9208191669803364,0.8965180212838824,0.9409558890288424,0.00391679466855777,-0.01280595391424664,0.01648830574099982,0.00309686802135834,0.00194494640434929,0.00462010320191739,1000,0.05
0.5,-0.008257644076082583,0.03544435592761095,0.07478830605258305,1.0320269905052197,0.9279399047989313,1.051348246713316,1.028530019428966,1.076817817061038,0.9201490513105978,0.8956932418844374,0.9512211064834588,-0.00865465192894233,-0.02283509296874118,0.00453182914846206,0.00200929001923719,0.0011343123655668,0.00364139043620313,1000,0.05
1,0.0012633369312353441,0.03707155792404047,0.061086312139209044,1.06299065922554,0.9448467158187384,1.074974136862999,1.046851131472973,1.118302375507015,0.9345634682082526,0.906329717920227,0.9642343023333222,8.1135121994991e-4,-0.01308632600125857,0.0188185804335029,0.00221589660636555,0.00106214719016939,0.00385792877845753,1000,0.05
0.01,0.010526480422079513,0.09629158320736682,0.17124197017127354,1.1867778791285266,0.8655007785047683,1.190225810019948,1.156849093192956,1.224067417271047,0.8630930873451885,0.8377166367938478,0.8936172885126563,0.01018280852037293,-0.00220374623883379,0.02209041315699256,0.00991993473238517,0.00701885135158521,0.01167269017810852,1000,0.1
0.02,0.007215399088099379,0.08966983315944461,0.15636639967626817,1.1692545390985905,0.8630339930854554,1.172748157047191,1.148194212898608,1.206358226124591,0.860544648230184,0.8390261678798774,0.8852314973107704,0.00686438443729426,-0.00666767929726215,0.01968999106269334,0.00870399150915736,0.00678265067840646,0.01078009370080528,1000,0.1
0.05,0.008981256006217016,0.07664633808781626,0.14575106865686938,1.1569081615003445,0.8927117222053955,1.160165328554652,1.127298525057778,1.1888537993395,0.8891323433919776,0.8661648937289146,0.9163967191124558,0.00863249473106403,-0.00117832780456547,0.02030326923214273,0.00654131616805008,0.00487426542616299,0.00836107596257754,1000,0.1
0.1,0.002709495043304421,0.06606604903636147,0.11878024070887054,1.0997355544122418,0.888002926214435,1.105975511457695,1.078548291740876,1.13092054192962,0.8847442632003998,0.856329990633744,0.9067790732497584,0.00235359234261829,-0.00895968707023134,0.01661810885167323,0.00503813907599171,0.00352752816020902,0.00670472598717124,1000,0.1
0.2,9.064329699292217e-4,0.045441945245920025,0.0754282559739937,1.0710769653106624,0.927346259701608,1.08022903372052,1.052699511792873,1.10988627663033,0.9216896874845106,0.8954244100830147,0.9497297055591324,5.3960210432426e-4,-0.01095799413724896,0.01263090251285436,0.0027597111383907,0.00154363670479861,0.00400190304086686,1000,0.1
0.5,-0.017806230457719355,0.026527434603708145,0.05878472724652745,1.0167461373828839,0.9429097300842084,1.036910239623761,1.010338843676513,1.068690060953711,0.9276411999873908,0.8996079598682205,0.9508863067446782,-0.01821172577836677,-0.03652101680340002,-0.00420680890601439,0.00146103080936511,7.6500555058543e-4,0.00239958893885974,1000,0.1
1,0.0065892573281733004,0.029332987971529067,0.044111511176197396,1.0443789274474888,0.9568472523611989,1.066830934095662,1.043014945421995,1.10300092252756,0.9454448397954124,0.9186409037914328,0.9731840091229268,0.00613628100135747,-0.00907765495588464,0.02303001357631014,0.00170601856771679,9.3017143841349e-4,0.00270834484041385,1000,0.1
0.01,0.009841298709917828,0.08371444682395873,0.14636039380670382,1.1576133095495986,0.8696338110251496,1.161160585935817,1.124634717708896,1.190506192846474,0.8672429231764298,0.8449095634488126,0.8939327702829281,0.009501328416568,-0.00445748514110207,0.02255576073533782,0.00764982531891051,0.00525204905542624,0.00982950953717977,1000,0.2
0.02,-0.0022368719009589074,0.0802278538459883,0.13700353214709973,1.1468321992932708,0.8816154973640858,1.150506206484361,1.116858380106911,1.188530487329552,0.8777229259765653,0.8550224810668678,0.901999040513662,-0.00258699217146497,-0.0116919483208678,0.00860892720317174,0.00711070880391918,0.00528071067314337,0.00941488048204596,1000,0.2
0.05,0.0025835143529058693,0.07570124089671876,0.1372922716405699,1.1471633828521757,0.8867967941941075,1.150381957305397,1.120382587827018,1.177732859461202,0.8831163801401403,0.8557200223889031,0.9087641322021274,0.00223971173265347,-0.01007549127067956,0.01314726943269497,0.00639400192310031,0.00488781907493278,0.00839324437272606,1000,0.2
0.1,0.012211913172360877,0.056809008008770985,0.10860572835689568,1.1147227601139258,0.9269486229855973,1.120531240024256,1.086818049195501,1.154768598465484,0.9211698122428228,0.8758397715566125,0.9494904801853774,0.01182632552225162,-0.00145710012799673,0.0236909992638615,0.00396126299687826,0.00258953704489331,0.00616717560105798,1000,0.2
0.2,-0.011927692499478898,0.05341469613879723,0.10598642042099342,1.0587954447353796,0.8994368619669226,1.068366560182851,1.044045276455634,1.096689219601395,0.8944534085357602,0.8687819345946322,0.9226881366497304,-0.01229164097449592,-0.02291095642277008,-5.963174435102e-4,0.00355301474899912,0.00233768488709396,0.00512646241311469,1000,0.2
0.5,-0.00953656775728672,0.020237555743281274,0.04230852978114853,1.0192378368518422,0.9585739863219487,1.041694706594721,1.017749523242828,1.078687888586413,0.9420372866650992,0.9162350506964508,0.964787668756782,-0.00995344519496014,-0.02617745581876562,0.00307256083235092,0.0011927935580824,5.1541949269408e-4,0.00191074991450556,1000,0.2
1,0.019618039809543634,0.04072629461185029,0.08485514356812363,1.0885593704507275,0.9555143434358506,1.099863768136567,1.064517422548189,1.148306544387668,0.9466952313860107,0.9202037451915784,0.9741851966948002,0.01916590772569358,4.9210587571359e-4,0.03817843102885089,0.00248945833513964,0.00115568727738131,0.00402507509799631,1000,0.2
0.01,0.009342847023272228,0.06160622485671696,0.10399097789763868,1.1095904440318578,0.9045814198858789,1.114705097926567,1.083904356677434,1.145768431282187,0.9005181540791815,0.873504444008814,0.9252581066919014,0.00899492224413023,-0.00175554584155348,0.01896066927312543,0.00446630958294957,0.00300554347386457,0.0061431662317465,1000,0.5
0.02,0.015505728548556653,0.055943454374676196,0.09994447138546698,1.10510955116957,0.9273379335157709,1.111887035523845,1.078415615000203,1.137250855921671,0.922108039725319,0.8959318876335491,0.95145605422558,0.01517861810256386,0.00394360148069,0.02526217499528563,0.00375660818816538,0.00230962384467771,0.00529646749130371,1000,0.5
0.05,0.0019954791255607915,0.058690013469078275,0.10589670834669399,1.1117070405176264,0.9153605333049051,1.116657257798095,1.08846927197382,1.149290411030482,0.9094409257583504,0.8828656089871425,0.9389271644190228,0.00162657112015643,-0.01306010179427597,0.01723522279469872,0.00413809088045703,0.00272254853894675,0.0057345128185113,1000,0.5
0.1,-4.972673874834367e-4,0.059595430197435434,0.10616329121976689,1.0957740872740145,0.8992777919185382,1.101850960223056,1.069737731847184,1.134435453209305,0.8953092183699741,0.8714536310502228,0.9257449040586724,-8.688412925532e-4,-0.01419283065199601,0.01546095518268497,0.00424873685009145,0.00281137156334194,0.00603176522502889,1000,0.5
0.2,-0.0039051793193338236,0.03456212193875618,0.05466033226446064,1.0561818028592505,0.9495065573752353,1.065190139383755,1.042898453244805,1.104251276463259,0.9351326033882098,0.9121013679691272,0.9577269171660774,-0.00427197303543072,-0.01609212261909568,0.00837660576402693,0.00189007817119899,0.00111407862637508,0.0028413483787349,1000,0.5
0.5,-0.0016632801481207304,0.026722179145407254,0.03930170573700052,1.0400842356982554,0.9629644207440965,1.054722169540403,1.028683055139159,1.082940949394561,0.9425417604940796,0.9111333276029404,0.9676873449770702,-0.00208789973649648,-0.01863820402590949,0.01174087502597695,0.0015058988558028,8.149838319727e-4,0.00257332992410616,1000,0.5
1,-0.0019103694892556964,0.03587210840607329,0.06474479460946954,1.0378983119859755,0.9373066385634483,1.063019452349709,1.033266942951993,1.094034834479406,0.9287990123654404,0.9031533738551338,0.9550715008240008,-0.00237901310378306,-0.02255714852903779,0.01437052785339097,0.00214900758238482,0.00118809917079298,0.00356515255663037,1000,0.5
0.01,-0.0016368630227134506,0.05396407453226006,0.0931509013182952,1.0976273561866057,0.9234717015798866,1.102479819129984,1.075165505972896,1.134379616529366,0.916386738845287,0.891953220557899,0.9402648449816756,-0.00198200811195553,-0.01274355613945066,0.01033071224893132,0.00357268660493692,0.00215555952242276,0.00460239981802047,1000,1
0.02,0.005658939422344506,0.04769395838274188,0.08299203456298726,1.077670938673132,0.9203584782484149,1.085701729007998,1.055846607520574,1.115812430880942,0.9154110523932742,0.8897890334533007,0.9427706731142568,0.00530519981066053,-0.00616718541621634,0.01846549493988597,0.00294631814138217,0.00188317220070741,0.0041398709307271,1000,1
0.05,-5.604184796725492e-4,0.042921538453248344,0.07628196105543275,1.0667085985032305,0.9265549173220142,1.074884079229748,1.045552308280377,1.108908335182945,0.9208465774791345,0.8990106951331946,0.9463179862077667,-9.0907393843121e-4,-0.01403621430654775,0.01042371528845288,0.0025014060956999,0.00140231602988244,0.00373778953469412,1000,1
0.1,0.0067446133048967875,0.045347271776132514,0.08758991551850699,1.0915404064522582,0.9483914729041591,1.097313758476007,1.072106845186948,1.121202650970343,0.9388688187626436,0.91327945680447,0.9602038403805112,0.00642015121793749,-0.00536715190352282,0.01575029775440848,0.00267732396875396,0.0017549810063179,0.00418946901514265,1000,1
0.2,0.01577147840859649,0.04281165988179917,0.08041030597299723,1.0837316380279949,0.9401857546197414,1.092078666810509,1.062295866535526,1.126661014663315,0.9333841866596204,0.9085347550053056,0.958900078386508,0.01540459300993335,9.2790468172032e-4,0.02770968563948208,0.00253192469169776,0.00159330496361932,0.00367853716622995,1000,1
0.5,-0.008276158002918903,0.032804471691158306,0.04926703784905515,1.0422380299759173,0.9519268952443409,1.055149146819772,1.029261178332891,1.081865581801204,0.9341733946838195,0.911012533170276,0.9602550196247356,-0.0086760629651482,-0.02220956857976466,0.00899770009363876,0.00182251681266186,8.8173103604382e-4,0.00280351351337899,1000,1
1,-0.003114068340535565,0.04400148070401733,0.0677854748606871,1.0637285003313164,0.9344609174348167,1.076166363321626,1.046460188441084,1.108847486322746,0.9231141216687,0.8915608615082127,0.952661209938994,-0.00356713698216879,-0.02025357918054542,0.01296131895377431,0.00277301989695295,0.00161172329362775,0.00440574764568689,1000,1
0.01,0.002073154275784154,0.03593321453875215,0.05845236522010254,1.0601944823609335,0.9446668318354557,1.070056541112668,1.043367753802106,1.099156548659541,0.9363874341533766,0.9122906532446796,0.961286602737794,0.00171341467615582,-0.01007237998734722,0.0145386429465362,0.00197756471904564,0.00107360703378304,0.00285663488965176,1000,10
0.02,0.0021452979392526154,0.03260563771325501,0.051517054301452044,1.0526371399396672,0.9497874518625569,1.065393555756517,1.043554261098917,1.090194418565402,0.9401228180964804,0.9133807195410804,0.9669853402187568,0.00178612295236229,-0.01002634560354192,0.01297049320971263,0.0017519483599837,0.00108181472494341,0.00271533652392783,1000,10
0.05,-0.004781836145346716,0.03453087212799507,0.051934255981559034,1.0492824555093359,0.9493912815890935,1.060848222354382,1.036258510544852,1.088417235917977,0.9362328861811277,0.9103227853334452,0.9613499198448068,-0.00513667450258939,-0.01872400854111157,0.00878206084852622,0.00186223215407672,0.00107649662416287,0.0029641296709436,1000,10
0.1,0.006354639659760322,0.02556746109863395,0.04610520442937941,1.047184573617558,0.9733010936069623,1.060571713517896,1.038204426463077,1.084189072282957,0.9547235066758206,0.9297019571161882,0.9769468038990105,0.00600150283761511,-0.00766218875773095,0.01652024949706483,0.00132149006597801,6.0363027522279e-4,0.0023194211530334,1000,10
0.2,-3.6290907903271014e-4,0.03834994631938183,0.051835069240671466,1.0500659902300051,0.949485453286356,1.066377215847622,1.045062453507138,1.094536341489669,0.9367440038987752,0.9137825785286836,0.9553080236448072,-7.10385069814e-4,-0.01413363536236921,0.01046828451237477,0.00213120956110836,0.0013532920574669,0.00310836036532161,1000,10
0.5,0.013120408783952289,0.0274023568305436,0.0481412403391773,1.0493188510090414,0.9721818997989244,1.070599218481101,1.043884380422731,1.104725699940816,0.958116338214834,0.935489079763401,0.9786576326055428,0.01271583542455836,-2.7079261090834e-4,0.02743452869256213,0.00151173440003373,7.7366129021968e-4,0.00257200352283081,1000,10
1,-0.0011674624731177136,0.05093971132652399,0.08856818442128613,1.0926087489659455,0.9283569519782476,1.099474678568823,1.060149655012135,1.144947490301536,0.9165224359711084,0.8775363999556671,0.948126832346888,-0.00164260460906202,-0.01987352436671649,0.01539604671661017,0.00347141394213712,0.00201220069040973,0.00499094571229718,1000,10
0.01,-0.006991126159578896,0.027350372476620286,0.04653739326942002,1.0318159573899746,0.9545288669475329,1.047290462310856,1.021266232009037,1.073176611134944,0.9386877595724192,0.9058259666069436,0.9639761972962072,-0.00735463650226843,-0.02115669915359201,0.00477899070590811,0.00143768212723765,7.3998718873837e-4,0.0023231202931539,1000,100
0.02,-0.003203229990889794,0.025148035102198617,0.03853980914637812,1.0349868756362504,0.9621933998794808,1.050470305815865,1.02901528532885,1.073488461702166,0.946587613198998,0.922405032341742,0.966339005041312,-0.00355482397486327,-0.01401865920679595,0.00818114303497481,0.00130670684931712,5.5913895399148e-4,0.00203727905273349,1000,100
0.05,0.006690173180575454,0.023832794322572244,0.0478591462709294,1.0490228861324018,0.9702379808606421,1.060877675678622,1.033314039420385,1.088131274438183,0.9550176832477268,0.9316697966963352,0.978810750738342,0.00633747616474085,-0.00773316230915741,0.02090822507469949,0.00123148984381064,6.6923831993559e-4,0.00199078381242134,1000,100
0.1,-0.0011255489763556687,0.029774682956448046,0.052103724416535234,1.0352054483502793,0.9492304033666978,1.055241080633945,1.030221797222805,1.081250532052028,0.9393785412225136,0.918851270025382,0.9598310244846864,-0.00148446647922507,-0.01480881876763051,0.01207602847929254,0.00156454470555088,8.3309999398358e-4,0.00248304598188563,1000,100
0.2,-0.0018830612254605063,0.03505937011562767,0.052374546569751664,1.0537703546800863,0.9502613979422814,1.065525541670139,1.030443006543622,1.110128622373737,0.9364251156453643,0.9126751411541602,0.9578142258146032,-0.00226052056173979,-0.01416018081995181,0.01098567240523862,0.00193526026794616,0.00106761598091213,0.00315114978126302,1000,100
0.5,-0.003700456678581213,0.023328578184598825,0.03913446046737751,1.0294459013972004,0.961621400390167,1.04806874275872,1.024111139412629,1.073820941467891,0.9444185130825916,0.9193929204547048,0.9671358297574236,-0.00410167181027435,-0.01859553728664922,0.01336403661881603,0.00128741415702401,6.6000683055311e-4,0.00214831349809548,1000,100
1,-3.3589520003213984e-4,0.025809929070637443,0.0399899288613033,1.0408002920955077,0.9640972659836833,1.05743744471409,1.031038914479855,1.092214402915631,0.94459199485394,0.9149214941872506,0.9792813398897292,-7.9158608788281e-4,-0.01626935568570502,0.02125290621969525,0.001495646811646,7.6510081600366e-4,0.00261518177059394,1000,100
