interval,r1_m,r1_lo,r1_hi,r2_m,r2_lo,r2_hi,nch,z,n,r2,r2lo,r2hi,r1
0.5,0.1253741694222652,0.04448412130882116,0.2192099752512951,19.75491936000757,19.63648640350421,19.86383799900743,10,1,20,-0.012254031999621495,-0.018175679824789404,-0.006808100049628507,0.00626870847111326
0.2,0.2928679005344885,0.1699951814234242,0.429181780842672,49.90265064546396,49.71005017863487,50.10235011477079,10,1,50,-0.0019469870907208309,-0.005798996427302527,0.0020470022954157674,0.00585735801068977
0.1,0.4813488982288919,0.1907941683782649,0.7196421484674478,99.75349969971003,99.49995489482237,99.9729901841918,10,1,100,-0.002465003002899646,-0.005000451051776378,-2.7009815808198834e-4,0.004813488982288919
0.05,0.6133619950032693,0.3446516494901718,0.8990649708454044,200.1257015895743,199.7083742051196,200.52063564948,10,1,200,6.285079478716149e-4,-0.0014581289744018955,0.002603178247400084,0.0030668099750163465
0.02,1.518281564121869,1.13069391128607,1.945328547688996,499.8653418307311,499.1420598764084,500.6548201914063,10,1,500,-2.693163385377728e-4,-0.0017158802471832768,0.0013096403828125602,0.003036563128243738
0.01,1.535114600766913,0.797934298256387,2.115112182492949,999.8717136095668,998.8629180633844,1000.79345170278,10,1,1000,-1.2828639043327428e-4,-0.0011370819366155471,7.934517027798904e-4,0.001535114600766913
1,0.03967791811734012,-0.02642876610056062,0.09427917143027352,9.959996910032524,9.871248303943885,10.04079617383043,10,10,10,-0.004000308996747526,-0.012875169605611525,0.004079617383042855,0.0039677918117340125
0.5,0.04809820366286732,-0.04920937520931092,0.143657629427199,19.95669238931299,19.78711616687293,20.08069514403673,10,10,20,-0.0021653805343504473,-0.010644191656353441,0.004034757201836658,0.002404910183143366
0.2,0.07878178602190423,-0.06521075491213811,0.2313034446449539,49.81672080343395,49.5871845348623,50.00737526610001,10,10,50,-0.0036655839313209926,-0.008256309302753895,1.4750532200036304e-4,0.0015756357204380848
0.1,0.1300108872713288,-0.04584655593821676,0.3737611155878671,99.98094965262426,99.7431844431198,100.2839284844281,10,10,100,-1.905034737573752e-4,-0.0025681555688019664,0.002839284844281087,0.001300108872713288
0.05,0.0198665018013666,-0.2460855114949045,0.3265052232154139,199.9815336411705,199.61015372232,200.3840577181106,10,10,200,-9.233179414747106e-5,-0.0019492313883999746,0.001920288590552932,9.9332509006833e-5
0.02,0.5766865899234164,0.1405571614616309,1.1173084549914,499.8979456994189,499.2533123426946,500.5507024663618,10,10,500,-2.0410860116215623e-4,-0.0014933753146108009,0.001101404932723593,0.0011533731798468328
0.01,0.02948729978319608,-0.5353205135546022,0.6894865584317542,1000.029885671278,999.057361888158,1000.966351443208,10,10,1000,2.9885671277929404e-5,-9.426381118420313e-4,9.663514432081133e-4,2.9487299783196077e-5
1,0.00646604475164706,-0.0465541971314196,0.06526130061540991,10.0457506805371,9.962479345938071,10.12750697485646,10,100,10,0.004575068053709996,-0.0037520654061928838,0.012750697485646167,6.46604475164706e-4
0.5,-0.03237085125143769,-0.1233259123638868,0.04957186715703499,20.08541266773586,19.97573000941404,20.22632762320157,10,100,20,0.00427063338679301,-0.0012134995292980566,0.011316381160078492,-0.0016185425625718844
0.2,-0.01916259738715596,-0.1656048573656014,0.08156270760624582,49.84049836270876,49.66069779717136,50.00081919005657,10,100,50,-0.0031900327458248556,-0.006786044056572793,1.638380113133664e-5,-3.832519477431192e-4
0.1,-0.09378545078635664,-0.3347006595487115,0.1101099811009935,100.2506668695912,99.95685337843231,100.5323991244135,10,100,100,0.0025066686959120954,-4.3146621567691223e-4,0.005323991244134962,-9.378545078635664e-4
0.05,-0.05554009460217044,-0.3631221162675823,0.1965929152965185,199.8108461901077,199.3885059751869,200.3063044269029,10,100,200,-9.457690494615312e-4,-0.003057470124065542,0.0015315221345144625,-2.777004730108522e-4
0.02,0.07680036462847227,-0.4111739405940324,0.5318250063493151,499.9996786881078,499.3643540805811,500.6114002285076,10,100,500,-6.426237844081584e-7,-0.0012712918388377847,0.0012228004570151718,1.5360072925694454e-4
0.01,-0.5221154631708506,-1.163636305990615,0.1503989672417438,999.5712536392984,998.7486616401852,1000.331225801362,10,100,1000,-4.287463607015596e-4,-0.0012513383598148353,3.3122580136213386e-4,-5.221154631708506e-4
1,-0.00289223256791534,-0.06283176862151635,0.07389866357335798,9.99619306021591,9.923860414181764,10.07515289794528,10,1000,10,-3.80693978409008e-4,-0.0076139585818235656,0.0075152897945280905,-2.89223256791534e-4
0.5,-0.01162987633132949,-0.112159496827178,0.05687761238080064,19.98665110766702,19.84172202265359,20.12134174118499,10,1000,20,-6.674446166490267e-4,-0.007913898867320412,0.006067087059249632,-5.814938165664746e-4
0.2,-0.1420591012903259,-0.2984786376583927,-0.01460970003251747,50.11370549392063,49.94165247179959,50.30863372471022,10,1000,50,0.002274109878412478,-0.0011669505640081734,0.006172674494204333,-0.0028411820258065178
0.1,-0.07703594909991493,-0.2686525077026827,0.1424808978992322,100.0434768613857,99.75748878285776,100.3453069019793,10,1000,100,4.3476861385705057e-4,-0.0024251121714223833,0.0034530690197929204,-7.703594909991493e-4
