interval,r1_m,r1_lo,r1_hi,r2_m,r2_lo,r2_hi,nch,z,n,r2,r2lo,r2hi,r1
0.2,0.4344050832311859,0.2980194817687313,0.5708314408791237,49.6439724956206,49.49468184272342,49.81463610113032,50,0.1,50,-0.00712055008758794,-0.010106363145531483,-0.003707277977393675,0.008688101664623717
0.1,0.6232596788048066,0.4520019898160365,0.8045375676253972,99.67837059800362,99.3637148849556,99.97377754952572,50,0.1,100,-0.003216294019963706,-0.006362851150443993,-2.622245047427807e-4,0.006232596788048066
0.05,0.9365865885667078,0.6719498037935139,1.226341324254192,199.938238431674,199.5147896292088,200.4144353314962,50,0.1,200,-3.0880784163000996e-4,-0.002426051853956057,0.0020721766574809397,0.0046829329428335394
0.02,1.6585546784835,1.335654497255521,2.127666091858743,500.1927490734043,499.669779636224,500.8857553902866,50,0.1,500,3.8549814680854944e-4,-6.60440727552003e-4,0.0017715107805731378,0.0033171093569669997
0.01,2.445123696981175,1.813694965536561,3.091897169031974,1000.34591780407,999.5317233337472,1001.280526434607,50,0.1,1000,3.459178040701172e-4,-4.682766662528204e-4,0.0012805264346069656,0.002445123696981175
1,0.03658154006183753,-0.03483573746326471,0.1043041815903291,9.937047710994507,9.840575073411497,10.04280337661359,50,0.2,10,-0.006295228900549232,-0.015942492658850282,0.004280337661358935,0.003658154006183753
0.5,0.04151495908462115,-0.05776357567200432,0.1431968362704753,19.77411880348138,19.64826955156655,19.92660400549446,50,0.2,20,-0.011294059825931013,-0.017586522421672468,-0.0036697997252769232,0.002075747954231057
0.2,0.2747724940735539,0.1201898649121383,0.414343109198325,49.81007674968611,49.6436983755323,49.99138403317057,50,0.2,50,-0.0037984650062777847,-0.007126032489353951,-1.723193365886777e-4,0.005495449881471079
0.1,0.4182420039129656,0.2205750720492795,0.6190962478264053,99.98334228628924,99.7134691073308,100.2737293645216,50,0.2,100,-1.6657713710754862e-4,-0.0028653089266920118,0.0027372936452159102,0.004182420039129656
0.05,0.6755681917252743,0.3892352595923054,0.9613912032955708,199.6170681386681,199.1599785135562,200.0413393486419,50,0.2,200,-0.0019146593066595718,-0.004200107432218991,2.0669674320950016e-4,0.0033778409586263714
0.02,0.8970929852539758,0.428702860321993,1.409627363812676,500.2140182407223,499.6066363882871,500.9195794566097,50,0.2,500,4.280364814446269e-4,-7.86727223425876e-4,0.0018391589132193964,0.0017941859705079518
0.01,1.876368740278726,1.038852880135346,2.652151824286957,999.9462473576762,998.7555080920196,1000.834891444796,50,0.2,1000,-5.3752642323878774e-5,-0.0012444919079804828,8.348914447959821e-4,0.001876368740278726
1,0.01271068841103177,-0.04901502988034716,0.0823911045373193,9.853361014667072,9.780986955743302,9.936627083230627,50,0.5,10,-0.014663898533292752,-0.021901304425669843,-0.006337291676937307,0.001271068841103177
0.5,0.085724479973273,-0.01897150419885146,0.1879359105488516,19.84982392818319,19.72396249886138,19.98207715646419,50,0.5,20,-0.007508803590840385,-0.01380187505693109,-8.961421767905708e-4,0.00428622399866365
0.2,0.2950591024437301,0.1720062191319863,0.4623145054655775,49.80129214873168,49.65267603419161,49.96679498467132,50,0.5,50,-0.003974157025366298,-0.006946479316167875,-6.641003065737117e-4,0.005901182048874603
0.1,0.3107465573751114,0.091542874319093,0.5024766739076527,99.79216883770522,99.49956790250792,100.0381138479531,50,0.5,100,-0.002078311622947804,-0.005004320974920762,3.8113847953091806e-4,0.003107465573751114
0.05,0.4027093535559271,0.1534589440274056,0.7178976135045778,199.9144925952876,199.5177011944734,200.245359791022,50,0.5,200,-4.2753702356190804e-4,-0.0024114940276329655,0.00122679895511002,0.002013546767779635
0.02,0.7236803331653584,0.2655733501309084,1.128631609991336,499.7044111557199,499.1118256894946,500.2644145908717,50,0.5,500,-5.911776885600961e-4,-0.001776348621010837,5.28829181743351e-4,0.0014473606663307167
0.01,1.638787638473072,0.8946897516117744,2.236255278925031,1000.208702406513,999.3478220406282,1001.214942269519,50,0.5,1000,2.0870240651293948e-4,-6.521779593717802e-4,0.0012149422695191259,0.001638787638473072
1,0.04424873624882873,-0.02837857695912052,0.1171625447366806,9.892697042712031,9.794375452469591,9.995175149395669,50,1,10,-0.010730295728796913,-0.02056245475304086,-4.8248506043313544e-4,0.004424873624882873
0.5,0.1248968334429036,0.02260195948959191,0.2236893222279557,19.91595907175646,19.80584399731161,20.04299200791094,50,1,20,-0.0042020464121769185,-0.00970780013441952,0.0021496003955470133,0.00624484167214518
0.2,0.2021405167616006,0.02405347600408192,0.3431217424822589,49.76200114477844,49.57623322249577,49.97984388203081,50,1,50,-0.004759977104431212,-0.008475335550084506,-4.031223593837785e-4,0.004042810335232012
0.1,0.03731063873615551,-0.1809794348195058,0.2463901415771165,100.0680433262966,99.74984614213056,100.3844716666894,50,1,100,6.804332629659626e-4,-0.0025015385786943956,0.0038447166668940103,3.731063873615551e-4
0.05,0.04176188859608742,-0.2649642766945568,0.3742905398397813,199.854782806942,199.5081104578596,200.2712319057775,50,1,200,-7.26085965289891e-4,-0.0024594477107019452,0.0013561595288875683,2.088094429804371e-4
0.02,0.6042162333751638,-0.01874481257816007,1.062851270564461,500.0082218985028,499.5059827858589,500.649442625682,50,1,500,1.6443797005605276e-5,-9.88034428282214e-4,0.0012988852513640126,0.0012084324667503276
0.01,0.5652507866106492,-0.03737557922327976,1.206904065505416,1000.180953424491,999.207139069312,1001.169775389799,50,1,1000,1.8095342449098162e-4,-7.928609306879775e-4,0.0011697753897990104,5.652507866106492e-4
1,0.05187332010426953,-0.00534318362225501,0.1307070457211225,10.0120546778741,9.92659199649536,10.09505497877058,50,10,10,0.0012054677874100417,-0.007340800350464027,0.009505497877058122,0.005187332010426953
0.5,-0.03094948288856372,-0.1363561894902566,0.07638017395518971,19.976936255253,19.8105856156815,20.12048002750451,50,10,20,-0.0011531872373499175,-0.009470719215925016,0.006024001375225518,-0.001547474144428186
0.2,-0.03197821273726092,-0.1584920644131183,0.1255777139159797,49.93010181756143,49.74230711207952,50.11903573255192,50,10,50,-0.0013979636487714275,-0.005153857758409597,0.002380714651038396,-6.395642547452183e-4
0.1,-0.1683670147686535,-0.3590667938725671,0.06628923506472016,100.0098576793811,99.7367541893352,100.308757115725,50,10,100,9.85767938110893e-5,-0.002632458106648028,0.003087571157250002,-0.001683670147686535
0.05,0.07891499998312358,-0.1830439949860301,0.40996019018483,200.1044243450532,199.688093128529,200.4641730038949,50,10,200,5.221217252660004e-4,-0.001559534357355008,0.002320865019474594,3.9457499991561794e-4
0.02,-0.426093682751057,-0.8155459635066609,-0.03522007378188557,500.1720382222152,499.5378576560656,500.7570043345422,50,10,500,3.4407644443046337e-4,-9.242846878687594e-4,0.0015140086690843546,-8.52187365502114e-4
0.01,0.02059652891042684,-0.5381999721773755,0.6915573677620401,999.5788948336216,998.59937014656,1000.536768232333,50,10,1000,-4.2110516637838824e-4,-0.0014006298534400274,5.367682323329515e-4,2.059652891042684e-5
1,0.05424575576351023,-0.01360654910841162,0.12208123543591,9.928618497767912,9.84034438844817,10.04082573148315,100,0.05,10,-0.007138150223208739,-0.015965561155182995,0.00408257314831495,0.0054245755763510225
0.5,0.00917457301429989,-0.08768496933756305,0.09933202960164832,19.97826321296376,19.85354498893312,20.11814601889522,100,0.05,20,-0.0010868393518119746,-0.007322750553343971,0.005907300944760996,4.5872865071499446e-4
0.2,0.2085599069221682,0.04937270673684525,0.3942477141788148,49.90620867408277,49.71525685690417,50.17684453947533,100,0.05,50,-0.0018758265183446143,-0.005694862861916672,0.003536890789506586,0.004171198138443364
0.1,0.3457842906397851,0.1374952724894331,0.5722296547108388,99.98888494001622,99.61836876929124,100.3703186733265,100,0.05,100,-1.1115059983779485e-4,-0.003816312307087677,0.0037031867332648627,0.003457842906397851
0.05,0.5246750505856985,0.1882795323568958,0.8000074897502242,200.2121137965366,199.7864371219715,200.5492474144613,100,0.05,200,0.00106056898268303,-0.0010678143901425852,0.002746237072306368,0.0026233752529284927
0.02,0.6981297981084625,0.06453938616604978,1.225894832046512,500.4283340719505,499.642040501546,501.0670442447636,100,0.05,500,8.566681439008406e-4,-7.159189969080382e-4,0.0021340884895273415,0.0013962595962169252
0.01,1.354903976734577,0.8059497367717476,1.967463918907719,1000.844781452664,999.9389226185358,1001.886083634618,100,0.05,1000,8.447814526639785e-4,-6.107738146421404e-5,0.0018860836346179521,0.0013549039767345769
1,-0.01312456223300076,-0.09636392679374524,0.05406878809798395,9.965775732833896,9.85486940047696,10.04645104101874,100,0.1,10,-0.003422426716610416,-0.014513059952303897,0.00464510410187402,-0.001312456223300076
0.5,0.1131690178079717,0.02225752860945668,0.2260413789723575,19.87732924916419,19.73230804159383,20.00786672331355,100,0.1,20,-0.006133537541790468,-0.01338459792030855,3.9333616567760465e-4,0.005658450890398585
0.2,0.243380770853904,0.104230257935369,0.3910959565826979,49.85211610265988,49.63668907048724,50.04905012548548,100,0.1,50,-0.0029576779468024617,-0.0072662185902551135,9.81002509709672e-4,0.00486761541707808
0.1,0.1643235447062688,-0.03607876891172243,0.3289760946987503,99.98933715759163,99.72925088988232,100.2974968037929,100,0.1,100,-1.0662842408359907e-4,-0.00270749110117674,0.00297496803792896,0.0016432354470626881
0.05,0.4411907444894865,0.164824850237608,0.7055862552225707,199.6021441803424,199.2534577391533,200.1024600607619,100,0.1,200,-0.001989279098287944,-0.0037327113042334714,5.123003038094431e-4,0.0022059537224474323
0.02,0.7883096119535117,0.2431336083669514,1.31833497582661,500.4434061371755,499.7565188686814,501.0938765508282,100,0.1,500,8.868122743510565e-4,-4.86962262637225e-4,0.002187753101656531,0.0015766192239070234
0.01,1.286428137376081,0.5509584696224774,1.854460590228717,1000.459713033602,999.5479516859604,1001.335877946059,100,0.1,1000,4.597130336021493e-4,-4.5204831403966583e-4,0.0013358779460590497,0.001286428137376081
1,-0.01343265749400178,-0.07386354244633546,0.05007983928754613,9.828697998288312,9.742849956760178,9.905395934566634,100,0.2,10,-0.01713020017116873,-0.025715004323982216,-0.009460406543336575,-0.001343265749400178
0.5,0.1092548685556147,0.008343174714253,0.1999257676625841,19.93490090439407,19.79699604022267,20.03952040977304,100,0.2,20,-0.0032549547802964707,-0.010150197988866516,0.001976020488652086,0.005462743427780735
0.2,0.03242050937258316,-0.1683675378877511,0.1784567131790016,50.03002321558307,49.78371373937213,50.25399960416391,100,0.2,50,6.004643116614972e-4,-0.004325725212557363,0.005079992083278251,6.484101874516632e-4
0.1,0.2100585603029462,-0.00507154429357482,0.4457692408108531,100.25616345382019,99.96776606207762,100.5992094412181,100,0.2,100,0.002561634538202018,-3.2233937922387934e-4,0.005992094412180959,0.002100585603029462
0.05,0.378343827331811,0.00364162281297327,0.6556817097150289,200.0029508185462,199.5259557177681,200.4245660807666,100,0.2,200,1.4754092730884238e-5,-0.00237022141115939,0.002122830403832987,0.001891719136659055
0.02,0.6243852276161309,0.1304976591649092,1.058653340974222,500.2476390781508,499.5698859002409,501.0348953343079,100,0.2,500,4.952781563016817e-4,-8.602281995182537e-4,0.0020697906686157896,0.0012487704552322618
0.01,0.6123360396178509,-0.09074719383287488,1.277946631539602,1000.135905683046,999.2307224175098,1001.203517094802,100,0.2,1000,1.3590568304588935e-4,-7.692775824902354e-4,0.0012035170948019314,6.123360396178509e-4
1,-0.00894637949607674,-0.07544364366951763,0.05548546371358795,9.944744510048514,9.865049924687863,10.02633544993501,100,0.5,10,-0.005525548995148677,-0.013495007531213687,0.0026335449935008803,-8.94637949607674e-4
0.5,0.01127733721219884,-0.06847617887792817,0.09542156254569556,19.96207875681084,19.82370643709913,20.07803382293471,100,0.5,20,-0.001896062159458034,-0.008814678145043553,0.003901691146735553,5.63866860609942e-4
0.2,0.1628249345275314,-0.00296135959898147,0.3035305254117028,50.06830388249497,49.92989038457655,50.22849043919754,100,0.5,50,0.0013660776498993776,-0.0014021923084689414,0.004569808783950968,0.0032564986905506284
0.1,0.1375404097554097,-0.0560592283692859,0.3295090239483888,99.78256442779896,99.49107905593404,100.0401102600971,100,0.5,100,-0.0021743557220104126,-0.005089209440659603,4.011026009709262e-4,0.0013754040975540972
0.05,0.2020153140512618,-0.062336179011625,0.449609276353217,199.9732914519676,199.5425072038154,200.383951608222,100,0.5,200,-1.3354274016197376e-4,-0.0022874639809229436,0.001919758041109887,0.001010076570256309
0.02,0.5840846544391387,0.1258228470840139,1.068011537202424,499.7960338771006,499.1857723374108,500.5703004739794,100,0.5,500,-4.0793224579871445e-4,-0.0016284553251784128,0.0011406009479588697,0.0011681693088782775
0.01,0.9957841314441676,0.3634533449935929,1.56696159229715,1000.467207831637,999.372054826484,1001.582615958012,100,0.5,1000,4.672078316370065e-4,-6.279451735159425e-4,0.0015826159580119015,9.957841314441676e-4
1,-0.01296282657285272,-0.07002446494109785,0.0474970312395084,10.03231241762981,9.948999380493444,10.13346437761317,100,1,10,0.003231241762981174,-0.005100061950655599,0.013346437761316832,-0.001296282657285272
0.5,0.02622200502103108,-0.06568050547299198,0.1113731408513268,19.98703755424937,19.87153318974548,20.12204884556099,100,1,20,-6.481222875315273e-4,-0.006423340512725972,0.006102442278049569,0.001311100251051554
0.2,0.06161858359360051,-0.1036144036063368,0.2298842416024181,50.02834737509703,49.86048500769799,50.2098084642934,100,1,50,5.66947501940529e-4,-0.0027902998460401784,0.004196169285868079,0.0012323716718720102
0.1,-0.00140895769795334,-0.2193202104041263,0.204906928553077,100.2179228626185,99.885738893341,100.5018322116315,100,1,100,0.0021792286261850258,-0.0011426110665899714,0.005018322116314922,-1.40895769795334e-5
0.05,0.1247309423656515,-0.140034482796037,0.3637590738946642,199.8409362534216,199.3603798352193,200.2841381620731,100,1,200,-7.953187328919586e-4,-0.0031981008239034825,0.0014206908103655547,6.236547118282575e-4
0.02,0.2620231760125642,-0.1418360562491026,0.7167604687299484,500.2158355477867,499.7303177561928,500.8656781022539,100,1,500,4.316710955734049e-4,-5.393644876143799e-4,0.0017313562045078168,5.240463520251284e-4
0.01,0.2705767813114736,-0.3204920765111049,0.8689481489225293,1000.92717742133,1000.271648957692,1001.909799597345,100,1,1000,9.271774213299722e-4,2.71648957691939e-4,0.001909799597344941,2.705767813114736e-4
1,0.02752459990503396,-0.02484310907711185,0.08170867042973542,9.990304649496812,9.890694988907905,10.07464537752195,100,10,10,-9.69535050318826e-4,-0.010930501109209567,0.007464537752194911,0.002752459990503396
0.5,0.0143305968938756,-0.06795398201216685,0.111031696691256,19.97637099785903,19.85529136737959,20.12394027473464,100,10,20,-0.0011814501070486205,-0.0072354316310205835,0.006197013736731982,7.1652984469378e-4
0.2,0.03191973115357993,-0.09422909615393855,0.1627408291783461,50.02999874530991,49.86308506636674,50.21964192984407,100,10,50,5.999749061982307e-4,-0.0027382986726651737,0.004392838596881443,6.383946230715987e-4
0.1,0.04204451471820397,-0.193332393240265,0.220418947056697,99.92279931343678,99.65594724098592,100.2140332366181,100,10,100,-7.720068656321688e-4,-0.003440527590140796,0.0021403323661810525,4.2044514718203964e-4
0.05,0.08502254275757387,-0.1459504672518221,0.4312034305805562,199.5770748641459,199.21333574409,199.9338392597371,100,10,200,-0.0021146256792704543,-0.003933321279550039,-3.308037013144416e-4,4.2511271378786936e-4
0.02,-0.06633267002329801,-0.4775493217306459,0.3471088527977827,499.7575239803861,499.1058588337036,500.3999274909778,100,10,500,-4.8495203922782615e-4,-0.001788282332592761,7.998549819556722e-4,-1.3266534004659602e-4
0.01,0.3721612864263741,-0.2647784552140232,0.9035763361926696,1000.703383289702,999.7953659071844,1001.677060727651,100,10,1000,7.033832897018755e-4,-2.0463409281556988e-4,0.0016770607276510585,3.721612864263741e-4
1,-0.00425363154483455,-0.06391923348256803,0.06381313344871997,10.00193336217013,9.910990310670888,10.08577787434742,100,100,10,1.9333621701300707e-4,-0.008900968932911146,0.008577787434741913,-4.25363154483455e-4
0.5,0.00142562693326886,-0.07862472651745425,0.1020977308803926,20.0296591654169,19.91104618846901,20.15519343431848,100,100,20,0.0014829582708448807,-0.004447690576549368,0.007759671715924066,7.1281346663443e-5
0.2,0.1247417820245442,-0.01117207070358936,0.266003143318408,49.94041522095852,49.74234665822296,50.1190562801606,100,100,50,-0.0011916955808295437,-0.005153066835540843,0.00238112560321202,0.002494835640490884
0.1,-0.02818504862196813,-0.187993073032118,0.1851567551509389,100.0472022828203,99.75944566599968,100.3616248441085,100,100,100,4.720228282029115e-4,-0.0024055433400032022,0.0036162484410851015,-2.818504862196813e-4
0.05,0.01775444648328935,-0.2186425778262274,0.3297716154360546,199.9243225451424,199.5324511037027,200.3834249124425,100,100,200,-3.783872742880723e-4,-0.0023377444814864923,0.001917124562212491,8.877223241644675e-5
0.02,0.3103191909232996,-0.126064630368469,0.7128237915274411,499.9861551972141,499.322517703552,500.5657207134274,100,100,500,-2.7689605571867837e-5,-0.0013549645928959686,0.00113144142685484,6.206383818465992e-4
0.01,-0.2683081666021899,-0.8510638647294502,0.4094718427732368,1000.163010572426,999.5179215476942,1001.144310235992,100,100,1000,1.6301057242595896e-4,-4.8207845230585633e-4,0.001144310235992041,-2.683081666021899e-4
1,-0.00694111846952253,-0.07166489907207209,0.06145714566948573,10.04658911691268,9.956066533555171,10.13447353301319,100,1000,10,0.004658911691267864,-0.004393346644482876,0.013447353301319076,-6.94111846952253e-4
0.5,-0.06217779638261724,-0.1558944443844066,0.03975656178744777,19.99961852211623,19.84505298358637,20.14468456392947,100,1000,20,-1.907389418853711e-5,-0.007747350820681453,0.007234228196473458,-0.0031088898191308618
0.2,0.05188658168848872,-0.1106242455774752,0.1830533551531592,49.92058251725354,49.68870276026198,50.12213023949347,100,1000,50,-0.0015883496549291554,-0.006225944794760352,0.0024426047898693515,0.0010377316337697744
0.1,-0.01387675824099717,-0.1922130793995607,0.1798660589335831,100.2099142915984,99.85168248632522,100.4941477511318,100,1000,100,0.002099142915984009,-0.001483175136747783,0.004941477511318126,-1.3876758240997169e-4
0.05,0.03530644672589961,-0.2862028112778714,0.3244970959365717,200.203002204825,199.8184863152733,200.6480540726794,100,1000,200,0.0010150110241249344,-9.075684236334869e-4,0.003240270363396913,1.7653223362949804e-4
0.02,0.1192682761097523,-0.4038893758791874,0.5178054866378106,499.9399934524974,499.3558364076603,500.5550220635862,100,1000,500,-1.200130950052003e-4,-0.0012883271846793054,0.001110044127172305,2.385365522195046e-4
0.01,-0.3302375158045993,-0.8207224947007018,0.1424668783673136,1000.628959917113,999.7538941068806,1001.501474533006,100,1000,1000,6.289599171129812e-4,-2.4610589311946374e-4,0.0015014745330059753,-3.302375158045993e-4
1,-0.01244111314481721,-0.07187586612919214,0.04114728818531743,10.00661222572274,9.901003380170163,10.10423585604019,100,10000,10,6.612225722739673e-4,-0.009899661982983643,0.010423585604019125,-0.001244111314481721
0.5,0.03864700625034086,-0.05448775049825297,0.1291385437456968,20.0171157595577,19.89141646174217,20.14914020765868,100,10000,20,8.55787977884992e-4,-0.005429176912891465,0.007457010382933893,0.0019323503125170428
0.2,0.06506481086522457,-0.0630113899229457,0.230124973263881,50.09076646425521,49.90282912633834,50.33622960058509,100,10000,50,0.0018153292851041947,-0.0019434174732332332,0.006724592011701835,0.0013012962173044914
0.1,-0.00260509568406199,-0.2052741925962238,0.2081972395901729,99.88529451194636,99.6095621649122,100.1505302998833,100,10000,100,-0.0011470548805364578,-0.0039043783508779795,0.0015053029988330024,-2.6050956840619903e-5
0.05,0.1137855952093557,-0.1823183443549501,0.4017828569943498,200.2501819349421,199.8815056045907,200.5792496504957,100,10000,200,0.001250909674710421,-5.924719770464826e-4,0.0028962482524785838,5.689279760467786e-4
0.02,-0.2176123021384858,-0.6770126109338195,0.2219703840760184,500.0467697801573,499.4099197777683,500.5512008109208,100,10000,500,9.353956031454835e-5,-0.0011801604444633407,0.0011024016218417199,-4.352246042769716e-4
0.01,0.1122862961313017,-0.4970011038851222,0.8806335350343564,999.928339475086,999.05690448271,1000.865674199543,100,10000,1000,-7.166052491403008e-5,-9.430955172899935e-4,8.656741995429762e-4,1.122862961313017e-4
1,0.05981282330420387,0.00387480440941679,0.1207761040280167,9.981229099743626,9.894726208243252,10.06979763378071,100,100000,10,-0.0018770900256374068,-0.010527379175674811,0.006979763378070825,0.005981282330420387
0.5,-0.01168480921563787,-0.1100414364152413,0.07933500204417841,19.93595240112079,19.81428189899272,20.06584390221579,100,100000,20,-0.003202379943960443,-0.009285905050363974,0.0032921951107893754,-5.842404607818935e-4
0.2,-1.4979002083754e-4,-0.1594466439755943,0.1387127338794227,50.01571410926132,49.77832264155966,50.20663190034328,100,100000,50,3.1428218522644435e-4,-0.0044335471688067285,0.0041326380068655855,-2.9958004167508e-6
0.1,0.1263233192917707,-0.05641285760104186,0.2706426827587703,99.91642027275084,99.64047506331474,100.2168092987473,100,100000,100,-8.357972724916118e-4,-0.0035952493668526264,0.0021680929874730026,0.001263233192917707
0.05,0.238168959948831,-0.1054357481950562,0.6029558534434107,200.0145899035801,199.6493341230732,200.4589966161443,100,100000,200,7.294951790037807e-5,-0.001753329384634017,0.0022949830807215132,0.001190844799744155
0.02,0.7630520790256652,0.3681106530527347,1.244365326062565,500.3311514034888,499.6335972263604,500.9281737951375,100,100000,500,6.623028069776549e-4,-7.328055472791695e-4,0.001856347590275087,0.0015261041580513304
0.01,0.4504589427674537,-0.2360777069277797,1.029409927011316,1000.309616571452,999.2710346861694,1001.304530245779,100,100000,1000,3.096165714520094e-4,-7.289653138305985e-4,0.0013045302457790342,4.5045894276745367e-4
1,-0.05447505660140662,-0.1227886177940019,0.01680200311143887,9.9532391380171,9.878497624078216,10.04786933127453,200,0.05,10,-0.004676086198289964,-0.01215023759217837,0.004786933127453041,-0.005447505660140662
0.5,0.04775657387141984,-0.04126541654226727,0.1488158919586207,19.98283077008744,19.85337695192256,20.10678473930534,200,0.05,20,-8.584614956280712e-4,-0.007331152403872054,0.005339236965266947,0.002387828693570992
0.2,-0.06507099290266029,-0.1934185092800788,0.074135294479307,50.11075885616967,49.91057465462205,50.30254383166759,200,0.05,50,0.0022151771233933637,-0.00178850690755894,0.006050876633351798,-0.0013014198580532058
0.1,0.1741033529991957,-0.00248038174701046,0.343191591915457,100.2236794139082,99.94884527508351,100.59371605407691,200,0.05,100,0.0022367941390819546,-5.11547249164912e-4,0.005937160540768982,0.001741033529991957
0.05,0.2198641605353446,-0.1259942078245127,0.4902421425601626,199.9093949295619,199.487158458307,200.451987049028,200,0.05,200,-4.530253521904948e-4,-0.002564207708464994,0.00225993524514001,0.001099320802676723
0.02,0.4710728367368381,-0.1356485487171177,0.9902982132561768,500.7032089875075,500.0977467518649,501.4631252243674,200,0.05,500,0.0014064179750150618,1.9549350372982666e-4,0.002926250448734846,9.421456734736762e-4
0.01,0.4423621284341352,-0.308896892466808,1.129435865827809,1000.179680196317,999.1929665361828,1001.145243768324,200,0.05,1000,1.7968019631697807e-4,-8.070334638172749e-4,0.0011452437683239225,4.423621284341352e-4
1,-0.02237817843924401,-0.07510834654595921,0.03516030236317823,10.02310396865722,9.948943496760524,10.11870137177759,200,0.1,10,0.0023103968657218754,-0.005105650323947608,0.011870137177758977,-0.0022378178439244013
0.5,0.03552682056813284,-0.07212914004795029,0.1486551432741745,19.89273222144754,19.74565080349321,20.0200571501912,200,0.1,20,-0.005363388927622892,-0.012717459825339561,0.0010028575095599734,0.001776341028406642
0.2,-0.05597247602947175,-0.1837765841656849,0.1092875776029454,49.83884164148133,49.61622154940042,50.05812129301611,200,0.1,50,-0.003223167170373409,-0.007675569011991623,0.0011624258603222248,-0.001119449520589435
0.1,-0.01167931852322687,-0.2244973784035872,0.1908397136320438,99.9882170005392,99.67494173312612,100.269413722001,200,0.1,100,-1.178299946080763e-4,-0.0032505826687387884,0.0026941372200099956,-1.1679318523226871e-4
0.05,-0.1059893898841316,-0.3776087334473499,0.1539619672144641,199.9178898288278,199.520841245063,200.3524705150845,200,0.1,200,-4.105508558609472e-4,-0.0023957937746850178,0.0017623525754224545,-5.29946949420658e-4
0.02,-0.02194334720245879,-0.4522684241394139,0.3530790555424004,500.1641810944357,499.419542378462,500.9915239505103,200,0.1,500,3.2836218887144497e-4,-0.0011609152430760439,0.0019830479010205515,-4.388669440491758e-5
0.01,0.6361247873360665,-0.01645996387041517,1.255882646940174,1000.246500174821,999.1986862078102,1001.184615717235,200,0.1,1000,2.465001748210849e-4,-8.013137921898394e-4,0.001184615717235049,6.361247873360665e-4
1,-0.01896522780953836,-0.09116578826215954,0.05288819352440847,9.918017095921687,9.834941056033545,9.997452780373957,200,0.2,10,-0.008198290407831266,-0.016505894396645515,-2.547219626043429e-4,-0.0018965227809538362
0.5,-0.01175818693300642,-0.09054409734026522,0.06895662296071342,19.92146149709495,19.78113327377616,20.01729199721856,200,0.2,20,-0.003926925145252502,-0.010943336311192042,8.64599860928017e-4,-5.87909346650321e-4
0.2,0.1570867992272039,0.01916979227867813,0.3080920151990903,50.11072284454065,49.83833140131897,50.29451893092249,200,0.2,50,0.0022144568908131212,-0.0032333719736206135,0.005890378618449876,0.003141735984544078
0.1,0.1366880958201498,-0.04777563205037115,0.3268498193436125,100.1002032452849,99.80372572531522,100.4043345828498,200,0.2,100,0.001002032452849022,-0.001962742746847823,0.0040433458284980794,0.001366880958201498
0.05,-0.1372832318804328,-0.4214651995003723,0.1810408193319176,199.90238773956,199.5076745116721,200.3946291639529,200,0.2,200,-4.8806130220002686e-4,-0.00246162744163958,0.001973145819764488,-6.864161594021639e-4
0.02,0.02786938001689796,-0.3826676172168174,0.4280075667080824,499.8103008582842,499.2451965271483,500.5476052233547,200,0.2,500,-3.7939828343158677e-4,-0.0015096069457033456,0.0010952104467094603,5.573876003379592e-5
0.01,0.4496896301009261,-0.1978607464127009,1.143018713611809,1000.972002679991,1000.037298591825,1001.81863193647,200,0.2,1000,9.720026799908688e-4,3.729859182488582e-5,0.0018186319364699166,4.496896301009261e-4
1,-0.01209671691215587,-0.07183881379577117,0.04797266245422533,9.970943095566918,9.895001946748597,10.05137399138434,200,0.5,10,-0.0029056904433082398,-0.010499805325140388,0.005137399138434029,-0.001209671691215587
0.5,0.06473394765587012,-0.01589911536017913,0.1610806388730589,19.98998190702397,19.84913431885814,20.12190462689599,200,0.5,20,-5.009046488014812e-4,-0.007543284057092925,0.006095231344799501,0.0032366973827935063
0.2,0.1174252897234677,-0.03248490974157892,0.2704755174689275,49.98362179903079,49.77131430275299,50.19189836406643,200,0.5,50,-3.2756401938416335e-4,-0.0045737139449402164,0.0038379672813286803,0.002348505794469354
0.1,0.1531165733399848,-0.03120911320004062,0.3833496929293662,100.1550685913283,99.90701060961482,100.4266476840818,200,0.5,100,0.0015506859132830009,-9.298939038518972e-4,0.004266476840818045,0.001531165733399848
0.05,0.1626449621633999,-0.08525163643019638,0.4335636120447872,200.1851809655403,199.6818705564995,200.5619879177506,200,0.5,200,9.259048277014958e-4,-0.001590647217502572,0.0028099395887530854,8.132248108169996e-4
0.02,0.04827870024053325,-0.4633295287866347,0.5052964117283361,499.8897609494814,499.3431576256513,500.409371573483,200,0.5,500,-2.2047810103720256e-4,-0.001313684748697419,8.187431469659501e-4,9.65574004810665e-5
0.01,0.1893582136909932,-0.425378373255811,0.9502158658846088,1000.156032481505,999.0238576952144,1001.282526089564,200,0.5,1000,1.560324815050862e-4,-9.761423047855988e-4,0.00128252608956414,1.8935821369099322e-4
1,-0.01110375662447817,-0.07552925991479364,0.07069289076376681,10.01702058029265,9.929546183089007,10.11727399411186,200,1,10,0.0017020580292650411,-0.007045381691099251,0.011727399411185946,-0.001110375662447817
0.5,-0.02928194107125955,-0.1140546287699155,0.0616756523565933,20.00750025971318,19.87938988101197,20.15432446693196,200,1,20,3.7501298565900676e-4,-0.006030505949401466,0.007716223346597939,-0.0014640970535629775
