interval,ebar,s,dAI,comp,nch,z
0.5,-0.0017812984890619562,0.026669123868198124,NA,corr,2000,0.2
1,0.008994364503345231,0.02175941278582953,NA,corr,2000,0.2
0.01,0.008738471215934502,0.056634452775935686,NA,total,2000,0.5
0.02,0.011638768553553173,0.05082103063598489,NA,total,2000,0.5
0.05,0.011775277841347584,0.051988106519462604,NA,total,2000,0.5
0.1,0.004904605374151053,0.046730123182244385,NA,total,2000,0.5
0.2,5.042491284186823e-4,0.04183359131119777,NA,total,2000,0.5
0.5,-0.0014645330082960592,0.024703079503505556,NA,total,2000,0.5
1,3.4515046216082194e-4,0.019374495920278147,NA,total,2000,0.5
0.01,0.0019193011416953456,0.017934569132475195,NA,sample,2000,0.5
0.02,0.0027633054567244896,0.02790669024959277,NA,sample,2000,0.5
0.05,0.0036791189188745124,0.036666274142736585,NA,sample,2000,0.5
0.1,0.0049353956436186276,0.03426610100175497,NA,sample,2000,0.5
0.2,-0.0030140994151088753,0.027642973187053506,NA,sample,2000,0.5
0.5,-0.004605480407998114,0.016057693901745558,NA,sample,2000,0.5
1,0.0016129369051050492,0.013629732938866521,NA,sample,2000,0.5
0.01,0.006818666389834403,0.04118689388731097,NA,corr,2000,0.5
0.02,0.008870980815827578,0.029910721866491508,NA,corr,2000,0.5
0.05,0.008094828776395079,0.02815599722301415,NA,corr,2000,0.5
0.1,-2.9318523632787703e-5,0.02913496129701521,NA,corr,2000,0.5
0.2,0.0035157894049271175,0.026426059582224843,NA,corr,2000,0.5
0.5,0.0031380753053676623,0.024382164459050292,NA,corr,2000,0.5
1,-0.0012658672160977995,0.021485659363123213,NA,corr,2000,0.5
0.01,1.4435930931841826e-4,0.04053333976580475,NA,total,2000,1
0.02,-0.003326736952446091,0.03699984904195631,NA,total,2000,1
0.05,-0.005290113305336908,0.04586377671359399,NA,total,2000,1
0.1,0.00336192948925684,0.049145637279808814,NA,total,2000,1
0.2,-2.7633749284301415e-5,0.030522319881601066,NA,total,2000,1
0.5,-0.008585103890716905,0.03255426848829188,NA,total,2000,1
1,-0.004876683374768411,0.04140261290305547,NA,total,2000,1
0.01,0.0011106483141169598,0.010549765002636137,NA,sample,2000,1
0.02,0.0011160178621890822,0.019645628566350343,NA,sample,2000,1
0.05,-7.144945508971194e-4,0.027620924823879484,NA,sample,2000,1
0.1,-9.374671054504988e-4,0.02991993533676946,NA,sample,2000,1
0.2,8.442120078678713e-4,0.025540124431046612,NA,sample,2000,1
0.5,-0.004255049905352799,0.008680977574561816,NA,sample,2000,1
1,-5.3963461504167e-4,0.031175240351228328,NA,sample,2000,1
0.01,-9.669407462951481e-4,0.03341890870210332,NA,corr,2000,1
0.02,-0.004442639761806138,0.022375362949782967,NA,corr,2000,1
0.05,-0.0045779592423078365,0.02549823034281015,NA,corr,2000,1
0.1,0.004301345095828487,0.024340785362942336,NA,corr,2000,1
0.2,-8.728388939557627e-4,0.02693642751029607,NA,corr,2000,1
0.5,-0.004330304355074658,0.030760528068196794,NA,corr,2000,1
1,-0.004332190626475954,0.024210992042251574,NA,corr,2000,1
0.01,0.0018830786261474829,0.027218250183303216,NA,total,2000,10
0.02,-0.0077516478994496575,0.03423303441823496,NA,total,2000,10
0.05,-0.00943192462786909,0.0282095639943045,NA,total,2000,10
0.1,-3.707775845393782e-4,0.029924548173245524,NA,total,2000,10
0.2,-0.012133456806647827,0.03941674770051871,NA,total,2000,10
0.5,0.0033531585679161015,0.026277468134300687,NA,total,2000,10
1,-0.0013409399626780618,0.034227725208454816,NA,total,2000,10
0.01,7.02021513396598e-5,0.002366050142922512,NA,sample,2000,10
0.02,6.0646192587592285e-5,0.00488032673007743,NA,sample,2000,10
0.05,1.805714751493913e-4,0.00817099446386032,NA,sample,2000,10
0.1,0.0013203760652033413,0.012381522306888599,NA,sample,2000,10
0.2,-0.0026179356218042835,0.01199584208395997,NA,sample,2000,10
0.5,0.0010799297919363896,0.009650323305345265,NA,sample,2000,10
1,-0.01059056914856143,0.022741973502362085,NA,sample,2000,10
0.01,0.001812392265311447,0.026771328587325276,NA,corr,2000,10
0.02,-0.007811823472238916,0.031303626165297443,NA,corr,2000,10
0.05,-0.009617363807542599,0.025654941799565182,NA,corr,2000,10
0.1,-0.0016944310371303604,0.02613798209534245,NA,corr,2000,10
0.2,-0.009512610083527018,0.03610188978886891,NA,corr,2000,10
0.5,0.002271821090613551,0.023982463772894543,NA,corr,2000,10
1,0.009237732163976007,0.02218492829932191,NA,corr,2000,10
0.01,0.00574154769175492,0.07701894611471892,NA,total,5000,0.05
0.02,-0.0013160501106270217,0.07695769953252703,NA,total,5000,0.05
0.05,-0.0034872066618075134,0.04890890201192509,NA,total,5000,0.05
0.1,0.004097297837108745,0.040028615751200806,NA,total,5000,0.05
0.2,-0.0047886539488952926,0.03225656632635804,NA,total,5000,0.05
0.5,0.0015163215247269404,0.026218905212687525,NA,total,5000,0.05
1,-0.007426201392871384,0.03295901479663711,NA,total,5000,0.05
0.01,0.005117117054614032,0.05606155061990824,NA,sample,5000,0.05
0.02,0.004173389613881191,0.05548224860752775,NA,sample,5000,0.05
0.05,0.004633615971923715,0.04174905290308056,NA,sample,5000,0.05
0.1,0.002706702089638238,0.029418706158652337,NA,sample,5000,0.05
0.2,-0.002470649185700417,0.018416345529269088,NA,sample,5000,0.05
0.5,0.002260613688823099,0.014337728019894268,NA,sample,5000,0.05
1,8.793885569177399e-4,0.018750828476033012,NA,sample,5000,0.05
0.01,6.233400772072057e-4,0.032705946051906146,NA,corr,5000,0.05
0.02,-0.005492298505531675,0.03077518861765459,NA,corr,5000,0.05
0.05,-0.008119164210275816,0.02433484474716716,NA,corr,5000,0.05
0.1,0.001388561478880803,0.020668682270759353,NA,corr,5000,0.05
0.2,-0.0023269170498714962,0.024430246636639313,NA,corr,5000,0.05
0.5,-7.291818684139415e-4,0.023905882219506205,NA,corr,5000,0.05
1,-0.008301133366534798,0.026244763809460513,NA,corr,5000,0.05
0.01,-0.0025452903036908476,0.0683860865577253,NA,total,5000,0.1
0.02,0.009437563921768938,0.06687637478401554,NA,total,5000,0.1
0.05,-0.0034158238736854063,0.04449593053303193,NA,total,5000,0.1
0.1,0.0030675693418999255,0.033234318745752986,NA,total,5000,0.1
0.2,9.902631834128204e-4,0.032848997040343796,NA,total,5000,0.1
0.5,-0.004613756066200996,0.026792994182866053,NA,total,5000,0.1
1,0.008454866881814875,0.041962240937475664,NA,total,5000,0.1
0.01,0.0048923529639931206,0.04395776182050333,NA,sample,5000,0.1
0.02,0.004004556595756464,0.048380167190914904,NA,sample,5000,0.1
0.05,2.8573018331031966e-4,0.04002004868363777,NA,sample,5000,0.1
0.1,0.00267213823886552,0.027448116148157845,NA,sample,5000,0.1
0.2,0.0024094027648363862,0.017187467937722464,NA,sample,5000,0.1
0.5,-0.002672024848902761,0.013786227180596338,NA,sample,5000,0.1
1,0.001752042882013346,0.025092540774464253,NA,sample,5000,0.1
0.01,-0.007437017156167755,0.03167923380191585,NA,corr,5000,0.1
0.02,0.005432358656937112,0.025162460533949636,NA,corr,5000,0.1
0.05,-0.0036982398632911203,0.0269503376906941,NA,corr,5000,0.1
0.1,3.971442238185887e-4,0.024707230796627747,NA,corr,5000,0.1
0.2,-0.0014171971034911339,0.02470932656831447,NA,corr,5000,0.1
0.5,-0.001935896443448216,0.022676234840089033,NA,corr,5000,0.1
1,0.006688351335551396,0.027089497856063648,NA,corr,5000,0.1
0.01,0.00357417109259108,0.06383107302902455,NA,total,5000,0.2
0.02,0.008181912833908745,0.054795366661114966,NA,total,5000,0.2
0.05,-0.001077730281154682,0.042287284129246136,NA,total,5000,0.2
0.1,-0.012075475615865312,0.04150330605641059,NA,total,5000,0.2
0.2,-0.0011739940360044462,0.03622063552358116,NA,total,5000,0.2
0.5,0.0044788905215368425,0.024235121788658446,NA,total,5000,0.2
1,0.0026374035215866497,0.03777073685693464,NA,total,5000,0.2
0.01,0.00378859195342685,0.03290373051278081,NA,sample,5000,0.2
0.02,0.0028538961665816568,0.03939183048466193,NA,sample,5000,0.2
0.05,0.0013329207598010678,0.036121164841886697,NA,sample,5000,0.2
0.1,0.00319871788122239,0.030405760665737674,NA,sample,5000,0.2
0.2,0.0035016816653287127,0.022723975985989204,NA,sample,5000,0.2
0.5,-0.005256643010018602,0.012932701422761685,NA,sample,5000,0.2
1,0.010984371680096673,0.031972405481961605,NA,sample,5000,0.2
0.01,-2.1556212577451437e-4,0.03441895641654471,NA,corr,5000,0.2
0.02,0.005329152812401621,0.024642993380608224,NA,corr,5000,0.2
0.05,-0.00240821483062407,0.021230502118465295,NA,corr,5000,0.2
0.1,-0.015275167423382138,0.02766522531869575,NA,corr,5000,0.2
0.2,-0.004660754284531919,0.030241893405091834,NA,corr,5000,0.2
0.5,0.00972996768003982,0.020566407926870856,NA,corr,5000,0.2
1,-0.008337910238606116,0.02194019552426609,NA,corr,5000,0.2
0.01,0.009376362253097736,0.058110623638073025,NA,total,5000,0.5
0.02,0.0014093228747292445,0.051955685401054524,NA,total,5000,0.5
0.05,-0.013826899624346826,0.04684324063068803,NA,total,5000,0.5
0.1,-0.001757335771712864,0.033206148789007815,NA,total,5000,0.5
0.2,0.0017120279607105552,0.027817101854535505,NA,total,5000,0.5
0.5,-0.013889043953240351,0.026073175650394187,NA,total,5000,0.5
1,0.00799383589014504,0.03518385292451003,NA,total,5000,0.5
0.01,0.002840070445280079,0.020264505277015957,NA,sample,5000,0.5
0.02,0.0012625071085879268,0.028856881825579345,NA,sample,5000,0.5
0.05,0.0022301976076025683,0.02892681587431468,NA,sample,5000,0.5
0.1,0.002610838524289109,0.02676689847243991,NA,sample,5000,0.5
0.2,0.0036145044561824158,0.020669672079902005,NA,sample,5000,0.5
0.5,-0.0032778539993775354,0.015357853617150495,NA,sample,5000,0.5
1,0.001786381334853483,0.027137153491108786,NA,sample,5000,0.5
0.01,0.006536486143737747,0.041831220481906024,NA,corr,5000,0.5
0.02,1.467556275631486e-4,0.033012713454351784,NA,corr,5000,0.5
0.05,-0.016058320255048386,0.029261434743786934,NA,corr,5000,0.5
0.1,-0.004370712868198083,0.023136944599650357,NA,corr,5000,0.5
0.2,-0.0019067337800640985,0.025357315851438057,NA,corr,5000,0.5
0.5,-0.010612945981734937,0.02695596981689689,NA,corr,5000,0.5
1,0.006207854978038452,0.01834314707497988,NA,corr,5000,0.5
0.01,0.008821238084328414,0.03955541514312543,NA,total,5000,1
0.02,0.0012345379211444786,0.03385617919892878,NA,total,5000,1
0.05,0.003659514660530742,0.040638697953541844,NA,total,5000,1
0.1,-0.0010667301306422888,0.036700003825304535,NA,total,5000,1
0.2,0.005290516353057877,0.030893214359232934,NA,total,5000,1
0.5,-0.004970253371870852,0.025862254806121015,NA,total,5000,1
1,-0.0033078638977203562,0.01704138019844349,NA,total,5000,1
0.01,0.0017699206593030084,0.013134422648659761,NA,sample,5000,1
0.02,6.385790646991559e-4,0.020342851855245977,NA,sample,5000,1
0.05,0.001788263359145857,0.027502107454732257,NA,sample,5000,1
0.1,4.858449389827197e-4,0.02379475623117485,NA,sample,5000,1
0.2,0.007511539853003737,0.021211337839583226,NA,sample,5000,1
0.5,-0.004453789049549769,0.010552493647178843,NA,sample,5000,1
1,-0.0025360192145751784,0.011608514900363593,NA,sample,5000,1
0.01,0.007051123207096315,0.03091562458317654,NA,corr,5000,1
0.02,5.916325640178411e-4,0.023121673293956008,NA,corr,5000,1
0.05,0.0018712198921725846,0.029416708113427545,NA,corr,5000,1
0.1,-0.0015523144322568483,0.021104784684738403,NA,corr,5000,1
0.2,-0.0022197328180211637,0.020863577411566307,NA,corr,5000,1
0.5,-5.169508308714264e-4,0.02444226236281054,NA,corr,5000,1
1,-7.838045535613624e-4,0.014104177334228356,NA,corr,5000,1
0.01,-0.010190195636877172,0.03333552919365541,NA,total,5000,10
0.02,0.006180674420040834,0.029683374423774254,NA,total,5000,10
0.05,0.004913525424275926,0.04226357458589238,NA,total,5000,10
0.1,-0.0023656856392361546,0.031057524054713476,NA,total,5000,10
0.2,-0.006088379283363246,0.029990234120868372,NA,total,5000,10
0.5,-0.007779222564816822,0.022515575855355765,NA,total,5000,10
1,-0.004539307214327312,0.024862020218130054,NA,total,5000,10
0.01,5.549017846075504e-4,0.003340094177754634,NA,sample,5000,10
0.02,-9.090277819360531e-4,0.006649063500252501,NA,sample,5000,10
0.05,-0.0021983658137580972,0.010670172544081001,NA,sample,5000,10
0.1,-3.2188015806121443e-4,0.010755553897832865,NA,sample,5000,10
0.2,-0.0010853141650397065,0.016939409268074794,NA,sample,5000,10
0.5,-0.011468210522764775,0.010361009711511722,NA,sample,5000,10
1,2.3766963086877256e-5,0.013166094319734313,NA,sample,5000,10
0.01,-0.010744316295014147,0.0316543607695611,NA,corr,5000,10
0.02,0.007088871445904113,0.02770794943398404,NA,corr,5000,10
0.05,0.007108511460459619,0.03592278164516923,NA,corr,5000,10
0.1,-0.0020393039832640077,0.024893333422942938,NA,corr,5000,10
0.2,-0.004996318580883013,0.020185293896792997,NA,corr,5000,10
0.5,0.003688819580862124,0.020899316668923286,NA,corr,5000,10
1,-0.004581630865205503,0.018679449530516524,NA,corr,5000,10
0.01,0.012640306451981586,0.07186702130600245,NA,total,10000,0.05
0.02,-0.0022638525145539973,0.06088769097072558,NA,total,10000,0.05
0.05,-0.0042364948605735165,0.03936530563687449,NA,total,10000,0.05
0.1,-0.002268471796257635,0.03718985392807432,NA,total,10000,0.05
0.2,0.0034935779470940116,0.0251885794334262,NA,total,10000,0.05
0.5,0.0010953414636583325,0.02735368781204541,NA,total,10000,0.05
1,-0.01903643093251054,0.0242674906885402,NA,total,10000,0.05
0.01,0.004627230724784671,0.04814933037430657,NA,sample,10000,0.05
0.02,0.0034935722561678243,0.04359007510735455,NA,sample,10000,0.05
0.05,0.002626268540102206,0.029568790103906242,NA,sample,10000,0.05
0.1,9.139043065955883e-4,0.02285464250444239,NA,sample,10000,0.05
0.2,0.0028427821762010523,0.014840280693883623,NA,sample,10000,0.05
0.5,-0.0022628094114002495,0.012153522867009261,NA,sample,10000,0.05
1,-0.011882223572124886,0.010774913009636143,NA,sample,10000,0.05
0.01,0.00801213286981776,0.031333782906408536,NA,corr,10000,0.05
0.02,-0.005757469781615717,0.026174469258124493,NA,corr,10000,0.05
0.05,-0.006865208542546944,0.027507400213457895,NA,corr,10000,0.05
0.1,-0.0031818193207082852,0.02587272935728741,NA,corr,10000,0.05
0.2,6.427198685200836e-4,0.022036735362946373,NA,corr,10000,0.05
0.5,0.0033588451747082458,0.029348370898203698,NA,corr,10000,0.05
1,-0.007170636650632217,0.02496380208105873,NA,corr,10000,0.05
0.01,-0.0018673701768595501,0.059305746080555936,NA,total,10000,0.1
0.02,0.0025176591449068146,0.05343346832713671,NA,total,10000,0.1
0.05,0.003317618938078038,0.043245981352030914,NA,total,10000,0.1
0.1,0.0027029361890720622,0.03385031561269491,NA,total,10000,0.1
0.2,-0.007275309000122712,0.029531661243622852,NA,total,10000,0.1
0.5,-0.002198338776442244,0.026371160053635188,NA,total,10000,0.1
1,0.0067072653189086005,0.0329637695093081,NA,total,10000,0.1
0.01,0.0024096421217728835,0.039751853131727084,NA,sample,10000,0.1
0.02,0.00388400540488057,0.03878154087144958,NA,sample,10000,0.1
0.05,0.0031599293404484517,0.029019075717158345,NA,sample,10000,0.1
0.1,-0.001504793191970421,0.021973978608402042,NA,sample,10000,0.1
0.2,-0.0038781627964168935,0.01236161489177414,NA,sample,10000,0.1
0.5,7.214485590432366e-4,0.01048988272477472,NA,sample,10000,0.1
1,0.0038605450411338758,0.017595921288780243,NA,sample,10000,0.1
0.01,-0.004276905762199056,0.033558119103586,NA,corr,10000,0.1
0.02,-0.0013658843755672545,0.03244085736209717,NA,corr,10000,0.1
0.05,1.551953191496664e-4,0.03290087377246606,NA,corr,10000,0.1
0.1,0.004210071946686861,0.028787979637289584,NA,corr,10000,0.1
0.2,-0.0034035957469185437,0.028625134523851906,NA,corr,10000,0.1
0.5,-0.002931180784840802,0.02491681382393102,NA,corr,10000,0.1
1,0.002838110893091285,0.026201495105124237,NA,corr,10000,0.1
0.01,0.0061183896999240294,0.05790632158830354,NA,total,10000,0.2
0.02,0.004675999944894016,0.04256670262661832,NA,total,10000,0.2
0.05,0.0013025073124334665,0.04270632547101616,NA,total,10000,0.2
0.1,0.007610920759982904,0.03421797233934749,NA,total,10000,0.2
0.2,-0.0014260358382415116,0.018120073924917816,NA,total,10000,0.2
0.5,-0.00309145035747547,0.02614581161952778,NA,total,10000,0.2
1,-0.009416485811444105,0.025171559767446738,NA,total,10000,0.2
0.01,0.0018968645382974698,0.030041897761408816,NA,sample,10000,0.2
0.02,0.001296126103896247,0.034299731228241724,NA,sample,10000,0.2
0.05,0.0047076517553417,0.02878127436287086,NA,sample,10000,0.2
0.1,-0.003287886973039094,0.019356938512849114,NA,sample,10000,0.2
0.2,-0.002237263902576271,0.012335273315016423,NA,sample,10000,0.2
0.5,-0.0015787933426064063,0.012554377993717586,NA,sample,10000,0.2
1,-0.004833351447869092,0.007872915853099717,NA,sample,10000,0.2
0.01,0.0042218508677584945,0.0330941243470555,NA,corr,10000,0.2
0.02,0.003382127515436908,0.021940749746956242,NA,corr,10000,0.2
0.05,-0.003401960615179887,0.027966092320302335,NA,corr,10000,0.2
0.1,0.010895641630388992,0.02603191679614408,NA,corr,10000,0.2
0.2,8.117843145520155e-4,0.01962869801903144,NA,corr,10000,0.2
0.5,-0.00152240097063896,0.026143258791749155,NA,corr,10000,0.2
1,-0.004597305524814158,0.02471203435137431,NA,corr,10000,0.2
0.01,-0.0013373109912679633,0.03883062102380577,NA,total,10000,0.5
0.02,0.0024192060513021914,0.038097674075692936,NA,total,10000,0.5
0.05,-0.01201793050979746,0.04280421663956013,NA,total,10000,0.5
0.1,0.007928326213425402,0.028998620847183826,NA,total,10000,0.5
0.2,-0.010924823872375578,0.027481634871512495,NA,total,10000,0.5
0.5,-0.005551578956627232,0.03129842524765618,NA,total,10000,0.5
1,-0.0018493408927379676,0.023919827168023787,NA,total,10000,0.5
0.01,0.001336066198030282,0.020343607870637485,NA,sample,10000,0.5
0.02,0.004440772772638042,0.025953243892273253,NA,sample,10000,0.5
0.05,9.012754379867262e-4,0.025668305960101525,NA,sample,10000,0.5
0.1,0.0021154532752250535,0.018802121960425917,NA,sample,10000,0.5
0.2,-0.006956143142220363,0.017256675924723273,NA,sample,10000,0.5
0.5,-0.008669680172926022,0.01573480569659712,NA,sample,10000,0.5
1,0.0010096065759084211,0.015289619029892504,NA,sample,10000,0.5
0.01,-0.002673085192408064,0.027818585312840535,NA,corr,10000,0.5
0.02,-0.0020204047127904187,0.021867113237783734,NA,corr,10000,0.5
0.05,-0.012917329718225434,0.02316871670094211,NA,corr,10000,0.5
0.1,0.005807680964214562,0.020641516245084885,NA,corr,10000,0.5
0.2,-0.003966939510775697,0.026636030253689515,NA,corr,10000,0.5
0.5,0.0031172636191965004,0.025078486155271983,NA,corr,10000,0.5
1,-0.002868036212551091,0.020848295093401397,NA,corr,10000,0.5
0.01,0.0010809607011847977,0.04354307753263092,NA,total,10000,1
0.02,-1.670788161677533e-4,0.03422547268915599,NA,total,10000,1
0.05,7.704984815081996e-4,0.034219120044506314,NA,total,10000,1
0.1,0.0023254765005373194,0.03993983435189618,NA,total,10000,1
0.2,-0.0019733162016788725,0.030386722982974828,NA,total,10000,1
0.5,-0.0028869012995069287,0.025162194937349624,NA,total,10000,1
1,0.00564863473589703,0.030066850412326172,NA,total,10000,1
0.01,2.3125180002943934e-4,0.014025583372815733,NA,sample,10000,1
0.02,1.2699146345630617e-4,0.019436533476777457,NA,sample,10000,1
0.05,-0.0024395176429746796,0.023026877063030488,NA,sample,10000,1
0.1,5.73347997095632e-4,0.019566250837964153,NA,sample,10000,1
0.2,0.0024978440701671776,0.012278840017331741,NA,sample,10000,1
0.5,0.003251378155155642,0.008759573965382577,NA,sample,10000,1
1,0.008012027640260901,0.02982162927076809,NA,sample,10000,1
0.01,8.512272010197372e-4,0.03381613665396304,NA,corr,10000,1
0.02,-2.932385416452114e-4,0.02525565061604866,NA,corr,10000,1
0.05,0.0032100737689200964,0.0237606907638624,NA,corr,10000,1
0.1,0.0017551689717831415,0.028315439148545753,NA,corr,10000,1
0.2,-0.0044688761277402915,0.028961105824870884,NA,corr,10000,1
0.5,-0.006135508878735102,0.02671073886012312,NA,corr,10000,1
1,-0.0023824342469462895,0.01710361856340622,NA,corr,10000,1
0.01,0.0014308290754302489,0.026238052551009867,NA,total,10000,10
0.02,-0.008582903263355748,0.03338729167968911,NA,total,10000,10
0.05,-0.0015693153062090266,0.029127966799342042,NA,total,10000,10
0.1,0.005217864853698242,0.027651075335402436,NA,total,10000,10
0.2,0.007686014931437688,0.028999779208851377,NA,total,10000,10
0.5,0.006060772799115689,0.0292519429165063,NA,total,10000,10
1,-0.01388574766133637,0.031097169357428713,NA,total,10000,10
0.01,-4.1588920499332946e-4,0.003811458905890444,NA,sample,10000,10
0.02,4.6026934832066216e-4,0.005969766773925023,NA,sample,10000,10
0.05,0.003394530000817603,0.007681906943367172,NA,sample,10000,10
0.1,0.0028167308207468662,0.012300698934761432,NA,sample,10000,10
0.2,7.131864155897659e-4,0.01443040305883185,NA,sample,10000,10
0.5,-0.0032789761484113777,0.013634981608378675,NA,sample,10000,10
1,-0.010868529382655014,0.009909628385243167,NA,sample,10000,10
0.01,0.0018456485860878166,0.025672897550490844,NA,corr,10000,10
0.02,-0.009043926752207958,0.031111840458211713,NA,corr,10000,10
0.05,-0.004958018516376062,0.02772405076283066,NA,corr,10000,10
0.1,0.002407587721522499,0.023230909827958567,NA,corr,10000,10
0.2,0.0069686857268205825,0.022422509494722357,NA,corr,10000,10
0.5,0.009324871225466205,0.025644238515965638,NA,corr,10000,10
1,-0.003029328966010825,0.02888235734986164,NA,corr,10000,10
0.01,0.0065013978196470845,0.02655523693973376,NA,total,10000,100
0.02,0.00782888499739079,0.023318314541154444,NA,total,10000,100
0.05,-0.006659225070644693,0.022011365502022883,NA,total,10000,100
0.1,0.008320022648725313,0.027195615379673434,NA,total,10000,100
0.2,0.007510833673789285,0.015014260914998068,NA,total,10000,100
0.5,0.003022955284110373,0.031079748489024922,NA,total,10000,100
1,-0.0032713930802113467,0.026780538302103512,NA,total,10000,100
0.01,-6.52955171775326e-4,0.0016711425615406536,NA,sample,10000,100
0.02,0.0021885688863791464,0.002442588405376364,NA,sample,10000,100
0.05,-0.0014040505902071032,0.0027319876953594835,NA,sample,10000,100
0.1,0.0015696325274620019,0.005180515412446975,NA,sample,10000,100
0.2,-0.0020090020897610057,0.009390288382111476,NA,sample,10000,100
0.5,0.0029230657695008917,0.014530635903220648,NA,sample,10000,100
1,-0.0037289840029203964,0.013233413331039924,NA,sample,10000,100
0.01,0.007152401233313634,0.02635611790014741,NA,corr,10000,100
0.02,0.005640508383601435,0.02291209861492471,NA,corr,10000,100
0.05,-0.005253836592164557,0.022051394751076394,NA,corr,10000,100
0.1,0.006747904797145162,0.027227144032169744,NA,corr,10000,100
0.2,0.009521616428630498,0.01638531061887353,NA,corr,10000,100
0.5,1.0929725237847716e-4,0.028146824419596882,NA,corr,10000,100
1,4.5162660807726937e-4,0.024613745343502046,NA,corr,10000,100
0.01,-0.009847839959254603,0.02476833083735581,NA,total,10000,1000
0.02,-6.429878641982399e-4,0.028708638052967046,NA,total,10000,1000
0.05,0.0053471442184005675,0.020133265514305023,NA,total,10000,1000
0.1,0.0015196440586021601,0.02726768389266888,NA,total,10000,1000
0.2,0.0017509465680751698,0.023988802332436717,NA,total,10000,1000
0.5,0.0062945481014068175,0.025163518807012498,NA,total,10000,1000
1,0.003321967294456441,0.031471454462735644,NA,total,10000,1000
0.01,2.1759632366630016e-4,0.0013222088419898154,NA,sample,10000,1000
0.02,5.441623174989327e-4,0.0014090989363300425,NA,sample,10000,1000
0.05,0.0015737740680377642,0.003475414255582423,NA,sample,10000,1000
0.1,0.0021329077325842323,0.004388368923971541,NA,sample,10000,1000
0.2,0.0013376727541816078,0.004038105084470054,NA,sample,10000,1000
0.5,0.0033212029400200714,0.011355533885263367,NA,sample,10000,1000
1,-0.0010416791542707902,0.019861608455293948,NA,sample,10000,1000
0.01,-0.010065245076280212,0.024551506917060845,NA,corr,10000,1000
0.02,-0.0011877218799075898,0.02880218188591717,NA,corr,10000,1000
0.05,0.00376863188114031,0.018581791845412247,NA,corr,10000,1000
0.1,-6.13577422582866e-4,0.02825818240760331,NA,corr,10000,1000
0.2,4.106555593374808e-4,0.022623730636267422,NA,corr,10000,1000
0.5,0.0029699843046998684,0.024412852450203623,NA,corr,10000,1000
1,0.004361584972240124,0.02301841975704767,NA,corr,10000,1000
0.01,0.012971792239580372,0.030400712067338374,NA,total,10000,10000
0.02,-0.012278207753662153,0.025562321089725296,NA,total,10000,10000
0.05,0.004128357792973145,0.026079386194814765,NA,total,10000,10000
0.1,0.01060121435597011,0.02933008145696276,NA,total,10000,10000
0.2,0.002764462414755945,0.03323206118574183,NA,total,10000,10000
0.5,0.003288077341161696,0.026689151354830333,NA,total,10000,10000
1,-0.0034009045347744076,0.022485088570511978,NA,total,10000,10000
0.01,8.885689481006633e-4,0.0011176961603776851,NA,sample,10000,10000
0.02,-7.787347784712982e-4,0.0014552431569128462,NA,sample,10000,10000
0.05,5.480089241476889e-4,0.0018830234029079853,NA,sample,10000,10000
0.1,0.002078870107946269,0.0050643899650991645,NA,sample,10000,10000
0.2,0.002003572690244268,0.005017913633523805,NA,sample,10000,10000
0.5,9.633539126646623e-4,0.008467626916132313,NA,sample,10000,10000
1,7.426541701429778e-4,0.010556922874693333,NA,sample,10000,10000
0.01,0.012083798872625662,0.030773173304556277,NA,corr,10000,10000
0.02,-0.01150049007242179,0.025035514680177087,NA,corr,10000,10000
0.05,0.0035807116127183026,0.026389712923862014,NA,corr,10000,10000
0.1,0.008518252499365896,0.028832381915959628,NA,corr,10000,10000
0.2,7.527007847667262e-4,0.030532804109833077,NA,corr,10000,10000
0.5,0.002316856113469216,0.028285012079282024,NA,corr,10000,10000
1,-0.004146389189315115,0.01979297492334543,NA,corr,10000,10000
0.01,0.00754951520403475,0.028699357136450925,NA,total,10000,100000
0.02,-1.9432791371756802e-4,0.02895816435929833,NA,total,10000,100000
0.05,0.00795587570652909,0.03466796548568639,NA,total,10000,100000
0.1,0.00718385867868807,0.026162883283698975,NA,total,10000,100000
0.2,-0.0094035113144181285,0.022569095602124643,NA,total,10000,100000
0.5,0.006002383162608266,0.022415547343124436,NA,total,10000,100000
1,-9.496250030410779e-4,0.031413304726233916,NA,total,10000,100000
0.01,5.452902007580339e-4,0.0012931223872788512,NA,sample,10000,100000
0.02,7.580314024876296e-4,0.001717185307467836,NA,sample,10000,100000
0.05,-8.131766176476378e-4,0.0036424323508659254,NA,sample,10000,100000
0.1,-8.698285734909273e-4,0.0044962460246135445,NA,sample,10000,100000
0.2,-3.619736389279467e-4,0.005920069518935074,NA,sample,10000,100000
0.5,9.994560906129127e-4,0.009273991262132752,NA,sample,10000,100000
1,7.682918545684783e-4,0.016458512234268776,NA,sample,10000,100000
0.01,0.007004343738674449,0.02834491095424644,NA,corr,10000,100000
0.02,-9.519016145212827e-4,0.02922864351906678,NA,corr,10000,100000
0.05,0.008769802211612263,0.03482128631369097,NA,corr,10000,100000
0.1,0.008051167680661974,0.025615491342243103,NA,corr,10000,100000
0.2,-0.009043160292451367,0.022734384678692852,NA,corr,10000,100000
0.5,0.005000074565381137,0.022534551609353772,NA,corr,10000,100000
1,-0.0017273299213204807,0.02481191444978834,NA,corr,10000,100000
0.01,-0.009448045431602093,0.022380544740792582,NA,total,10000,1000000
0.02,-0.006788027440681975,0.021106551503573878,NA,total,10000,1000000
