"nch","z","D","x","S","babs","pabs","sig_abs","zmax","pz","sig_z"
200,0.2,0.05,0.894427190999916,0.02,0.00177902121972601,"S",TRUE,0.0241434286271894,"S",TRUE
200,0.2,0.1,1.26491106406735,0.02,0.00162576331582557,"N_ch",FALSE,0.0113382963783075,"k_on",FALSE
200,0.2,0.2,1.78885438199983,0.02,0.0014670194963042,"N_ch",FALSE,0.0103824796672348,"i",FALSE
200,0.2,0.5,2.82842712474619,0.02,0.00390776903872962,"N_ch",TRUE,0.019323801420075,"N_ch",TRUE
200,0.2,1,4,0.02,0.00807356561004011,"S",FALSE,0.0185926001142237,"S",FALSE
200,0.5,0.01,1,0.05,0.00172071225887891,"k_on",FALSE,0.0182364212822332,"i",FALSE
200,0.5,0.02,1.41421356237309,0.05,0.00174162693585266,"i",TRUE,0.0208890872691049,"i",TRUE
200,0.5,0.05,2.23606797749979,0.05,0.00230486799670219,"N_ch",FALSE,0.0161407216638077,"N_ch",FALSE
200,0.5,0.1,3.16227766016838,0.05,0.00240555237155977,"k_on",FALSE,0.0170029177110507,"k_on",FALSE
200,0.5,0.2,4.47213595499958,0.05,0.00221320720916348,"baseline",TRUE,0.0324825703243183,"baseline",TRUE
200,0.5,0.5,7.07106781186548,0.05,0.00094124858910681,"baseline",FALSE,0.0137806903043993,"baseline",FALSE
200,0.5,1,10,0.05,0.00208601327405068,"k_on",FALSE,0.0136247567739561,"k_on",FALSE
200,1,0.01,2,0.1,0.00142056716591027,"k_on",FALSE,0.0173550280411724,"S",FALSE
200,1,0.02,2.82842712474619,0.1,0.00440833835789027,"N_ch",TRUE,0.0312487107936264,"k_off",TRUE
200,1,0.05,4.47213595499958,0.1,0.00160590567390832,"S",TRUE,0.0256904547867977,"S",TRUE
200,1,0.1,6.32455532033676,0.1,0.0016147507190853,"N_ch",FALSE,0.014058330570442,"i",FALSE
200,1,0.2,8.94427190999916,0.1,0.00270321386060984,"S",FALSE,0.0164284415375405,"S",FALSE
200,1,0.5,14.142135623731,0.1,0.00165417410584862,"baseline",FALSE,0.0171923948634937,"baseline",FALSE
200,1,1,20,0.1,0.00445079125367999,"S",FALSE,0.0276461875466537,"k_on",TRUE
200,10,0.01,20,1,0.00287241445906758,"N_ch",FALSE,0.0172037840979295,"k_off",FALSE
200,10,0.02,28.2842712474619,1,0.00155404421710959,"baseline",FALSE,0.00624974133939136,"S",FALSE
200,10,0.05,44.7213595499958,1,0.00212406840587686,"baseline",FALSE,0.00755637988340108,"k_off",FALSE
200,10,0.1,63.2455532033676,1,0.00293233908068085,"i",FALSE,0.0176003548347451,"i",FALSE
200,10,0.2,89.4427190999916,1,0.00288724878464908,"baseline",FALSE,0.00991074502010486,"baseline",FALSE
200,10,0.5,141.42135623731,1,0.00215779683121406,"baseline",FALSE,0.00735325915081133,"baseline",FALSE
200,10,1,200,1,0.00434343729210359,"N_ch",FALSE,0.0145861424473876,"N_ch",FALSE
500,0.05,0.01,0.25,0.005,0.00172748543622047,"N_ch",TRUE,0.0214519448475398,"N_ch",TRUE
500,0.05,0.02,0.353553390593274,0.005,0.00079475617982625,"S",FALSE,0.016279117649342,"S",FALSE
500,0.05,0.05,0.559016994374948,0.005,0.00090779955687169,"N_ch",FALSE,0.0121039908006749,"k_off",FALSE
500,0.05,0.1,0.790569415042095,0.005,0.00082497879161252,"i",FALSE,0.0111739850195768,"k_off",FALSE
500,0.05,0.2,1.1180339887499,0.005,0.00164737318485967,"N_ch",FALSE,0.0193662813867462,"k_off",FALSE
500,0.05,0.5,1.76776695296637,0.005,0.00132221416163101,"S",FALSE,0.021015825872234,"k_off",TRUE
500,0.05,1,2.5,0.005,0.003170154703351,"S",FALSE,0.00934305649222603,"k_on",FALSE
500,0.1,0.01,0.5,0.01,0.00320562310339443,"k_on",TRUE,0.0382952885729039,"N_ch",TRUE
500,0.1,0.02,0.707106781186548,0.01,0.0021315230057653,"k_on",TRUE,0.0236234235684669,"k_on",TRUE
500,0.1,0.05,1.1180339887499,0.01,0.0022994990955869,"N_ch",TRUE,0.0260378892910084,"i",TRUE
500,0.1,0.1,1.58113883008419,0.01,0.00181307358777174,"S",FALSE,0.0178105371864392,"k_off",FALSE
500,0.1,0.2,2.23606797749979,0.01,0.00167070275874482,"i",FALSE,0.0163438290430298,"i",FALSE
500,0.1,0.5,3.53553390593274,0.01,0.00397466299931229,"S",FALSE,0.0204508903393934,"k_on",TRUE
500,0.1,1,5,0.01,0.00172277793052025,"N_ch",FALSE,0.00730852663820002,"N_ch",FALSE
500,0.2,0.01,1,0.02,0.00028446533785182,"N_ch",FALSE,0.00324901486188588,"N_ch",FALSE
500,0.2,0.02,1.4142135623731,0.02,0.00080303432010226,"i",FALSE,0.0142794285222291,"i",FALSE
500,0.2,0.05,2.23606797749979,0.02,0.00114347140116128,"N_ch",FALSE,0.0188814422884541,"k_off",FALSE
500,0.2,0.1,3.16227766016838,0.02,0.0010128819205815,"S",FALSE,0.00798376425625052,"S",FALSE
500,0.2,0.2,4.47213595499958,0.02,0.00293439441463349,"S",FALSE,0.0200521595039964,"baseline",TRUE
500,0.2,0.5,7.07106781186548,0.02,0.0027647931347435,"S",FALSE,0.0152529985876202,"i",FALSE
500,0.2,1,10,0.02,0.00245779095362003,"N_ch",FALSE,0.0216693857219926,"k_on",TRUE
500,0.5,0.01,2.5,0.05,0.00060517643641276,"i",FALSE,0.0164122072022172,"S",FALSE
500,0.5,0.02,3.53553390593274,0.05,0.00084872426212829,"N_ch",FALSE,0.0113721828819137,"i",FALSE
500,0.5,0.05,5.59016994374947,0.05,0.00102116007536221,"N_ch",FALSE,0.0133563336687758,"i",FALSE
500,0.5,0.1,7.90569415042095,0.05,0.00115667987188145,"S",FALSE,0.013371319861526,"k_off",FALSE
500,0.5,0.2,11.1803398874989,0.05,0.00207342511719573,"S",FALSE,0.0112164712715055,"S",FALSE
500,0.5,0.5,17.6776695296637,0.05,0.002566666599959,"i",FALSE,0.0162216960581641,"i",FALSE
500,0.5,1,25,0.05,0.00653746121502197,"S",FALSE,0.0159823454153895,"i",FALSE
500,1,0.01,5,0.1,0.00065530073662307,"baseline",FALSE,0.0179717691862819,"S",TRUE
500,1,0.02,7.07106781186548,0.1,0.00085790481336837,"baseline",FALSE,0.0238403800388743,"k_off",TRUE
500,1,0.05,11.1803398874989,0.1,0.00124412628739003,"baseline",FALSE,0.012890896313556,"baseline",FALSE
500,1,0.1,15.8113883008419,0.1,0.00086475428151891,"k_on",FALSE,0.00936902323156086,"k_on",FALSE
500,1,0.2,22.3606797749979,0.1,0.00144527822433045,"N_ch",FALSE,0.0112933776418747,"i",FALSE
500,1,0.5,35.3553390593274,0.1,0.00181192375457432,"N_ch",FALSE,0.0125299429188258,"k_on",FALSE
500,1,1,50,0.1,0.00271326332323483,"S",FALSE,0.0148578441876044,"baseline",FALSE
500,10,0.01,50,1,0.00200806850738095,"N_ch",FALSE,0.0188599720043811,"k_on",TRUE
500,10,0.02,70.7106781186548,1,0.00435460607868616,"baseline",FALSE,0.0146362926877211,"baseline",FALSE
500,10,0.05,111.803398874989,1,0.00407203134451807,"baseline",FALSE,0.0159361958224517,"i",FALSE
500,10,0.1,158.113883008419,1,0.0058379819463067,"baseline",FALSE,0.0195846917257271,"baseline",FALSE
500,10,0.2,223.606797749979,1,0.00510103633707281,"baseline",FALSE,0.0170664435488314,"baseline",FALSE
500,10,0.5,353.553390593274,1,0.0010471582666578,"baseline",FALSE,0.0101044965430523,"k_off",FALSE
500,10,1,500,1,0.00177104967883771,"S",FALSE,0.0124655346707383,"k_off",FALSE
1000,0.05,0.01,0.5,0.005,0.00144527997115327,"N_ch",TRUE,0.026898604381691,"baseline",TRUE
1000,0.05,0.02,0.707106781186548,0.005,0.00067131831660738,"S",FALSE,0.0129038209304163,"S",FALSE
1000,0.05,0.05,1.1180339887499,0.005,0.00073699109683297,"k_on",FALSE,0.0112549163955793,"k_on",FALSE
1000,0.05,0.1,1.58113883008419,0.005,0.0014988670924535,"N_ch",FALSE,0.0169053778444895,"N_ch",FALSE
1000,0.05,0.2,2.23606797749979,0.005,0.00041662620314168,"baseline",FALSE,0.0191885621900158,"baseline",FALSE
1000,0.05,0.5,3.53553390593274,0.005,0.00235497888732939,"S",FALSE,0.0126793466452937,"k_off",FALSE
1000,0.05,1,5,0.005,0.00364743794147583,"S",FALSE,0.0237743539979365,"baseline",TRUE
1000,0.1,0.01,1,0.01,0.0004930920142491,"baseline",FALSE,0.0160701693048916,"baseline",FALSE
1000,0.1,0.02,1.4142135623731,0.01,0.00072774805008984,"S",FALSE,0.0148818939819999,"S",FALSE
1000,0.1,0.05,2.23606797749979,0.01,0.00059123775569049,"S",FALSE,0.0112601069719553,"baseline",FALSE
1000,0.1,0.1,3.16227766016838,0.01,0.00224607395993982,"S",FALSE,0.0166458045406141,"S",FALSE
1000,0.1,0.2,4.47213595499958,0.01,0.00202323752002028,"N_ch",FALSE,0.0179392903678538,"N_ch",FALSE
1000,0.1,0.5,7.07106781186548,0.01,0.00541859031988024,"S",FALSE,0.0176453984604133,"S",FALSE
1000,0.1,1,10,0.01,0.00243249600957879,"i",FALSE,0.0111432881979774,"i",FALSE
1000,0.2,0.01,2,0.02,0.00121105129589518,"i",TRUE,0.027198756065963,"i",TRUE
1000,0.2,0.02,2.82842712474619,0.02,0.0005238515942454,"baseline",FALSE,0.0120756819088958,"baseline",FALSE
1000,0.2,0.05,4.47213595499958,0.02,0.0007161320475454,"S",FALSE,0.00838050378762785,"S",FALSE
1000,0.2,0.1,6.32455532033676,0.02,0.00047671004204105,"baseline",FALSE,0.0109829249196082,"baseline",FALSE
1000,0.2,0.2,8.94427190999916,0.02,0.00407493082447156,"N_ch",TRUE,0.0358206551807069,"N_ch",TRUE
1000,0.2,0.5,14.142135623731,0.02,0.00138446936712734,"N_ch",FALSE,0.0129631260699622,"k_off",FALSE
1000,0.2,1,20,0.02,0.00788781641401994,"S",FALSE,0.0272871914276237,"k_off",TRUE
1000,0.5,0.01,5,0.05,0.00150228096422866,"N_ch",TRUE,0.0207155560553854,"N_ch",TRUE
1000,0.5,0.02,7.07106781186548,0.05,0.00133753820141266,"k_on",FALSE,0.0204670993908169,"k_on",FALSE
1000,0.5,0.05,11.1803398874989,0.05,0.00093462882969416,"N_ch",FALSE,0.012961761563781,"baseline",FALSE
1000,0.5,0.1,15.8113883008419,0.05,0.00140145250199974,"S",FALSE,0.0111776991445805,"S",FALSE
1000,0.5,0.2,22.3606797749979,0.05,0.00053801637234609,"k_on",FALSE,0.012189606571943,"k_off",FALSE
1000,0.5,0.5,35.3553390593274,0.05,0.00243025014505653,"S",FALSE,0.0177767676982735,"k_off",FALSE
1000,0.5,1,50,0.05,0.00563420737032749,"S",FALSE,0.0139714876595844,"k_on",FALSE
1000,1,0.01,10,0.1,0.0014576172207461,"N_ch",TRUE,0.0185569481647203,"N_ch",TRUE
1000,1,0.02,14.142135623731,0.1,0.00045724043904518,"k_on",FALSE,0.0107053597449302,"k_off",FALSE
1000,1,0.05,22.3606797749979,0.1,0.00088230364658475,"baseline",FALSE,0.0110737082145272,"S",FALSE
1000,1,0.1,31.6227766016838,0.1,0.00117509595141188,"S",FALSE,0.0114705571977613,"baseline",FALSE
1000,1,0.2,44.7213595499958,0.1,0.00287412731660142,"S",FALSE,0.0173357550937213,"k_on",FALSE
1000,1,0.5,70.7106781186548,0.1,0.0050419787284693,"N_ch",TRUE,0.0301767517316851,"N_ch",TRUE
1000,1,1,100,0.1,0.00366714271184406,"S",FALSE,0.0262487249310542,"baseline",TRUE
1000,10,0.01,100,1,0.00331481681409496,"baseline",FALSE,0.0110088188850383,"baseline",FALSE
1000,10,0.02,141.42135623731,1,0.00219149007229242,"baseline",FALSE,0.0115618872935652,"k_off",FALSE
1000,10,0.05,223.606797749979,1,0.00210527746234593,"N_ch",FALSE,0.0175363182600315,"N_ch",FALSE
1000,10,0.1,316.227766016838,1,0.00131530932652272,"baseline",FALSE,0.00988611597968299,"k_on",FALSE
1000,10,0.2,447.213595499958,1,0.0030878820903317,"baseline",FALSE,0.0162395280678375,"S",FALSE
1000,10,0.5,707.106781186548,1,0.00252480588736373,"baseline",FALSE,0.0203838050529684,"k_on",TRUE
1000,10,1,1000,1,0.00809740044891446,"S",FALSE,0.0187920920453106,"S",FALSE
1000,100,0.01,1000,10,0.00730999844620727,"baseline",FALSE,0.0140864923012697,"S",FALSE
1000,100,0.02,1414.2135623731,10,0.00874601726736561,"baseline",FALSE,0.0124706583314335,"N_ch",FALSE
1000,100,0.05,2236.06797749979,10,0.0217722214095854,"baseline",TRUE,0.0241287852036324,"baseline",TRUE
1000,100,0.1,3162.27766016838,10,0.00611006665636227,"baseline",FALSE,0.0241065128821466,"k_on",TRUE
1000,100,0.2,4472.13595499958,10,0.011391542281718,"baseline",FALSE,0.0125799963060234,"baseline",FALSE
1000,100,0.5,7071.06781186548,10,0.00654595860643043,"baseline",FALSE,0.0138371366426395,"S",FALSE
1000,100,1,10000,10,0.00429400109542823,"i",FALSE,0.0155697992563022,"i",FALSE
1000,1000,0.01,10000,100,0.0232875775802181,"baseline",FALSE,0.0274532219092692,"S",TRUE
1000,1000,0.02,14142.135623731,100,0.0126336473332935,"baseline",FALSE,0.00758651351308372,"k_off",FALSE
1000,1000,0.05,22360.6797749979,100,0.0241114662884804,"baseline",FALSE,0.0117355524621854,"i",FALSE
1000,1000,0.1,31622.7766016838,100,0.0179076043101471,"baseline",FALSE,0.0174505360189805,"k_off",FALSE
1000,1000,0.2,44721.3595499958,100,0.0185486235418458,"baseline",FALSE,0.0236484918947395,"i",TRUE
1000,1000,0.5,70710.6781186548,100,0.00652168624712132,"baseline",FALSE,0.00910835645191451,"k_off",FALSE
1000,1000,1,1e+05,100,0.008230652118611,"N_ch",FALSE,0.0197976739862925,"S",FALSE
1000,10000,0.01,1e+05,1000,0.0106037366841845,"baseline",FALSE,0.0152617591793736,"k_on",FALSE
1000,10000,0.02,141421.356237309,1000,0.104769184415607,"baseline",FALSE,0.0128498260047032,"baseline",FALSE
1000,10000,0.05,223606.797749979,1000,0.0212871298327365,"N_ch",FALSE,0.0116910406757687,"N_ch",FALSE
1000,10000,0.1,316227.766016838,1000,0.0171794763923331,"N_ch",FALSE,0.00954005537269222,"S",FALSE
1000,10000,0.2,447213.595499958,1000,0.0953479399700112,"baseline",FALSE,0.0116673118567891,"baseline",FALSE
1000,10000,0.5,707106.781186548,1000,0.0613596423591615,"baseline",FALSE,0.0201476099321053,"N_ch",TRUE
1000,10000,1,1e+06,1000,0.0135416071047872,"i",FALSE,0.00702411969861126,"k_on",FALSE
1000,1e+05,0.01,1e+06,10000,0.169217596586053,"baseline",FALSE,0.0153427741697688,"k_on",FALSE
1000,1e+05,0.02,1414213.56237309,10000,0.0798958970202668,"N_ch",FALSE,0.00791062858537809,"k_off",FALSE
1000,1e+05,0.05,2236067.97749979,10000,0.590487707228435,"baseline",TRUE,0.0270338392550667,"k_off",TRUE
1000,1e+05,0.1,3162277.66016838,10000,0.461952440441105,"baseline",FALSE,0.0179718868076034,"baseline",FALSE
1000,1e+05,0.2,4472135.95499958,10000,0.0382538817765982,"baseline",FALSE,0.015014282331493,"k_off",FALSE
1000,1e+05,0.5,7071067.81186548,10000,0.169285110355219,"baseline",FALSE,0.00752778055065051,"k_on",FALSE
1000,1e+05,1,1e+07,10000,0.605347788041763,"baseline",TRUE,0.0229752538673553,"k_on",TRUE
1000,1e+06,0.01,1e+07,1e+05,0.550818384575865,"baseline",FALSE,0.0140516635467201,"S",FALSE
1000,1e+06,0.02,14142135.623731,1e+05,0.725824433134123,"baseline",FALSE,0.00903210115623566,"k_on",FALSE
1000,1e+06,0.05,22360679.7749979,1e+05,1.83752089376547,"baseline",TRUE,0.0226242000996221,"baseline",TRUE
1000,1e+06,0.1,31622776.6016838,1e+05,1.55545719470784,"N_ch",FALSE,0.0130795410305725,"k_off",FALSE
1000,1e+06,0.2,44721359.5499958,1e+05,0.97005517834523,"baseline",FALSE,0.0119182401550238,"baseline",FALSE
1000,1e+06,0.5,70710678.1186548,1e+05,2.00407565537552,"baseline",TRUE,0.0243756920211456,"baseline",TRUE
1000,1e+06,1,1e+08,1e+05,4.47376896360477,"i",FALSE,0.0204801488943676,"i",FALSE
2000,0.05,0.01,1,0.005,0.00046681726930972,"S",FALSE,0.0134952637801685,"S",FALSE
2000,0.05,0.02,1.4142135623731,0.005,0.00118227774172509,"S",TRUE,0.0214709940330201,"S",TRUE
2000,0.05,0.05,2.23606797749979,0.005,0.00168399489392325,"S",FALSE,0.017653781578192,"S",FALSE
2000,0.05,0.1,3.16227766016838,0.005,0.00038806065261239,"N_ch",FALSE,0.00529456894745727,"i",FALSE
2000,0.05,0.2,4.47213595499958,0.005,0.00352883163158034,"S",FALSE,0.0249978840552235,"k_off",TRUE
2000,0.05,0.5,7.07106781186548,0.005,0.00276257946373116,"S",FALSE,0.0111125829018725,"i",FALSE
2000,0.05,1,10,0.005,0.00214362948686038,"S",FALSE,0.0148358271109524,"k_on",FALSE
2000,0.1,0.01,2,0.01,0.00063085414672137,"N_ch",FALSE,0.0166524286831646,"S",FALSE
2000,0.1,0.02,2.82842712474619,0.01,0.0001347754992461,"S",FALSE,0.00343960652427635,"baseline",FALSE
2000,0.1,0.05,4.47213595499958,0.01,0.00096826979116522,"i",FALSE,0.0242326611283648,"baseline",TRUE
2000,0.1,0.1,6.32455532033676,0.01,0.0011156951062966,"S",FALSE,0.0137762832436631,"baseline",FALSE
2000,0.1,0.2,8.94427190999916,0.01,0.0008938286117563,"N_ch",FALSE,0.0109606134763144,"baseline",FALSE
2000,0.1,0.5,14.142135623731,0.01,0.00112899952989957,"S",FALSE,0.00535167297603192,"i",FALSE
2000,0.1,1,20,0.01,0.00318185846314853,"N_ch",FALSE,0.0145411132289987,"i",FALSE
2000,0.2,0.01,4,0.02,0.00099085284062074,"k_on",TRUE,0.0213934674389254,"k_on",TRUE
2000,0.2,0.02,5.65685424949238,0.02,0.00105342123933171,"N_ch",TRUE,0.0191293880626759,"N_ch",TRUE
2000,0.2,0.05,8.94427190999916,0.02,0.0011012502912235,"S",FALSE,0.0198067332333036,"i",FALSE
2000,0.2,0.1,12.6491106406735,0.02,0.00141034945603796,"S",FALSE,0.0104449506603167,"S",FALSE
2000,0.2,0.2,17.8885438199983,0.02,0.00455461865388748,"S",TRUE,0.0234898738482962,"S",TRUE
2000,0.2,0.5,28.2842712474619,0.02,0.00132108178141915,"N_ch",FALSE,0.0125659955989695,"baseline",FALSE
2000,0.2,1,40,0.02,0.00344240514306306,"S",FALSE,0.00792643963365231,"S",FALSE
2000,0.5,0.01,10,0.05,0.00100146642889699,"N_ch",FALSE,0.0176366393151694,"N_ch",FALSE
2000,0.5,0.02,14.142135623731,0.05,0.00090184838841784,"k_on",FALSE,0.0228894600236188,"k_off",TRUE
2000,0.5,0.05,22.3606797749979,0.05,0.00083008285142354,"i",FALSE,0.0140165816464666,"i",FALSE
2000,0.5,0.1,31.6227766016838,0.05,0.00316328006618819,"S",TRUE,0.0241940773609394,"S",TRUE
2000,0.5,0.2,44.7213595499958,0.05,0.0022445064012068,"baseline",TRUE,0.0327033692311775,"baseline",TRUE
2000,0.5,0.5,70.7106781186548,0.05,0.00231667320831605,"S",FALSE,0.0123156198668667,"baseline",FALSE
2000,0.5,1,100,0.05,0.00425439290566706,"S",FALSE,0.0194823728573204,"baseline",FALSE
2000,1,0.01,20,0.1,0.00072791142244631,"k_on",FALSE,0.0156375630189566,"k_on",FALSE
2000,1,0.02,28.2842712474619,0.1,0.00161036213888391,"baseline",FALSE,0.0235259305028575,"k_on",FALSE
2000,1,0.05,44.7213595499958,0.1,0.00100549865359277,"N_ch",FALSE,0.0138019143560538,"N_ch",FALSE
2000,1,0.1,63.2455532033676,0.1,0.00129815168969142,"N_ch",FALSE,0.0149869201313056,"N_ch",FALSE
2000,1,0.2,89.4427190999916,0.1,0.0010106796602348,"baseline",FALSE,0.0137524492498527,"k_on",FALSE
2000,1,0.5,141.42135623731,0.1,0.00056604781418404,"k_on",FALSE,0.0206651439789354,"k_off",FALSE
2000,1,1,200,0.1,0.00403590429902616,"S",FALSE,0.0161118506413738,"i",FALSE
2000,10,0.01,200,1,0.00189291415131603,"baseline",FALSE,0.0185407365844511,"k_off",FALSE
2000,10,0.02,282.842712474619,1,0.00186909268964686,"baseline",FALSE,0.0250372048919358,"k_off",TRUE
2000,10,0.05,447.213595499958,1,0.0011196541924804,"i",FALSE,0.0121718914932589,"i",FALSE
2000,10,0.1,632.455532033676,1,0.00230942159995317,"baseline",FALSE,0.0102408447419793,"S",FALSE
2000,10,0.2,894.427190999916,1,0.00155361382718853,"baseline",FALSE,0.0113954194992343,"N_ch",FALSE
2000,10,0.5,1414.2135623731,1,0.00376439661019582,"baseline",FALSE,0.0143894690745718,"k_on",FALSE
2000,10,1,2000,1,0.00945416952780517,"S",TRUE,0.0218191213135867,"S",TRUE
5000,0.05,0.01,2.5,0.005,0.00031368491874365,"N_ch",FALSE,0.0126115282788676,"baseline",FALSE
5000,0.05,0.02,3.53553390593274,0.005,0.00047821271304968,"S",FALSE,0.0106866769522208,"k_off",FALSE
5000,0.05,0.05,5.59016994374947,0.005,0.00059187278468404,"S",FALSE,0.0219753044195972,"baseline",TRUE
5000,0.05,0.1,7.90569415042095,0.005,0.00084309640961034,"N_ch",FALSE,0.0174737776089271,"baseline",FALSE
5000,0.05,0.2,11.1803398874989,0.005,0.0023732150292024,"S",FALSE,0.0206451301867403,"k_on",TRUE
5000,0.05,0.5,17.6776695296637,0.005,0.00467163625188147,"S",FALSE,0.0209555529328941,"N_ch",TRUE
5000,0.05,1,25,0.005,0.00321662052296174,"S",FALSE,0.0124884859805793,"baseline",FALSE
5000,0.1,0.01,5,0.01,0.00022370668067477,"k_on",FALSE,0.00917336589351357,"k_off",FALSE
5000,0.1,0.02,7.07106781186548,0.01,0.00054848258598737,"k_on",TRUE,0.0185627440926429,"k_on",TRUE
5000,0.1,0.05,11.1803398874989,0.01,0.00120535895425084,"S",FALSE,0.0125726356220345,"S",FALSE
5000,0.1,0.1,15.8113883008419,0.01,0.00095031243358123,"S",FALSE,0.00920666022226456,"k_on",FALSE
5000,0.1,0.2,22.3606797749979,0.01,0.00110718322428804,"S",FALSE,0.00570103182892177,"S",FALSE
5000,0.1,0.5,35.3553390593274,0.01,0.00077434475670338,"N_ch",FALSE,0.0123582312997561,"baseline",FALSE
5000,0.1,1,50,0.01,0.00194545915908872,"S",FALSE,0.00931928188636352,"k_off",FALSE
5000,0.2,0.01,10,0.02,0.00058352146365738,"baseline",FALSE,0.0134409102515162,"baseline",FALSE
5000,0.2,0.02,14.142135623731,0.02,0.00085569346923413,"S",FALSE,0.0161188534937061,"S",FALSE
5000,0.2,0.05,22.3606797749979,0.02,0.00035765432824209,"baseline",FALSE,0.00823645083059811,"baseline",FALSE
5000,0.2,0.1,31.6227766016838,0.02,0.00213026594965177,"S",FALSE,0.0155761945267997,"S",FALSE
5000,0.2,0.2,44.7213595499958,0.02,0.00366008628246713,"S",TRUE,0.0252170341197046,"baseline",TRUE
5000,0.2,0.5,70.7106781186548,0.02,0.00332515596995765,"i",TRUE,0.0216133082417934,"i",TRUE
5000,0.2,1,100,0.02,0.00945650137182567,"S",TRUE,0.0331424641559055,"k_on",TRUE
5000,0.5,0.01,25,0.05,0.00066099255224666,"N_ch",FALSE,0.0175598652371474,"i",FALSE
5000,0.5,0.02,35.3553390593274,0.05,0.00141192484782423,"baseline",TRUE,0.0205730624973132,"baseline",TRUE
5000,0.5,0.05,55.9016994374947,0.05,0.00098279740963352,"baseline",FALSE,0.0143172155408287,"baseline",FALSE
5000,0.5,0.1,79.0569415042095,0.05,0.00062551118893378,"baseline",FALSE,0.0167433173347743,"k_off",FALSE
5000,0.5,0.2,111.803398874989,0.05,0.00124315170955918,"N_ch",FALSE,0.0122569582604903,"N_ch",FALSE
5000,0.5,0.5,176.776695296637,0.05,0.00053668775358377,"i",FALSE,0.0122950312537431,"k_off",FALSE
5000,0.5,1,250,0.05,0.00875023957369555,"S",FALSE,0.0262253209979696,"i",TRUE
5000,1,0.01,50,0.1,0.00055265937637649,"baseline",FALSE,0.00569829745402939,"baseline",FALSE
5000,1,0.02,70.7106781186548,0.1,0.00045293619950246,"N_ch",FALSE,0.0164784851879695,"k_off",FALSE
5000,1,0.05,111.803398874989,0.1,0.00259873986332123,"baseline",TRUE,0.0267783429614807,"baseline",TRUE
5000,1,0.1,158.113883008419,0.1,0.00052477139628487,"baseline",FALSE,0.0164951116289573,"k_off",FALSE
5000,1,0.2,223.606797749979,0.1,0.00221028566872796,"S",FALSE,0.0141508677825962,"k_on",FALSE
5000,1,0.5,353.553390593274,0.1,0.00192587997253325,"baseline",TRUE,0.0198378229952153,"baseline",TRUE
5000,1,1,500,0.1,0.00170657548093569,"N_ch",FALSE,0.0094387435827768,"k_on",FALSE
5000,10,0.01,500,1,0.00567023087266972,"baseline",FALSE,0.0185814090225371,"baseline",FALSE
5000,10,0.02,707.106781186548,1,0.00068544675283221,"k_on",TRUE,0.0230581012532394,"k_on",TRUE
5000,10,0.05,1118.03398874989,1,0.00147485321483083,"baseline",FALSE,0.0174746536041657,"k_on",FALSE
5000,10,0.1,1581.13883008419,1,0.00259750611884284,"baseline",FALSE,0.00849555934587868,"baseline",FALSE
5000,10,0.2,2236.06797749979,1,0.00439397085074088,"baseline",FALSE,0.0184877373692389,"k_on",FALSE
5000,10,0.5,3535.53390593274,1,0.0046893666736371,"baseline",FALSE,0.0153147513190302,"baseline",FALSE
5000,10,1,5000,1,0.00636328245664095,"baseline",FALSE,0.0207669085635439,"baseline",FALSE
10000,0.05,0.01,5,0.005,0.00052651427150632,"N_ch",FALSE,0.0182020088706027,"k_off",FALSE
10000,0.05,0.02,7.07106781186548,0.005,0.00054765976633028,"N_ch",FALSE,0.0150278688797554,"N_ch",FALSE
10000,0.05,0.05,11.1803398874989,0.005,0.00085501886247234,"S",FALSE,0.0149564412883789,"k_on",FALSE
10000,0.05,0.1,15.8113883008419,0.005,0.00093946212350379,"S",FALSE,0.0287012121207039,"k_off",TRUE
10000,0.05,0.2,22.3606797749979,0.005,0.00170163330125461,"S",FALSE,0.0193171718080736,"k_on",TRUE
10000,0.05,0.5,35.3553390593274,0.005,0.00358072208566931,"S",FALSE,0.0116600747609913,"S",FALSE
10000,0.05,1,50,0.005,0.00576087969456411,"S",FALSE,0.0132649157437729,"S",FALSE
10000,0.1,0.01,10,0.01,0.0003347574759552,"S",FALSE,0.0106123161481113,"N_ch",FALSE
10000,0.1,0.02,14.142135623731,0.01,0.00049013695127204,"baseline",FALSE,0.0159615327572221,"baseline",FALSE
10000,0.1,0.05,22.3606797749979,0.01,0.00105214018967746,"S",FALSE,0.0160508487256019,"baseline",FALSE
10000,0.1,0.1,31.6227766016838,0.01,0.00066251584587676,"i",FALSE,0.0095646329607183,"i",FALSE
10000,0.1,0.2,44.7213595499958,0.01,0.001373280267792,"S",FALSE,0.0087533169938665,"baseline",FALSE
10000,0.1,0.5,70.7106781186548,0.01,0.00049285873782361,"S",FALSE,0.0126270147831119,"baseline",FALSE
10000,0.1,1,100,0.01,0.00243590636894074,"S",FALSE,0.019589724017114,"k_off",TRUE
10000,0.2,0.01,20,0.02,0.00034895951101858,"k_on",FALSE,0.0169113134794516,"k_off",FALSE
10000,0.2,0.02,28.2842712474619,0.02,0.00054573644687557,"S",FALSE,0.0163494224205595,"k_on",FALSE
10000,0.2,0.05,44.7213595499958,0.02,0.00282363938063596,"S",TRUE,0.0294479248830331,"S",TRUE
10000,0.2,0.1,63.2455532033676,0.02,0.00085388591317797,"N_ch",FALSE,0.0185134053271615,"k_on",FALSE
