nch,z,interval,param,v,b,se
10,1,0.02,k_on,-0.007726788465738165,-0.00378533548395415,0.43828753912059454
10,1,0.02,k_off,0.016727623754065862,0.00243729150733483,0.19573416044002448
10,1,0.02,i,0.010487454974383126,-1.6510990329981e-4,0.24779979476713404
10,1,0.02,S,-0.007865757159551033,-2.9046365276836e-4,0.02895033345225457
10,1,0.02,baseline,0.0796516169760969,0.00600135442770913,0.07928403726012519
10,1,0.02,N_ch,0.007647905801878033,0.00425263823235187,0.4823290669127377
10,1,0.05,k_on,0.007309920016370562,0.00639435765567897,0.4480907994990917
10,1,0.05,k_off,0.014753920797777046,4.2858709097283e-4,0.1958348572761582
10,1,0.05,i,0.026361733375079258,0.00641153855607617,0.25194175445835487
10,1,0.05,S,-0.003336049718067414,-5.1173362029238e-4,0.04896978114631338
10,1,0.05,baseline,0.04813353250310279,0.0036656305055222,0.07947303352319572
10,1,0.05,N_ch,-0.01085378342176846,-0.00931719159375862,0.49235695494042797
10,1,0.1,k_on,0.004054532026413192,0.00120090374052459,0.45163893565218066
10,1,0.1,k_off,0.0035730909486030547,1.8178525717325e-4,0.19524313770079904
10,1,0.1,i,0.017551319098885118,0.00229383801741813,0.25767814411534573
10,1,0.1,S,-0.02846208276205608,-0.00237403558095824,0.07601246582717174
10,1,0.1,baseline,0.0661406153108519,0.00524876076637094,0.07975733215198838
10,1,0.1,N_ch,0.00707196125678637,-0.00120676696279148,0.4981887328187981
10,1,0.2,k_on,0.013022210289047334,0.01033935690166678,0.4648091090199871
10,1,0.2,k_off,0.011617103962422944,1.863463766253659e-6,0.19493186923064795
10,1,0.2,i,0.019500635643980566,0.00764762029558531,0.2676342265305562
10,1,0.2,S,-0.02787766482153456,-0.00430132603450764,0.12265538966009419
10,1,0.2,baseline,0.04495864193793299,0.00357693528837979,0.08032616700892749
10,1,0.2,N_ch,-0.01656560372725613,-0.01306266641192082,0.5129599906070876
10,1,0.5,k_on,0.004773789170492874,0.00284374618167418,0.4877788309243787
10,1,0.5,k_off,0.0010686818789813236,-1.3832818964298e-4,0.1953620783566844
10,1,0.5,i,0.014907946182446188,0.00474527604879321,0.2949270424648119
