interval_in_tau,param_index,m,lo,hi,se,nch,z
0.2,4,0.00304781733064073,0.00169187328508755,0.00447366613053486,0.06086174395001855,20,0.5
0.2,5,-0.01265974020298954,-0.02060591126139961,-0.0057515398070016,0.36982594866199964,20,0.5
0.1,0,0.00247607632595637,-0.00381196144307515,0.01041476083775686,0.3471543276193762,20,0.5
0.1,1,9.8731463224614e-4,-0.00186803619613712,0.00380235711654468,0.13701710601990577,20,0.5
0.1,2,0.00577215933499424,0.00284535994083811,0.01014577723843574,0.1816531503186698,20,0.5
0.1,3,-0.00394174766037466,-0.00582541119471898,-0.00160401604851252,0.0859855606042086,20,0.5
0.1,4,0.00279655185071133,0.0014916862963954,0.0042196138240302,0.06028942899793645,20,0.5
0.1,5,-0.00646188278826164,-0.01486126712490828,3.6018165684003e-4,0.35937525986446894,20,0.5
0.05,0,0.00387666839929298,-0.00278138906918675,0.0109916203256078,0.3433029676808824,20,0.5
0.05,1,-0.00126670543846456,-0.00451451408092393,0.00175932686180868,0.13680675918004062,20,0.5
0.05,2,0.00426440315996048,0.00113616078265848,0.00888359841115669,0.17672076295957215,20,0.5
0.05,3,-0.00149241585186369,-0.00249003678120182,-6.2869149537777e-4,0.053395171556221734,20,0.5
0.05,4,0.00467629464167707,0.00362216961621984,0.00620359898066588,0.060076824421035936,20,0.5
0.05,5,-0.00727269639434782,-0.015500794755472549,-5.9463869761293e-4,0.35322338762433214,20,0.5
0.02,0,0.00183576157530602,-0.00617347897654393,0.00897470633723801,0.3392853022820268,20,0.5
0.02,1,-0.00106961000055293,-0.00321592152801856,0.00163313956448126,0.13652033045602124,20,0.5
0.02,2,-3.149538621694477e-5,-0.00391908818576542,0.00298601584374721,0.17348039957056122,20,0.5
0.02,3,-1.1227370071398e-4,-7.6262150847526e-4,5.5154133791371e-4,0.03021577070461765,20,0.5
0.02,4,0.00482275284411206,0.00330426796943342,0.00622884528100686,0.060025813345387084,20,0.5
0.02,5,-1.8751346735293e-4,-0.00599855138955532,0.00850769386047185,0.34815510223695173,20,0.5
0.01,0,-2.224731145716004e-5,-0.00667574157087061,0.00734244512909155,0.3398995846634328,20,0.5
0.01,1,7.7497442387211e-4,-0.00182648123408079,0.00403282105737299,0.13683224833628002,20,0.5
0.01,2,-3.6917837393325e-4,-0.0040557594008767,0.00346051846607617,0.1725223738706993,20,0.5
0.01,3,-1.5061491333354e-4,-5.6577353862461e-4,2.3786074186346e-4,0.020426434627486265,20,0.5
0.01,4,0.0033813539647989,0.00225955979096052,0.00427701591182437,0.05987567258636207,20,0.5
0.01,5,7.7119132408535e-4,-0.00657477035641485,0.00840481020697892,0.3479649552137327,20,0.5
1,0,-0.00683083377915817,-0.01605340759012455,0.0022688717689165,0.41230171188058035,20,1
1,1,0.00308445446413314,-1.4808662321973e-4,0.00597810759742301,0.14341383252089454,20,1
1,2,-7.978448413026e-4,-0.00759395359656486,0.00625839489582693,0.2988948764389129,20,1
1,3,-0.01815593432449382,-0.02665053059562137,-0.01043131693283898,0.3974990607861229,20,1
1,4,8.7451750473324e-4,-6.81219506624e-4,0.00277074218935088,0.08950369069176092,20,1
1,5,0.00541895108354955,-0.00569579931746769,0.01513561339902194,0.48166059687646706,20,1
0.5,0,-0.00112531642442272,-0.00815600409148727,0.0052367679050511,0.3853167343719115,20,1
0.5,1,-6.1551069516395e-4,-0.00343033257363922,0.00253485263770397,0.14188198655405673,20,1
0.5,2,0.00456635977380663,1.7034807421842e-4,0.00879996692000446,0.2428557994087714,20,1
0.5,3,-0.01285216172523527,-0.01705104930919847,-0.00816413640281274,0.2479347392685614,20,1
0.5,4,0.00322307271165426,0.00163686683896675,0.00471815527025946,0.08713701117266101,20,1
0.5,5,-0.00456170463849149,-0.01096649699568356,0.00373977499534154,0.4272572156658355,20,1
0.2,0,0.00111056046069221,-0.00458934768080568,0.00879817800762775,0.3707870998974808,20,1
0.2,1,-0.00142427895298129,-0.00409469080493412,7.5448111624831e-4,0.14030699498790097,20,1
0.2,2,0.00358381943242971,-0.00176671219430559,0.00776871147571623,0.21288020298442636,20,1
0.2,3,-0.00234050291359535,-0.00498479914732126,2.2095891847361e-4,0.13128783931435953,20,1
0.2,4,0.00420914345192901,0.00250973297774953,0.00609052011828147,0.08536521046162887,20,1
0.2,5,-0.00419370072502613,-0.01254501624968235,0.00254815080089678,0.39788479550125033,20,1
0.1,0,2.684901447097914e-5,-0.00714665941555723,0.007199373000975,0.3654440422539144,20,1
0.1,1,-0.00120836834352128,-0.00408093847674085,0.00184864205970207,0.14046695753193686,20,1
0.1,2,0.00358036495317624,-7.6289877116943e-4,0.0071889858666457,0.2041562724611097,20,1
0.1,3,-0.00130204535906896,-0.00276238952426707,1.9393254113457e-4,0.08048494813518277,20,1
0.1,4,0.00301584437974152,0.00122942123309994,0.00454344247687862,0.0847179811856342,20,1
0.1,5,-0.0045309258360207,-0.01095714450023843,0.00329222699035287,0.3887611866470404,20,1
0.05,0,0.00731356504074477,3.7686804353359e-4,0.01756247736771093,0.3627711367369448,20,1
0.05,1,-0.00216688454208801,-0.00583489842849452,3.8179454152329e-4,0.1405370388110482,20,1
0.05,2,0.00458149674969252,7.1085564748989e-4,0.00885530448404113,0.19847523287998453,20,1
0.05,3,-2.9834257963557e-4,-0.00146566464192288,8.7397070630515e-4,0.05083887703714265,20,1
0.05,4,0.00321586278210441,0.0015737975877729,0.00491183827341294,0.08457971208849496,20,1
0.05,5,-0.01032617307662842,-0.01837194146391017,-0.0018452179269288,0.3827349915173559,20,1
0.02,0,-0.00405938027020179,-0.01332971867169791,0.00297979103816232,0.35879236778207196,20,1
0.02,1,-3.9661519694507e-4,-0.00284779911664267,0.00235855065535388,0.14051176479133062,20,1
0.02,2,8.8218467784269e-4,-0.00336755061842802,0.00470149781043501,0.1951779138900892,20,1
0.02,3,-1.5121022147769e-4,-7.3199525638301e-4,4.1497524035446e-4,0.02946839991996121,20,1
0.02,4,0.0047901110040942,0.00300259795935184,0.00686308421834013,0.08441251084637116,20,1
0.02,5,0.00178390451221532,-0.00524621889010464,0.00993828426055028,0.378217243124234,20,1
0.01,0,0.00340563012394801,-0.00331358273939508,0.0099385022214555,0.35887324704823775,20,1
0.01,1,9.4297330349137e-4,-0.0012981707925674,0.00359470552318915,0.14069831279430872,20,1
0.01,2,0.0011293826962504,-0.00254172314932663,0.00496354895793096,0.19427661838706747,20,1
0.01,3,1.464932358858e-4,-2.1550477119514e-4,5.442852150935e-4,0.02014646182963078,20,1
0.01,4,0.00537842568584147,0.00391373444085901,0.00723375841067309,0.08425993487939236,20,1
0.01,5,-0.00140492372409519,-0.00836973870025026,0.0058879269268815,0.37754264732657145,20,1
1,0,0.00505705747057291,-0.00481964624649388,0.01472807161679767,0.537437447912802,20,10
1,1,-0.00177070951865538,-0.00587794040275451,0.0016689869918912,0.18450182679981886,20,10
1,2,7.109866062221e-4,-0.00967453986435813,0.01027228120506754,0.48516880312869604,20,10
1,3,0.00321179861265991,-0.00390071404656105,0.01106226343744867,0.33154698183801284,20,10
1,4,9.7325769815459e-4,-0.00424734014942043,0.00673581070938332,0.26427867459842364,20,10
1,5,-0.00493293950338379,-0.01902643474236502,0.01085580410200119,0.7231280384730014,20,10
0.5,0,0.0116921011656783,9.3425130675243e-4,0.02323507918912814,0.5191190255104697,20,10
0.5,1,-0.00187316147039029,-0.00543641853938584,0.00189711675262474,0.17993535674802844,20,10
0.5,2,0.00568088659094284,-0.00293219729804177,0.01433556706577638,0.4336531275162937,20,10
0.5,3,-0.00385058763539095,-0.00744609364917802,6.138312176099e-4,0.20205805368488716,20,10
0.5,4,0.00294867077758899,-0.00243654798151191,0.00843354672695741,0.26015075940426,20,10
0.5,5,-0.01221693331157616,-0.02631048736106659,1.2481519864393e-4,0.6706439283081419,20,10
0.2,0,0.00481755094983184,-0.00559190942272214,0.01440175091297031,0.5080660221271779,20,10
0.2,1,0.00178463719383448,-0.00248134523175619,0.00613073008611381,0.1790843521536175,20,10
0.2,2,-0.00342880609101967,-0.01037929462864524,0.00478955766983052,0.39480539786726104,20,10
0.2,3,1.348054265267e-4,-0.00183490300726994,0.0022292943122059,0.10670654481888794,20,10
0.2,4,-0.00172717228744877,-0.00711043811737287,0.00357022614559099,0.2575559603506391,20,10
0.2,5,0.00152309255409598,-0.01047754466700707,0.01336750733325045,0.6326226039254612,20,10
0.1,0,-0.00323132967033019,-0.01245046487202549,0.00899674344955164,0.5017056645632492,20,10
0.1,1,0.0012628117536172,-0.00314341407625042,0.00482950207766515,0.17953845128623164,20,10
0.1,2,-0.0013169290706115,-0.00879599636478651,0.00559169686330725,0.37938037917593076,20,10
0.1,3,-2.6262536906863e-4,-0.00142052376851469,8.9534548142737e-4,0.06892488227727726,20,10
0.1,4,9.7010767262082e-4,-0.00423771267805639,0.00593543488005485,0.25672804763677726,20,10
0.1,5,0.00424355230569342,-0.00757340274012254,0.01537464358902706,0.6167630266153773,20,10
0.05,0,0.00577535377639003,-0.00613947257198293,0.01554712420440845,0.5009277799314598,20,10
0.05,1,6.9164981260595e-4,-0.00290253614660697,0.00599803370808507,0.17955763565355318,20,10
0.05,2,0.00500447386371178,-0.00256018960235941,0.01372232506255393,0.36973423770510233,20,10
0.05,3,-5.8684646605611e-4,-0.00156829369645333,4.6989617859636e-4,0.04618108134616718,20,10
0.05,4,0.00289652608663086,-0.00245580991299098,0.0078714193818412,0.2562142629624135,20,10
0.05,5,-0.00817911758427728,-0.02297351497793583,0.00447265595297254,0.607513629587634,20,10
0.02,0,0.00467071821343491,-0.00892499709379156,0.01313299330259721,0.49956532759973543,20,10
0.02,1,-5.772010208988545e-5,-0.00429636821915334,0.00304288665111522,0.17954135901072377,20,10
0.02,2,0.00515312136155577,-0.00291783054364385,0.01241201251243818,0.36492624730494966,20,10
0.02,3,-2.703051111042e-4,-9.5282478076939e-4,3.1333483926768e-4,0.028184286186149012,20,10
0.02,4,0.00265599601296627,-0.00216646684193712,0.00842587343260999,0.25639638011570215,20,10
0.02,5,-0.00775190586952474,-0.01791457208970797,0.00712574998484613,0.6026368619138781,20,10
0.01,0,-0.00836440611336121,-0.01905957976241247,0.00339278261964781,0.4971259474904142,20,10
0.01,1,-0.00117576725642604,-0.00515137829279083,0.00278224539728025,0.1789318229770527,20,10
0.01,2,-0.0033889077868261,-0.0105267541492388,0.00367824912904602,0.364083231767305,20,10
0.01,3,6.345629647915607e-5,-4.0122497228639e-4,4.742596179691e-4,0.019680229568923478,20,10
0.01,4,-0.00134992746422202,-0.00693874187416361,0.0051500395683007,0.25685535297845874,20,10
0.01,5,0.00824768217297334,-0.00236653787943438,0.02039674391113904,0.6005424563164727,20,10
1,0,1.7927560216321e-4,-0.00626620081719305,0.00559930926158782,0.2795981517749016,50,0.05
1,1,0.00253468422628421,3.9633422558768e-4,0.00483003033121441,0.09087386401010035,50,0.05
1,2,-0.00643849888075726,-0.01051336246283135,-0.00209599704145462,0.23490961370912322,50,0.05
1,3,-0.00790406822910104,-0.01495458525907737,-0.00157987613018913,0.43410588617760043,50,0.05
1,4,5.3552291349165e-4,6.406364565092221e-5,9.5398274531137e-4,0.021644586552427608,50,0.05
1,5,0.00780654889090902,5.7023585430943e-4,0.01530382037919111,0.33763376429029757,50,0.05
0.5,0,-0.01158218464948889,-0.01776800492807081,-0.00564123693427919,0.26238622109206694,50,0.05
0.5,1,0.0031669491248677,0.00154978407985823,0.00517756701965884,0.08935494452296683,50,0.05
0.5,2,-0.00873481310782464,-0.01182104258654216,-0.00471113264106151,0.1719895846859691,50,0.05
0.5,3,-0.01768466566776122,-0.02273606737299055,-0.01212643888469082,0.3015235732506965,50,0.05
0.5,4,-2.965173935070765e-6,-4.6341861211003e-4,4.4024357132157e-4,0.021306083685174525,50,0.05
0.5,5,0.01655010715103501,0.01001522726985572,0.02298001744048464,0.28145112144662793,50,0.05
0.2,0,-0.00350787220614408,-0.0080675002086875,0.00152428503114679,0.2524222526393282,50,0.05
0.2,1,0.00355635360236333,0.00139514501900026,0.00542519948330821,0.08781640469088467,50,0.05
0.2,2,-8.8362945070276e-4,-0.00333523524273997,0.00158528613478985,0.12847690413423649,50,0.05
0.2,3,-0.01449918230387617,-0.01850882298330506,-0.01061366348022813,0.17689474440484376,50,0.05
0.2,4,2.4483153258982e-4,-1.5320958527045e-4,7.3246966081605e-4,0.02074909848557137,50,0.05
0.2,5,0.00453206625264391,-5.2104074530551e-4,0.00898191205369454,0.24562362517317735,50,0.05
0.1,0,9.9444918059916e-4,-0.00431341130679659,0.00694659405903148,0.2437649340182729,50,0.05
0.1,1,6.2279517226997e-4,-0.00154593056846973,0.00240796846154601,0.08653773413019328,50,0.05
0.1,2,0.00210499620066881,2.0179075018869e-4,0.00452724815876406,0.1113086174566753,50,0.05
0.1,3,-0.00927594454361451,-0.01168244466738003,-0.00673539527090139,0.11448265742849757,50,0.05
0.1,4,2.807515673905e-4,-1.4253729933464e-4,6.5472239561351e-4,0.020587747277535734,50,0.05
0.1,5,-0.00256183124350094,-0.00893989056652269,0.00216883866840104,0.22870590086470546,50,0.05
0.05,0,0.0020845856758859,-0.00288655224371957,0.0066872091248072,0.2349294260900299,50,0.05
0.05,1,0.00173127087844171,-1.4109138892583e-4,0.00346195168190579,0.08538004008747033,50,0.05
0.05,2,0.00113605966043535,-4.7410961540787e-4,0.00260238185331557,0.1022190237315924,50,0.05
0.05,3,-0.00329310326160717,-0.00483233593719383,-0.00199316169016842,0.07242046680772873,50,0.05
0.05,4,0.00121321003414986,7.6609199728796e-4,0.00160425871028717,0.020500083903976833,50,0.05
0.05,5,-0.00227874197517001,-0.00591691675960515,0.0020769941901045,0.21678985336086812,50,0.05
0.02,0,9.6448602823885e-4,-0.00333948125397976,0.00608490914899678,0.22622548889042313,50,0.05
0.02,1,0.00101913346838195,-5.4622607682443e-4,0.0024760438253466,0.08424617379168937,50,0.05
0.02,2,0.0026706303621889,0.0013189391271205,0.00398249242864537,0.09747260785859287,50,0.05
0.02,3,-0.00120541841336566,-0.00195138598529489,-1.852837509376e-4,0.038348251273231354,50,0.05
0.02,4,0.00151003441239312,0.00101911100589603,0.00194625768065663,0.020400415348222203,50,0.05
0.02,5,-0.00316789079712174,-0.00774879697815666,3.4639848056916e-4,0.20763794497344262,50,0.05
0.01,0,-0.00659051912818587,-0.01072756474092608,-0.00128880226748565,0.22347364581047643,50,0.05
0.01,1,0.00198832666477611,1.270590892841e-4,0.00361141994862313,0.08403520381266734,50,0.05
0.01,2,0.00133964616009192,-4.674428796527e-4,0.00265842333153495,0.09596687023829104,50,0.05
0.01,3,-3.8317963082983e-4,-9.0107307372763e-4,1.2122341137667e-4,0.02380192282743161,50,0.05
0.01,4,0.00162269483321438,0.0012172924091593,0.00197675278758983,0.020388200113798178,50,0.05
0.01,5,0.00282923275688521,-0.00170310977287433,0.00631685954490163,0.20482629407198172,50,0.05
1,0,-0.00269498952080627,-0.00729491797740767,0.00281419949298223,0.27964681790417395,50,0.1
1,1,0.00333843622327727,0.00142688566271899,0.00504569898873657,0.09109562463923654,50,0.1
1,2,-0.00569740126633135,-0.00968039760305305,-9.2495228442164e-4,0.23630278385228773,50,0.1
1,3,-0.00183500921957925,-0.0098911708794589,0.00668900227309545,0.43369905329027364,50,0.1
1,4,2.1222484391219e-4,-3.2355259490359e-4,9.5329323316689e-4,0.03052693403874241,50,0.1
1,5,0.00954185395323361,0.0019708986015274,0.01419148459876844,0.3390883507205299,50,0.1
0.5,0,-0.00277236710245723,-0.00876671936824579,0.00188516958320979,0.26316857106369435,50,0.1
0.5,1,7.8410245058308e-4,-0.00106022278159588,0.00331074267824614,0.08934016551870395,50,0.1
0.5,2,-0.0042716457673254,-0.00838909954227924,-8.4333894548419e-4,0.1748916169575895,50,0.1
0.5,3,-0.01455666358594719,-0.02124439736193641,-0.00833474647542026,0.2983474241159726,50,0.1
0.5,4,-2.8381244901469e-4,-9.5155243604562e-4,3.1075860433354e-4,0.029982388359277183,50,0.1
0.5,5,0.00617563085345271,4.401104974073e-4,0.01386708556293113,0.28450140627174514,50,0.1
0.2,0,-0.00467284539471769,-0.0111227583461659,0.00129557768526351,0.25285042462000923,50,0.1
0.2,1,0.00245163862803722,8.3774950870792e-4,0.00400214780005326,0.08808467187480278,50,0.1
0.2,2,-2.4591309766732e-4,-0.00212056903654968,0.00178687903218686,0.13243449387090642,50,0.1
0.2,3,-0.01379972945727889,-0.01711382621543752,-0.00986694724557675,0.1709093308671258,50,0.1
0.2,4,8.4974701286625e-4,2.9322848973187e-4,0.00143469620461404,0.029295624641386808,50,0.1
0.2,5,0.00393019566645854,-0.00177371578956007,0.00820792791770532,0.24919279142669343,50,0.1
0.1,0,-3.5872027288896e-4,-0.00605058085601369,0.00537949208745944,0.24540774643699265,50,0.1
0.1,1,3.9972085783705e-4,-0.00104850932620973,0.00183759548382234,0.0867533480439954,50,0.1
0.1,2,0.0011211979930636,-0.00100820567785635,0.00357279126556809,0.11586471773312983,50,0.1
0.1,3,-0.00556246428241164,-0.00796288703946368,-0.00358736708718785,0.10884486537812485,50,0.1
0.1,4,0.0015472342120152,0.00110011700967433,0.00206399784616647,0.029076727841467823,50,0.1
0.1,5,-9.0759696278225e-4,-0.00541557875304495,0.00357795309714251,0.2331397841953833,50,0.1
0.05,0,-0.00409343057357298,-0.00818307774168035,0.00112288425395764,0.23820961652557132,50,0.1
0.05,1,3.960673928929e-4,-0.00127338465670833,0.00217811169230925,0.08586287945630294,50,0.1
0.05,2,0.00216558972330652,-5.053176624712668e-5,0.00388497331625403,0.10801263564197519,50,0.1
0.05,3,-0.00243004039922837,-0.00375127543366935,-0.00125327157508695,0.06813988171052852,50,0.1
0.05,4,0.00174858625531263,0.00122298405637735,0.0023643568546936,0.028985040008708805,50,0.1
0.05,5,6.183812024624811e-6,-0.0039797570288683,0.00389657492328288,0.22329841991532579,50,0.1
0.02,0,4.9212422022456e-4,-0.00500276466663895,0.00545959694827563,0.23414231144054629,50,0.1
0.02,1,5.8868961077912e-4,-0.00107887906787365,0.00188058828313557,0.08511491571430198,50,0.1
0.02,2,0.00157946727504931,-2.6461115276283e-4,0.0031454574046917,0.10388791094031119,50,0.1
0.02,3,-5.4138844373513e-4,-0.00129717341107203,1.4483039210408e-4,0.03581163323519537,50,0.1
0.02,4,0.00210836211614759,0.00149959574518537,0.00263373637441048,0.028877949208620753,50,0.1
0.02,5,-0.00168976557746975,-0.00561443152458933,0.00246629475542757,0.21742814184590176,50,0.1
0.01,0,7.6363186850677e-4,-0.00442017126482502,0.00574095167073889,0.2322569365311284,50,0.1
0.01,1,3.923540517015856e-5,-0.00206904271128183,0.00189961226588264,0.08515246891568881,50,0.1
0.01,2,0.0027618828098535,6.0854707233898e-4,0.00431358191457999,0.10235086877991834,50,0.1
0.01,3,-2.784126292936e-4,-7.1106877012865e-4,1.3235880142261e-4,0.022643964718648987,50,0.1
0.01,4,0.00207171184740339,0.00152908745218113,0.00262118717970898,0.02888266336725476,50,0.1
0.01,5,-0.00369680714994293,-0.00784849416482918,8.2379563020517e-4,0.21530822862857735,50,0.1
1,0,-2.5575714217732e-4,-0.00599552897324488,0.00526800982066296,0.28080668148962645,50,0.2
1,1,0.00169645630953707,-9.441285892103756e-5,0.00334472394847606,0.09132923928723982,50,0.2
1,2,-0.00375540179583147,-0.00830414857178634,0.00227159566014903,0.23900445592027492,50,0.2
1,3,6.7608449628135e-4,-0.00730244151306355,0.00957637121320693,0.4326254465435535,50,0.2
1,4,6.9840272318557e-4,-2.1242015080181e-4,0.00151454229049264,0.04298187002952036,50,0.2
1,5,0.00490393261584417,-0.00273000901661016,0.0122479905807236,0.3425635654344106,50,0.2
0.5,0,1.7375334413104e-4,-0.00492761543197247,0.00518844853773896,0.2642028953679956,50,0.2
0.5,1,-5.203356042263e-4,-0.00255657065524542,0.00166409140588826,0.08956733378657875,50,0.2
0.5,2,-0.00189373242044624,-0.00526355273146546,0.00167016929947043,0.17934747728928063,50,0.2
0.5,3,-0.01334363847101809,-0.02014005234020823,-0.00787642287936613,0.293612627855693,50,0.2
0.5,4,4.5880798645927e-4,-4.7905162864073e-4,0.00128448423784933,0.04221017616990185,50,0.2
0.5,5,0.00164409130013612,-0.00405604258473716,0.00793313929014877,0.2892074702480556,50,0.2
0.2,0,-8.8470930559627e-4,-0.00560043410983328,0.00481905029582684,0.2545516860489409,50,0.2
0.2,1,6.0069200978625e-4,-0.00105523767859,0.00244687573297231,0.08814842501776246,50,0.2
0.2,2,0.00126386159409678,-0.00163794781519705,0.00360192835223154,0.13787377256740166,50,0.2
0.2,3,-0.00788605676516215,-0.01095372276301038,-0.00492526111917984,0.16376324470757536,50,0.2
0.2,4,0.001379813545505,5.6086796518443e-4,0.00202764706245704,0.04138979853123545,50,0.2
0.2,5,-6.0123780774142e-4,-0.00516362868073544,0.00436424534293696,0.2544089477452817,50,0.2
0.1,0,0.00112567941200722,-0.00440451631603998,0.00613799605254985,0.2480553490607828,50,0.2
0.1,1,6.7222080722724e-4,-9.5608992995585e-4,0.00262423136308722,0.08717421861620149,50,0.2
0.1,2,0.00165257336540526,-4.2242409059075e-4,0.00399136403283716,0.12279393201799155,50,0.2
0.1,3,-0.00278740065358201,-0.00476938434415416,-6.3617145511376e-4,0.10294826103926015,50,0.2
0.1,4,0.00184787092911685,0.0010787097439666,0.0028464852482156,0.0410645034427554,50,0.2
0.1,5,-0.00181030223221801,-0.00597633591750769,0.00212983822999993,0.24002625493279417,50,0.2
0.05,0,0.00116958343638882,-0.00338738237030141,0.00666951160699236,0.24381189217506044,50,0.2
0.05,1,-6.1527578134593e-4,-0.00217610638215928,0.00102328532119783,0.08646201987255255,50,0.2
0.05,2,0.00205522315111867,-2.5059012839829e-4,0.00413711476675157,0.11619354378533185,50,0.2
0.05,3,-0.00226526241013062,-0.00377166725490126,-0.00103944137878387,0.06367906526005403,50,0.2
0.05,4,0.00200236883983747,0.00123335600744708,0.00265906831707677,0.040986535138407956,50,0.2
0.05,5,-0.0032304866663211,-0.00899611966672434,7.1842474528593e-4,0.23268921408322707,50,0.2
0.02,0,0.00298413774632554,-0.00136561770464448,0.00795340976737953,0.2408995758777172,50,0.2
0.02,1,-6.6461930932554e-4,-0.00248583858981828,0.00121994718222465,0.08622247843255064,50,0.2
0.02,2,0.00237147146809891,-4.83017393016165e-5,0.00483678359741567,0.11230504967366453,50,0.2
0.02,3,-2.7137141161132e-4,-0.00110722075693739,4.7160692246398e-4,0.03369820111463563,50,0.2
0.02,4,0.00246199833807187,0.00144511157656619,0.00350693664152026,0.04085768004502972,50,0.2
0.02,5,-0.00420964545702421,-0.00805900382102404,6.7549270235398e-4,0.22807955030782395,50,0.2
0.01,0,-0.00147303567006188,-0.00738802455523623,0.00364485231016612,0.23960687415419274,50,0.2
0.01,1,-0.00156108311439628,-0.00338627965562815,2.3653179459797e-4,0.08601465919248974,50,0.2
0.01,2,0.00257542966543776,5.6295215712075e-4,0.00479050583523915,0.11055874142955915,50,0.2
0.01,3,-2.1871807787418e-4,-7.8165485982846e-4,2.1207840877961e-4,0.02177199678810375,50,0.2
0.01,4,0.00337785798151645,0.00239872717038158,0.00417022536895417,0.04078946463053897,50,0.2
0.01,5,-0.00249935430525318,-0.00671032779353953,0.00279382247747683,0.22609567307302667,50,0.2
1,0,-0.0065858441084025,-0.01112608143513124,-0.00129022462346761,0.2831142442115663,50,0.5
1,1,0.00298900912380409,4.6141766834736e-4,0.00504546951522244,0.09229947587606076,50,0.5
1,2,-0.00748039044148387,-0.01213929950207302,-0.00346433787404077,0.24590964837755896,50,0.5
1,3,-0.00825845891180459,-0.01725031809859974,0.00108374205033696,0.4283105075510065,50,0.5
1,4,-0.0010411379052071,-0.00241089877281956,4.5711131961685e-4,0.06726371828289736,50,0.5
1,5,0.01257708180364389,0.00552822475800365,0.01882776513785107,0.35098245627780217,50,0.5
0.5,0,9.029679712998e-4,-0.00465016425827853,0.00637645951191242,0.2669516830347845,50,0.5
0.5,1,-2.6352960268641e-4,-0.00190522203258202,0.00213505857671578,0.09027898688452596,50,0.5
0.5,2,2.5107509427996e-4,-0.00389240254417569,0.00480988063203515,0.18910724512975433,50,0.5
0.5,3,-0.01124385656611372,-0.01744528792344884,-0.00587919020455589,0.2817702108017876,50,0.5
0.5,4,0.00175542347114936,4.6667254003891e-4,0.00343084022193335,0.06609103974178111,50,0.5
0.5,5,-9.2939759292152e-4,-0.00669151408927122,0.00526029769492585,0.2997782100680438,50,0.5
0.2,0,-8.685377139533e-4,-0.00680197985620211,0.00546827286135342,0.2584065363837925,50,0.5
0.2,1,0.00167472546058682,4.708186115219786e-5,0.00332098457988801,0.0889111827799616,50,0.5
0.2,2,0.00245899360668686,1.9185177971356e-4,0.00520886614659651,0.1496987255104032,50,0.5
0.2,3,-0.00857531315030117,-0.01088854174569908,-0.00606070960536148,0.15247453662937419,50,0.5
0.2,4,0.00145562667545198,1.1481788027275e-4,0.00323527617458525,0.06503362985974388,50,0.5
0.2,5,-0.00157244157699503,-0.0073135392261165,0.00344863016599387,0.2663709080347064,50,0.5
0.1,0,1.2866687552035e-4,-0.00500599555210134,0.00638680637309657,0.2539055572227612,50,0.5
0.1,1,-9.6101317733253e-4,-0.00290260980144543,5.1769112724378e-4,0.08804673957148726,50,0.5
0.1,2,0.00153437932747707,-7.6033759450855e-4,0.00397429676063786,0.13706870983985653,50,0.5
0.1,3,-0.00245609076910101,-0.00426676310243818,-5.5962767002918e-4,0.0947553338601775,50,0.5
0.1,4,0.0035131945498275,0.00205500291961578,0.00481658857663654,0.06476618029542802,50,0.5
0.1,5,-0.00199657117151158,-0.00734851827506221,0.00312331942367418,0.25447931082017855,50,0.5
0.05,0,0.00510396131541979,-3.6408913594824e-4,0.0102929570302987,0.2519551494752264,50,0.5
0.05,1,-7.2145474917281e-4,-0.00247049935545545,0.00114508553807228,0.08772708218879499,50,0.5
0.05,2,0.00196797580112647,-2.8548228693084e-4,0.0045039538745661,0.13146376265699444,50,0.5
0.05,3,-6.7142625591416e-4,-0.00182832827460071,2.8683805236141e-4,0.05799584085635392,50,0.5
0.05,4,0.00191367054617852,4.0514358583601e-4,0.00338945713434374,0.06446163496538092,50,0.5
0.05,5,-0.0054156269992776,-0.01001023092647559,-4.9474168653044e-4,0.24915820904453817,50,0.5
0.02,0,-0.00130520809780549,-0.00645353294133178,0.00439711043940103,0.2499372135077108,50,0.5
0.02,1,1.4428123032667e-4,-0.00186756728785374,0.00182341736575163,0.08762909766219791,50,0.5
0.02,2,0.00196802672612629,-6.1456670515844e-4,0.00474551153477978,0.1273916193079812,50,0.5
0.02,3,-6.5795502382402e-4,-0.00118542573203266,-4.152119671237753e-5,0.03161220406852423,50,0.5
0.02,4,0.00261777645296744,0.00137784440698748,0.00374180490510326,0.06439903389242994,50,0.5
0.02,5,-0.00125950764195181,-0.00735397967624529,0.00412683435768139,0.24519940577456864,50,0.5
0.01,0,2.2960341072201e-4,-0.00494099885946168,0.00482733022244315,0.24953382942909585,50,0.5
0.01,1,0.00132422852343609,-1.4776400259853e-4,0.00308847087485931,0.08785204906191159,50,0.5
0.01,2,4.6933149876451e-4,-0.00181764604737799,0.00231763752928822,0.1261200405073639,50,0.5
0.01,3,-2.006616344580043e-5,-4.064212256289e-4,4.3528127009721e-4,0.020951257772449126,50,0.5
0.01,4,0.00271882670722094,0.00148220052952787,0.00444241536088085,0.06418010707861066,50,0.5
0.01,5,-2.6559333401749e-4,-0.00487724315403752,0.00417932641868413,0.2441538438844081,50,0.5
1,0,-0.00181554675027693,-0.00719235569298545,0.0038172536684902,0.28628305761737866,50,1
1,1,6.8815817348711e-4,-0.00113236228493951,0.00246686319024397,0.09327219330553378,50,1
