interval_in_tau,param_index,m,lo,hi,se,nch,z
0.02,4,0.00535100052906415,0.00437719903818698,0.00640849119710972,0.05633578401904645,10,0.5
0.02,5,-0.00213925025640972,-0.00890356966861848,0.00535120106454934,0.42556202961602013,10,0.5
0.01,0,-0.0046003923317022,-0.013898923404533,0.00289239888910511,0.38443970925859544,10,0.5
0.01,1,-0.00150536813725963,-0.00553036248029006,0.00162526365051055,0.18506643400399214,10,0.5
0.01,2,0.00103440599298867,-0.00284134320733155,0.005352634886004,0.21292841070754848,10,0.5
0.01,3,-3.403109823001e-4,-7.3459494139422e-4,9.347987392008822e-5,0.02015829701955748,10,0.5
0.01,4,0.00692014498590425,0.00571110514137331,0.00841427028581999,0.05619454945707252,10,0.5
0.01,5,0.00231584915446338,-0.00470724535334987,0.0115419086817948,0.4160616874404506,10,0.5
1,0,3.5516296542839e-4,-0.01186958494361271,0.01129281572004518,0.5285072457290725,10,1
1,1,0.00684142739658439,0.00234662843336765,0.01117682108583162,0.19626271716404015,10,1
1,2,1.1896774540709e-4,-0.00872735970545799,0.00579527223663674,0.35376550102058807,10,1
1,3,-0.0229901009613776,-0.03075408810607635,-0.01586663032920236,0.37640985545323224,10,1
1,4,0.00128146493851989,-2.9744835669001e-4,0.00314358823792999,0.0849710507240659,10,1
1,5,0.0035607412028973,-0.00687219906487231,0.01888778253603708,0.6057631191747151,10,1
0.5,0,0.00284374618167418,-0.00680801757220723,0.01267404263961949,0.4877788309243787,10,1
0.5,1,-1.3832818964298e-4,-0.00330192974809557,0.00378247115411026,0.1953620783566844,10,1
0.5,2,0.00474527604879321,-7.0937419607184e-4,0.01025571737668387,0.2949270424648119,10,1
0.5,3,-0.01645889791228446,-0.02092070564329391,-0.01202391689551732,0.23339566590722635,10,1
0.5,4,0.00370868350386698,0.00222853162701435,0.00525344915628953,0.08233515037415096,10,1
0.5,5,-0.00499561937151782,-0.01484369516502121,0.00517584842148697,0.543440567346684,10,1
0.2,0,0.01033935690166678,0.00268454014649877,0.02072377773703033,0.4648091090199871,10,1
0.2,1,1.863463766253659e-6,-0.00410672999970038,0.00395433694296188,0.19493186923064795,10,1
0.2,2,0.00764762029558531,0.00323270268348701,0.01191623917501727,0.2676342265305562,10,1
0.2,3,-0.00430132603450764,-0.00644757776689844,-0.0021516373981469,0.12265538966009419,10,1
0.2,4,0.00357693528837979,0.00218687069204074,0.00509416326978775,0.08032616700892749,10,1
0.2,5,-0.01306266641192082,-0.02347125244707843,-0.00400098137925317,0.5129599906070876,10,1
0.1,0,0.00120090374052459,-0.00817099279242464,0.00914143359007688,0.45163893565218066,10,1
0.1,1,1.8178525717325e-4,-0.00349026417225115,0.00375171096615704,0.19524313770079904,10,1
0.1,2,0.00229383801741813,-0.00258241516247223,0.00747278611847869,0.25767814411534573,10,1
0.1,3,-0.00237403558095824,-0.00402099209615678,-0.00105784479384657,0.07601246582717174,10,1
0.1,4,0.00524876076637094,0.00359734532601896,0.00690791902040448,0.07975733215198838,10,1
0.1,5,-0.00120676696279148,-0.01012557060527209,0.0087635705214855,0.4981887328187981,10,1
0.05,0,0.00639435765567897,-0.00388426790296293,0.01414716470622146,0.4480907994990917,10,1
0.05,1,4.2858709097283e-4,-0.00418284841826173,0.00446523845554616,0.1958348572761582,10,1
0.05,2,0.00641153855607617,9.5840935526208e-4,0.01143035559384702,0.25194175445835487,10,1
0.05,3,-5.1173362029238e-4,-0.00153264081130136,3.8078718265942e-4,0.04896978114631338,10,1
0.05,4,0.0036656305055222,0.00210459936276384,0.00493438674900954,0.07947303352319572,10,1
0.05,5,-0.00931719159375862,-0.01793851764504111,0.00288616931606413,0.49235695494042797,10,1
