model_name,i_par,parameter_name,parameter_transformation,parameter_value,transformed_mean
scheme_COC,0,on,Log10,6.73,0.8280150642239769
scheme_COC,1,off,Log10,166,2.220108088040055
scheme_COC,2,inactivating_on,Log10,743,2.870988813760575
scheme_COC,3,inactivating_off,Log10,45.3,1.656098202012832
scheme_COC,4,unitary_current,Log10,1,0
scheme_COC,5,Current_Noise,Log10,0.001,-3
scheme_COC,6,Current_Baseline,Log10,1,0
scheme_COC,7,Num_ch_mean,Log10,5000,3.698970004336019
