i_step,patch_current,i_state,N_state
16,0.780176136449907,8,0
17,-0.02547684804012151,0,5000
17,-0.02547684804012151,1,0
17,-0.02547684804012151,2,0
17,-0.02547684804012151,3,0
17,-0.02547684804012151,4,0
17,-0.02547684804012151,5,0
17,-0.02547684804012151,6,0
17,-0.02547684804012151,7,0
17,-0.02547684804012151,8,0
18,1.144060656958207,0,5000
18,1.144060656958207,1,0
18,1.144060656958207,2,0
18,1.144060656958207,3,0
18,1.144060656958207,4,0
18,1.144060656958207,5,0
18,1.144060656958207,6,0
18,1.144060656958207,7,0
18,1.144060656958207,8,0
19,1.520899064787288,0,5000
19,1.520899064787288,1,0
19,1.520899064787288,2,0
19,1.520899064787288,3,0
19,1.520899064787288,4,0
19,1.520899064787288,5,0
19,1.520899064787288,6,0
19,1.520899064787288,7,0
19,1.520899064787288,8,0
20,0.248079092712683,0,5000
20,0.248079092712683,1,0
20,0.248079092712683,2,0
20,0.248079092712683,3,0
20,0.248079092712683,4,0
20,0.248079092712683,5,0
20,0.248079092712683,6,0
20,0.248079092712683,7,0
20,0.248079092712683,8,0
21,0.2824270537674932,0,5000
21,0.2824270537674932,1,0
21,0.2824270537674932,2,0
21,0.2824270537674932,3,0
21,0.2824270537674932,4,0
21,0.2824270537674932,5,0
21,0.2824270537674932,6,0
21,0.2824270537674932,7,0
21,0.2824270537674932,8,0
22,0.5992567041325624,0,5000
22,0.5992567041325624,1,0
22,0.5992567041325624,2,0
22,0.5992567041325624,3,0
22,0.5992567041325624,4,0
22,0.5992567041325624,5,0
22,0.5992567041325624,6,0
22,0.5992567041325624,7,0
22,0.5992567041325624,8,0
23,4.227820009476002,0,5000
23,4.227820009476002,1,0
23,4.227820009476002,2,0
23,4.227820009476002,3,0
23,4.227820009476002,4,0
23,4.227820009476002,5,0
23,4.227820009476002,6,0
23,4.227820009476002,7,0
23,4.227820009476002,8,0
24,-1.820259865826914,0,5000
24,-1.820259865826914,1,0
24,-1.820259865826914,2,0
24,-1.820259865826914,3,0
24,-1.820259865826914,4,0
24,-1.820259865826914,5,0
24,-1.820259865826914,6,0
24,-1.820259865826914,7,0
24,-1.820259865826914,8,0
25,1.971757525290243,0,5000
25,1.971757525290243,1,0
25,1.971757525290243,2,0
25,1.971757525290243,3,0
25,1.971757525290243,4,0
25,1.971757525290243,5,0
25,1.971757525290243,6,0
25,1.971757525290243,7,0
25,1.971757525290243,8,0
26,2.07804966978007,0,5000
26,2.07804966978007,1,0
26,2.07804966978007,2,0
26,2.07804966978007,3,0
26,2.07804966978007,4,0
26,2.07804966978007,5,0
26,2.07804966978007,6,0
26,2.07804966978007,7,0
26,2.07804966978007,8,0
27,-0.4832047712363938,0,5000
27,-0.4832047712363938,1,0
27,-0.4832047712363938,2,0
27,-0.4832047712363938,3,0
27,-0.4832047712363938,4,0
27,-0.4832047712363938,5,0
27,-0.4832047712363938,6,0
27,-0.4832047712363938,7,0
27,-0.4832047712363938,8,0
28,2.562147835563475,0,5000
28,2.562147835563475,1,0
28,2.562147835563475,2,0
28,2.562147835563475,3,0
28,2.562147835563475,4,0
28,2.562147835563475,5,0
28,2.562147835563475,6,0
28,2.562147835563475,7,0
28,2.562147835563475,8,0
29,1.504937410416777,0,5000
29,1.504937410416777,1,0
29,1.504937410416777,2,0
29,1.504937410416777,3,0
29,1.504937410416777,4,0
29,1.504937410416777,5,0
29,1.504937410416777,6,0
29,1.504937410416777,7,0
29,1.504937410416777,8,0
30,0.08823824923410284,0,5000
30,0.08823824923410284,1,0
30,0.08823824923410284,2,0
30,0.08823824923410284,3,0
30,0.08823824923410284,4,0
30,0.08823824923410284,5,0
30,0.08823824923410284,6,0
30,0.08823824923410284,7,0
30,0.08823824923410284,8,0
31,1.622527319243041,0,5000
31,1.622527319243041,1,0
31,1.622527319243041,2,0
31,1.622527319243041,3,0
31,1.622527319243041,4,0
31,1.622527319243041,5,0
31,1.622527319243041,6,0
31,1.622527319243041,7,0
31,1.622527319243041,8,0
32,0.7941363465159361,0,5000
32,0.7941363465159361,1,0
32,0.7941363465159361,2,0
32,0.7941363465159361,3,0
32,0.7941363465159361,4,0
32,0.7941363465159361,5,0
32,0.7941363465159361,6,0
32,0.7941363465159361,7,0
32,0.7941363465159361,8,0
33,-2.149435941512539,0,5000
33,-2.149435941512539,1,0
33,-2.149435941512539,2,0
33,-2.149435941512539,3,0
33,-2.149435941512539,4,0
33,-2.149435941512539,5,0
33,-2.149435941512539,6,0
33,-2.149435941512539,7,0
33,-2.149435941512539,8,0
34,0.1624756886320943,0,5000
34,0.1624756886320943,1,0
34,0.1624756886320943,2,0
34,0.1624756886320943,3,0
34,0.1624756886320943,4,0
34,0.1624756886320943,5,0
34,0.1624756886320943,6,0
34,0.1624756886320943,7,0
34,0.1624756886320943,8,0
35,1.738837142768193,0,5000
35,1.738837142768193,1,0
35,1.738837142768193,2,0
35,1.738837142768193,3,0
35,1.738837142768193,4,0
35,1.738837142768193,5,0
35,1.738837142768193,6,0
35,1.738837142768193,7,0
35,1.738837142768193,8,0
36,1.844259027735037,0,5000
36,1.844259027735037,1,0
36,1.844259027735037,2,0
36,1.844259027735037,3,0
36,1.844259027735037,4,0
36,1.844259027735037,5,0
36,1.844259027735037,6,0
36,1.844259027735037,7,0
36,1.844259027735037,8,0
37,3.39292428476105,0,5000
37,3.39292428476105,1,0
37,3.39292428476105,2,0
37,3.39292428476105,3,0
37,3.39292428476105,4,0
37,3.39292428476105,5,0
37,3.39292428476105,6,0
37,3.39292428476105,7,0
37,3.39292428476105,8,0
38,4.691593513001811,0,5000
38,4.691593513001811,1,0
38,4.691593513001811,2,0
38,4.691593513001811,3,0
38,4.691593513001811,4,0
38,4.691593513001811,5,0
38,4.691593513001811,6,0
38,4.691593513001811,7,0
38,4.691593513001811,8,0
39,-2.053359259754054,0,5000
39,-2.053359259754054,1,0
39,-2.053359259754054,2,0
39,-2.053359259754054,3,0
39,-2.053359259754054,4,0
39,-2.053359259754054,5,0
39,-2.053359259754054,6,0
39,-2.053359259754054,7,0
39,-2.053359259754054,8,0
40,2.259303528894662,0,5000
40,2.259303528894662,1,0
40,2.259303528894662,2,0
40,2.259303528894662,3,0
40,2.259303528894662,4,0
40,2.259303528894662,5,0
40,2.259303528894662,6,0
40,2.259303528894662,7,0
40,2.259303528894662,8,0
41,1.047488457128671,0,5000
41,1.047488457128671,1,0
41,1.047488457128671,2,0
41,1.047488457128671,3,0
41,1.047488457128671,4,0
41,1.047488457128671,5,0
41,1.047488457128671,6,0
41,1.047488457128671,7,0
41,1.047488457128671,8,0
42,1.382730822650212,0,5000
42,1.382730822650212,1,0
42,1.382730822650212,2,0
42,1.382730822650212,3,0
42,1.382730822650212,4,0
42,1.382730822650212,5,0
42,1.382730822650212,6,0
42,1.382730822650212,7,0
42,1.382730822650212,8,0
43,1.917505432648142,0,5000
43,1.917505432648142,1,0
43,1.917505432648142,2,0
43,1.917505432648142,3,0
43,1.917505432648142,4,0
43,1.917505432648142,5,0
43,1.917505432648142,6,0
43,1.917505432648142,7,0
43,1.917505432648142,8,0
44,0.5229545422881672,0,5000
44,0.5229545422881672,1,0
44,0.5229545422881672,2,0
44,0.5229545422881672,3,0
44,0.5229545422881672,4,0
44,0.5229545422881672,5,0
44,0.5229545422881672,6,0
44,0.5229545422881672,7,0
44,0.5229545422881672,8,0
45,3.437890578124568,0,5000
45,3.437890578124568,1,0
45,3.437890578124568,2,0
45,3.437890578124568,3,0
45,3.437890578124568,4,0
45,3.437890578124568,5,0
45,3.437890578124568,6,0
45,3.437890578124568,7,0
45,3.437890578124568,8,0
46,5.683478796708345,0,5000
46,5.683478796708345,1,0
46,5.683478796708345,2,0
46,5.683478796708345,3,0
46,5.683478796708345,4,0
46,5.683478796708345,5,0
46,5.683478796708345,6,0
46,5.683478796708345,7,0
46,5.683478796708345,8,0
47,-0.308196067533852,0,5000
47,-0.308196067533852,1,0
47,-0.308196067533852,2,0
47,-0.308196067533852,3,0
47,-0.308196067533852,4,0
47,-0.308196067533852,5,0
47,-0.308196067533852,6,0
47,-0.308196067533852,7,0
47,-0.308196067533852,8,0
48,1.988726762746815,0,5000
48,1.988726762746815,1,0
48,1.988726762746815,2,0
48,1.988726762746815,3,0
48,1.988726762746815,4,0
48,1.988726762746815,5,0
48,1.988726762746815,6,0
48,1.988726762746815,7,0
48,1.988726762746815,8,0
49,3.244257793214892,0,5000
49,3.244257793214892,1,0
49,3.244257793214892,2,0
49,3.244257793214892,3,0
49,3.244257793214892,4,0
49,3.244257793214892,5,0
49,3.244257793214892,6,0
49,3.244257793214892,7,0
49,3.244257793214892,8,0
50,1.886379921368347,0,5000
50,1.886379921368347,1,0
50,1.886379921368347,2,0
50,1.886379921368347,3,0
50,1.886379921368347,4,0
50,1.886379921368347,5,0
50,1.886379921368347,6,0
50,1.886379921368347,7,0
50,1.886379921368347,8,0
51,4.103750134364937,0,5000
51,4.103750134364937,1,0
51,4.103750134364937,2,0
51,4.103750134364937,3,0
51,4.103750134364937,4,0
51,4.103750134364937,5,0
51,4.103750134364937,6,0
51,4.103750134364937,7,0
51,4.103750134364937,8,0
52,-2.348657191675266,0,5000
52,-2.348657191675266,1,0
52,-2.348657191675266,2,0
52,-2.348657191675266,3,0
52,-2.348657191675266,4,0
52,-2.348657191675266,5,0
52,-2.348657191675266,6,0
52,-2.348657191675266,7,0
52,-2.348657191675266,8,0
53,0.7613254757609922,0,5000
53,0.7613254757609922,1,0
53,0.7613254757609922,2,0
53,0.7613254757609922,3,0
53,0.7613254757609922,4,0
53,0.7613254757609922,5,0
53,0.7613254757609922,6,0
53,0.7613254757609922,7,0
53,0.7613254757609922,8,0
54,0.08767475153396842,0,5000
54,0.08767475153396842,1,0
54,0.08767475153396842,2,0
54,0.08767475153396842,3,0
54,0.08767475153396842,4,0
54,0.08767475153396842,5,0
54,0.08767475153396842,6,0
54,0.08767475153396842,7,0
54,0.08767475153396842,8,0
55,-0.557556860638567,0,5000
55,-0.557556860638567,1,0
55,-0.557556860638567,2,0
55,-0.557556860638567,3,0
55,-0.557556860638567,4,0
55,-0.557556860638567,5,0
55,-0.557556860638567,6,0
55,-0.557556860638567,7,0
55,-0.557556860638567,8,0
56,0.6209377719126943,0,5000
56,0.6209377719126943,1,0
56,0.6209377719126943,2,0
56,0.6209377719126943,3,0
56,0.6209377719126943,4,0
56,0.6209377719126943,5,0
56,0.6209377719126943,6,0
56,0.6209377719126943,7,0
56,0.6209377719126943,8,0
57,-0.9681810546911342,0,5000
57,-0.9681810546911342,1,0
57,-0.9681810546911342,2,0
57,-0.9681810546911342,3,0
57,-0.9681810546911342,4,0
57,-0.9681810546911342,5,0
57,-0.9681810546911342,6,0
57,-0.9681810546911342,7,0
57,-0.9681810546911342,8,0
58,0.7743024120923778,0,5000
58,0.7743024120923778,1,0
58,0.7743024120923778,2,0
58,0.7743024120923778,3,0
58,0.7743024120923778,4,0
58,0.7743024120923778,5,0
58,0.7743024120923778,6,0
58,0.7743024120923778,7,0
58,0.7743024120923778,8,0
59,-0.4186344050746924,0,5000
59,-0.4186344050746924,1,0
59,-0.4186344050746924,2,0
59,-0.4186344050746924,3,0
59,-0.4186344050746924,4,0
59,-0.4186344050746924,5,0
59,-0.4186344050746924,6,0
59,-0.4186344050746924,7,0
59,-0.4186344050746924,8,0
60,4.038335938426123,0,5000
60,4.038335938426123,1,0
60,4.038335938426123,2,0
60,4.038335938426123,3,0
60,4.038335938426123,4,0
60,4.038335938426123,5,0
60,4.038335938426123,6,0
60,4.038335938426123,7,0
60,4.038335938426123,8,0
61,-3.172116243727813,0,5000
61,-3.172116243727813,1,0
61,-3.172116243727813,2,0
61,-3.172116243727813,3,0
61,-3.172116243727813,4,0
61,-3.172116243727813,5,0
61,-3.172116243727813,6,0
61,-3.172116243727813,7,0
61,-3.172116243727813,8,0
62,1.5962656184395,0,5000
62,1.5962656184395,1,0
62,1.5962656184395,2,0
62,1.5962656184395,3,0
62,1.5962656184395,4,0
62,1.5962656184395,5,0
62,1.5962656184395,6,0
62,1.5962656184395,7,0
62,1.5962656184395,8,0
63,-4.48144781231992,0,5000
63,-4.48144781231992,1,0
63,-4.48144781231992,2,0
63,-4.48144781231992,3,0
63,-4.48144781231992,4,0
63,-4.48144781231992,5,0
63,-4.48144781231992,6,0
63,-4.48144781231992,7,0
63,-4.48144781231992,8,0
64,0.1513607427788131,0,5000
64,0.1513607427788131,1,0
64,0.1513607427788131,2,0
64,0.1513607427788131,3,0
64,0.1513607427788131,4,0
64,0.1513607427788131,5,0
64,0.1513607427788131,6,0
64,0.1513607427788131,7,0
64,0.1513607427788131,8,0
65,-0.9601332020237816,0,5000
65,-0.9601332020237816,1,0
65,-0.9601332020237816,2,0
65,-0.9601332020237816,3,0
65,-0.9601332020237816,4,0
65,-0.9601332020237816,5,0
65,-0.9601332020237816,6,0
65,-0.9601332020237816,7,0
65,-0.9601332020237816,8,0
66,1.48816392774769,0,5000
66,1.48816392774769,1,0
66,1.48816392774769,2,0
66,1.48816392774769,3,0
66,1.48816392774769,4,0
66,1.48816392774769,5,0
66,1.48816392774769,6,0
66,1.48816392774769,7,0
66,1.48816392774769,8,0
67,0.5424951079396194,0,5000
67,0.5424951079396194,1,0
67,0.5424951079396194,2,0
67,0.5424951079396194,3,0
67,0.5424951079396194,4,0
67,0.5424951079396194,5,0
67,0.5424951079396194,6,0
67,0.5424951079396194,7,0
67,0.5424951079396194,8,0
68,2.372158318886077,0,5000
68,2.372158318886077,1,0
68,2.372158318886077,2,0
68,2.372158318886077,3,0
68,2.372158318886077,4,0
68,2.372158318886077,5,0
68,2.372158318886077,6,0
68,2.372158318886077,7,0
68,2.372158318886077,8,0
69,-1.760424786069949,0,5000
69,-1.760424786069949,1,0
69,-1.760424786069949,2,0
69,-1.760424786069949,3,0
69,-1.760424786069949,4,0
69,-1.760424786069949,5,0
69,-1.760424786069949,6,0
69,-1.760424786069949,7,0
69,-1.760424786069949,8,0
70,0.6459831317898337,0,5000
70,0.6459831317898337,1,0
70,0.6459831317898337,2,0
70,0.6459831317898337,3,0
70,0.6459831317898337,4,0
70,0.6459831317898337,5,0
70,0.6459831317898337,6,0
70,0.6459831317898337,7,0
70,0.6459831317898337,8,0
71,2.209431184237971,0,5000
71,2.209431184237971,1,0
71,2.209431184237971,2,0
71,2.209431184237971,3,0
71,2.209431184237971,4,0
71,2.209431184237971,5,0
71,2.209431184237971,6,0
71,2.209431184237971,7,0
71,2.209431184237971,8,0
72,-0.6893464064041277,0,5000
72,-0.6893464064041277,1,0
72,-0.6893464064041277,2,0
72,-0.6893464064041277,3,0
72,-0.6893464064041277,4,0
72,-0.6893464064041277,5,0
72,-0.6893464064041277,6,0
72,-0.6893464064041277,7,0
72,-0.6893464064041277,8,0
73,-6.879745529380566,0,5000
73,-6.879745529380566,1,0
73,-6.879745529380566,2,0
73,-6.879745529380566,3,0
73,-6.879745529380566,4,0
73,-6.879745529380566,5,0
73,-6.879745529380566,6,0
73,-6.879745529380566,7,0
73,-6.879745529380566,8,0
74,-21.30592306061695,0,5000
74,-21.30592306061695,1,0
74,-21.30592306061695,2,0
74,-21.30592306061695,3,0
74,-21.30592306061695,4,0
74,-21.30592306061695,5,0
74,-21.30592306061695,6,0
74,-21.30592306061695,7,0
74,-21.30592306061695,8,0
75,-3.639458985534018,0,5000
75,-3.639458985534018,1,0
75,-3.639458985534018,2,0
75,-3.639458985534018,3,0
75,-3.639458985534018,4,0
75,-3.639458985534018,5,0
75,-3.639458985534018,6,0
75,-3.639458985534018,7,0
75,-3.639458985534018,8,0
76,-5.794416337149895,0,5000
76,-5.794416337149895,1,0
76,-5.794416337149895,2,0
76,-5.794416337149895,3,0
76,-5.794416337149895,4,0
76,-5.794416337149895,5,0
76,-5.794416337149895,6,0
76,-5.794416337149895,7,0
76,-5.794416337149895,8,0
77,4.974159984302636,0,5000
77,4.974159984302636,1,0
77,4.974159984302636,2,0
77,4.974159984302636,3,0
77,4.974159984302636,4,0
77,4.974159984302636,5,0
77,4.974159984302636,6,0
77,4.974159984302636,7,0
77,4.974159984302636,8,0
78,1.68904136114313,0,5000
78,1.68904136114313,1,0
78,1.68904136114313,2,0
78,1.68904136114313,3,0
78,1.68904136114313,4,0
78,1.68904136114313,5,0
78,1.68904136114313,6,0
78,1.68904136114313,7,0
78,1.68904136114313,8,0
79,4.640732826794651,0,5000
79,4.640732826794651,1,0
79,4.640732826794651,2,0
79,4.640732826794651,3,0
79,4.640732826794651,4,0
79,4.640732826794651,5,0
79,4.640732826794651,6,0
79,4.640732826794651,7,0
79,4.640732826794651,8,0
80,-5.63526133074632,0,5000
80,-5.63526133074632,1,0
80,-5.63526133074632,2,0
80,-5.63526133074632,3,0
80,-5.63526133074632,4,0
80,-5.63526133074632,5,0
80,-5.63526133074632,6,0
80,-5.63526133074632,7,0
80,-5.63526133074632,8,0
81,9.126345717254086,0,4998
81,9.126345717254086,1,2
81,9.126345717254086,2,0
81,9.126345717254086,3,0
81,9.126345717254086,4,0
81,9.126345717254086,5,0
81,9.126345717254086,6,0
81,9.126345717254086,7,0
81,9.126345717254086,8,0
82,5.279572864072883,0,4991
82,5.279572864072883,1,9
82,5.279572864072883,2,0
82,5.279572864072883,3,0
82,5.279572864072883,4,0
82,5.279572864072883,5,0
82,5.279572864072883,6,0
82,5.279572864072883,7,0
82,5.279572864072883,8,0
83,0.8552872757862127,0,4970
83,0.8552872757862127,1,30
83,0.8552872757862127,2,0
83,0.8552872757862127,3,0
83,0.8552872757862127,4,0
83,0.8552872757862127,5,0
83,0.8552872757862127,6,0
83,0.8552872757862127,7,0
83,0.8552872757862127,8,0
84,-8.188425243636035,0,4912
84,-8.188425243636035,1,86
84,-8.188425243636035,2,2
84,-8.188425243636035,3,0
84,-8.188425243636035,4,0
84,-8.188425243636035,5,0
84,-8.188425243636035,6,0
84,-8.188425243636035,7,0
84,-8.188425243636035,8,0
85,7.195618096024738,0,4833
85,7.195618096024738,1,161
85,7.195618096024738,2,6
85,7.195618096024738,3,0
85,7.195618096024738,4,0
85,7.195618096024738,5,0
85,7.195618096024738,6,0
85,7.195618096024738,7,0
85,7.195618096024738,8,0
86,4.54041913631046,0,4732
86,4.54041913631046,1,261
86,4.54041913631046,2,7
86,4.54041913631046,3,0
86,4.54041913631046,4,0
86,4.54041913631046,5,0
86,4.54041913631046,6,0
86,4.54041913631046,7,0
86,4.54041913631046,8,0
87,7.295371421442925,0,4600
87,7.295371421442925,1,385
87,7.295371421442925,2,15
87,7.295371421442925,3,0
87,7.295371421442925,4,0
87,7.295371421442925,5,0
87,7.295371421442925,6,0
87,7.295371421442925,7,0
87,7.295371421442925,8,0
88,-7.035638863337095,0,4460
88,-7.035638863337095,1,504
88,-7.035638863337095,2,34
88,-7.035638863337095,3,2
88,-7.035638863337095,4,0
88,-7.035638863337095,5,0
88,-7.035638863337095,6,0
88,-7.035638863337095,7,0
88,-7.035638863337095,8,0
89,6.400492474190862,0,4310
89,6.400492474190862,1,637
89,6.400492474190862,2,51
89,6.400492474190862,3,2
89,6.400492474190862,4,0
89,6.400492474190862,5,0
89,6.400492474190862,6,0
89,6.400492474190862,7,0
89,6.400492474190862,8,0
90,-8.132925033237868,0,4173
90,-8.132925033237868,1,750
90,-8.132925033237868,2,73
90,-8.132925033237868,3,4
90,-8.132925033237868,4,0
90,-8.132925033237868,5,0
90,-8.132925033237868,6,0
90,-8.132925033237868,7,0
90,-8.132925033237868,8,0
91,0.1122280737315424,0,4075
91,0.1122280737315424,1,824
91,0.1122280737315424,2,96
91,0.1122280737315424,3,5
91,0.1122280737315424,4,0
91,0.1122280737315424,5,0
91,0.1122280737315424,6,0
91,0.1122280737315424,7,0
91,0.1122280737315424,8,0
92,6.924632386318424,0,3953
92,6.924632386318424,1,925
92,6.924632386318424,2,117
92,6.924632386318424,3,4
92,6.924632386318424,4,0
92,6.924632386318424,5,1
92,6.924632386318424,6,0
92,6.924632386318424,7,0
92,6.924632386318424,8,0
93,1.134566807903544,0,3880
93,1.134566807903544,1,986
93,1.134566807903544,2,129
93,1.134566807903544,3,4
93,1.134566807903544,4,0
93,1.134566807903544,5,1
93,1.134566807903544,6,0
93,1.134566807903544,7,0
93,1.134566807903544,8,0
94,6.338189915796962,0,3834
94,6.338189915796962,1,1022
94,6.338189915796962,2,138
94,6.338189915796962,3,5
94,6.338189915796962,4,0
94,6.338189915796962,5,1
94,6.338189915796962,6,0
94,6.338189915796962,7,0
94,6.338189915796962,8,0
95,-11.71594473460743,0,3791
95,-11.71594473460743,1,1058
95,-11.71594473460743,2,144
95,-11.71594473460743,3,5
95,-11.71594473460743,4,1
95,-11.71594473460743,5,1
95,-11.71594473460743,6,0
95,-11.71594473460743,7,0
95,-11.71594473460743,8,0
96,-2.548746205609464,0,3763
96,-2.548746205609464,1,1078
96,-2.548746205609464,2,153
96,-2.548746205609464,3,4
96,-2.548746205609464,4,1
96,-2.548746205609464,5,1
96,-2.548746205609464,6,0
96,-2.548746205609464,7,0
96,-2.548746205609464,8,0
97,0.4259417121787638,0,3744
97,0.4259417121787638,1,1092
97,0.4259417121787638,2,158
97,0.4259417121787638,3,4
97,0.4259417121787638,4,1
97,0.4259417121787638,5,1
97,0.4259417121787638,6,0
97,0.4259417121787638,7,0
97,0.4259417121787638,8,0
98,-5.266731126790797,0,3737
98,-5.266731126790797,1,1096
98,-5.266731126790797,2,162
98,-5.266731126790797,3,3
98,-5.266731126790797,4,1
98,-5.266731126790797,5,1
98,-5.266731126790797,6,0
98,-5.266731126790797,7,0
98,-5.266731126790797,8,0
99,-1.29693846257699,0,3731
99,-1.29693846257699,1,1103
99,-1.29693846257699,2,162
99,-1.29693846257699,3,2
99,-1.29693846257699,4,1
99,-1.29693846257699,5,1
99,-1.29693846257699,6,0
99,-1.29693846257699,7,0
99,-1.29693846257699,8,0
100,1.041070116034779,0,3724
100,1.041070116034779,1,1112
100,1.041070116034779,2,162
100,1.041070116034779,3,0
100,1.041070116034779,4,1
100,1.041070116034779,5,1
100,1.041070116034779,6,0
100,1.041070116034779,7,0
100,1.041070116034779,8,0
101,10.33817746243511,0,3724
101,10.33817746243511,1,1112
101,10.33817746243511,2,162
101,10.33817746243511,3,0
101,10.33817746243511,4,1
101,10.33817746243511,5,1
101,10.33817746243511,6,0
101,10.33817746243511,7,0
101,10.33817746243511,8,0
102,-0.2831724694771859,0,3724
102,-0.2831724694771859,1,1112
102,-0.2831724694771859,2,162
102,-0.2831724694771859,3,0
102,-0.2831724694771859,4,1
102,-0.2831724694771859,5,1
102,-0.2831724694771859,6,0
102,-0.2831724694771859,7,0
102,-0.2831724694771859,8,0
103,-2.236922823385051,0,3724
103,-2.236922823385051,1,1115
103,-2.236922823385051,2,159
103,-2.236922823385051,3,0
103,-2.236922823385051,4,2
103,-2.236922823385051,5,0
103,-2.236922823385051,6,0
103,-2.236922823385051,7,0
103,-2.236922823385051,8,0
104,-4.305989930128039,0,3724
104,-4.305989930128039,1,1115
104,-4.305989930128039,2,159
104,-4.305989930128039,3,0
104,-4.305989930128039,4,2
104,-4.305989930128039,5,0
104,-4.305989930128039,6,0
104,-4.305989930128039,7,0
104,-4.305989930128039,8,0
105,12.85305880334047,0,3724
105,12.85305880334047,1,1115
105,12.85305880334047,2,159
105,12.85305880334047,3,0
105,12.85305880334047,4,2
105,12.85305880334047,5,0
