t ns xATP yCurrent
6.85 685 0 -3.74321366459003
20.55 685 0 -2.04833406008736
34.24 684 0 0.869385648560202
47.93 685 0 0.829640459592723
61.63 685 0 1.94160416615086
75.33 685 0 1.48115023570529
89.02 684 0 -0.67775510212191
102.71 685 0 -0.164715411895114
116.41 685 0 -0.0246164291045315
130.11 685 0 0.15365402769417
143.81 685 0 1.00117627752264
157.5 684 0 1.27921060275308
171.19 685 0 1.52343180914362
184.89 685 0 -0.00685411354373012
198.59 685 0 0.431084862130396
212.28 684 0 0.687546818519422
225.97 685 0 1.94869540958579
239.67 685 0 0.0727654365120117
253.37 685 0 -0.85482443713484
267.07 685 0 -0.612325312946386
280.76 684 0 -0.968566275651716
294.45 685 0 0.522169386817646
308.15 685 0 -1.05054746722889
321.85 685 0 -0.852038761550056
335.55 685 0 0.845113539235303
349.24 684 0 -0.975174234482847
362.93 685 0 0.453294585446067
376.63 685 0 -0.0183900081276053
390.33 685 0 1.45534314166099
404.02 684 0 1.55516704467578
417.71 685 0 0.432673168342733
431.41 685 0 -0.204144148804358
445.11 685 0 0.430476153422635
458.81 685 0 0.441879480321698
472.5 684 0 0.0913894717004538
486.19 685 0 -0.468460555865366
499.89 685 0 2.38117379952832
513.59 685 0 1.32654624315196
527.28 684 0 1.64618747387884
540.970000000001 685 0 0.474251556670307
554.670000000001 685 0 0.613046163658556
568.370000000001 685 0 -0.450759386835929
582.070000000001 685 0 -0.246180634916121
595.760000000001 684 0 0.120224566188181
609.450000000001 685 0 0.202571753989685
623.150000000001 685 0 0.426674793855744
636.850000000001 685 0 0.4216512554631
650.540000000001 684 0 -1.30015881971637
664.230000000001 685 0 -1.82196960096283
677.930000000001 685 0 -0.572456521491732
691.630000000001 685 0 -1.15090521423886
705.330000000001 685 0 1.12115053347699
719.020000000001 684 0 2.14404459423632
732.710000000001 685 0 1.84266181098175
746.410000000001 685 0 1.59702541865315
760.110000000001 685 0 -1.41056671629921
773.810000000001 685 0 -0.257200041790367
787.500000000001 684 0 0.0496689829754785
801.190000000001 685 0 -0.745856306226212
814.890000000002 685 0 0.204565782473684
828.590000000002 685 0 -0.395528782377738
842.280000000002 684 0 -0.442009582939777
855.970000000002 685 0 -0.505487286614102
869.670000000002 685 0 -0.64237482350517
883.370000000002 685 0 -1.76944598352037
897.070000000002 685 0 -2.32704922228284
910.760000000002 684 0 -0.932100783127461
924.450000000002 685 0 -0.786806439004045
938.150000000002 685 0 -0.663830740401355
951.850000000002 685 0 -0.145853711772375
965.540000000002 684 0 -1.27059140377519
979.230000000002 685 0 -1.43758270734073
992.930000000002 685 0 -1.07362176240203
999.790000000002 1 0 -5.33596252327359
999.810000000002 1 0 -7.73390018403586
999.830000000002 1 0 -5.90381833126282
999.850000000002 1 0 -2.97476039543444
999.870000000002 1 0 -1.91045990887662
999.890000000002 1 0 -2.11096038763461
999.910000000002 1 0 -0.358126150821408
999.930000000002 1 0.0447188218708409 -1.80488816706484
999.950000000002 1 1.06898597181226 -0.412027820624498
999.970000000002 1 3.97145910701808 2.45660531338641
999.990000000002 1 12.8828985249399 -2.79331432861321
1000.01 1 29.7563264851797 -5.79550000755024
1000.03 1 50.4360876298854 -1.2385773113948
1000.05 1 69.4241727577194 2.15688456346223
1000.07 1 82.2108397528241 -0.00879526531412546
1000.09 1 89.0122117472535 1.60516492414016
1000.11 1 92.6122635500175 2.98326239286373
1000.13 1 91.3937195044924 3.89512758392746
1000.15 1 86.0066199082112 1.78798428191178
1000.17 1 74.6178059113048 1.32158034288314
1000.19 1 58.2134144457093 -4.24625615413343
1000.21 1 42.6991567858273 -1.58498995363249
1000.23 1 29.4192306236533 -5.80579968967822
1000.25 1 18.8931093338085 -1.45675891113915
1000.27 1 12.2073494209361 1.68807736527039
1000.29 1 8.62600421038192 1.56980268216743
1000.31 1 5.94837929571924 -0.105612277317132
1000.34 2 2.54419300489413 -7.49606335756395
1000.37 1 0.440252640645218 -3.28203424558581
1000.39 1 0 -3.5778067840276
1000.41 1 0 1.4415716396741
1000.43 1 0 -6.0596868541329
1000.45 1 0 -4.88929964165691
1000.48 2 0 3.27285512202873
1000.52 2 0 0.428769563756176
1000.57 3 0 -9.12962155328953
1000.63 3 0 0.37097690292696
1000.7 4 0 -6.36451452977888
1000.79 5 0 -5.63739988688577
1000.91 7 0 -3.74309215912897
1001.06 8 0 -7.32236351000981
1001.24 10 0 -7.72073375704893
1001.47 13 0 -6.56310362521888
1001.76 16 0 -7.06816520932418
1002.13 21 0 -4.87201906386441
1002.6 26 0 -4.14292261247638
1003.18 32 0 -3.51166351286198
1003.92 42 0 -5.39282739527619
1004.85 51 0 -2.61591071873175
1006.01 65 0 -4.40938199148753
1007.48 82 0 -6.38589997749805
1009.33 103 0 -3.95433183026016
1011.66 130 0 -2.69505932252849
1014.59 163 0 -3.68004955904934
1018.28 206 0 -1.16854197284739
1022.93 259 0 -3.00408930366128
1028.78 326 0 -2.08340136598165
1036.14 410 0 -1.7110115887035
1045.41 517 0 -0.585547581457366
1057.08 650 0 -0.817146538236358
1071.77 819 0 -0.308573235694577
1090.27 1031 0 0.799318027546926
1113.56 1298 0 -0.484132869307161
1142.87 1633 0 -0.5198529201225
1179.77 2057 0 1.30721202761251
1226.23 2589 0 0.288297785997899
1284.72 3260 0 2.63770626713677
1358.36 4104 0 0.363023677784111
1451.06 5166 0 -1.32106352326108
1567.76 6504 0 -0.457009143292662
1714.68 8188 0 0.50157771650017
1899.64 10308 0 0.193249449674704
2132.49 12977 0 0.369619966347565
2425.63 16337 0 -0.778508850564943
2794.67 20567 0 -0.380392976540889
3259.27 25893 0 -0.1977746030977
3823.55 30535 0 -0.053412160425646
32628.9 2850000 0 NaN
61131.4 250 1000 NaN
61136.4 250 1000 -1776.9153066255
91133.9 2999500 0 NaN
121135.75 685 0 2.69249817736333
121149.45 685 0 4.63114616993693
121163.14 684 0 1.1798468395169
121176.83 685 0 1.49225747963859
121190.53 685 0 1.51702795063359
121204.23 685 0 0.939882659131145
121217.92 684 0 -0.494265322834734
121231.61 685 0 0.87640164452543
121245.31 685 0 1.67855614744077
121259.01 685 0 -0.034991303745937
121272.71 685 0 -0.776190845482572
121286.4 684 0 -0.0458142183040798
121300.09 685 0 -0.168481198537467
121313.79 685 0 2.90411084088378
121327.49 685 0 0.938119545121025
121341.18 684 0 -1.45469004621143
121354.87 685 0 0.323485526855064
121368.57 685 0 -0.108572076938999
121382.27 685 0 -0.758121989774311
121395.97 685 0 -2.65613371282214
121409.66 684 0 -1.58668637319247
121423.35 685 0 0.265399663395922
121437.05 685 0 2.04964542469408
121450.75 685 0 1.03664565279587
121464.45 685 0 0.739553702519435
121478.14 684 0 1.48934369881718
121491.83 685 0 1.99187921614392
121505.53 685 0 1.48314453028243
121519.23 685 0 0.855638554584396
121532.92 684 0 0.50466330210768
121546.61 685 0 -0.0133706030735157
121560.31 685 0 2.80717298373227
121574.01 685 0 1.15186621144842
121587.71 685 0 -1.21818670973924
121601.4 684 0 -1.3347713625141
121615.09 685 0 -4.60406172177749
121628.79 685 0 0.131418591549139
121642.49 685 0 1.38296111771367
121656.18 684 0 0.483063416423434
