i_step,patch_current
0,0.05441073249527584
1,1.493928241701854
2,2.035220249686299
3,2.565827027304914
4,2.412024636139583
5,1.111398274857594
6,0.3600933651905018
7,1.537874894247916
8,2.141626396245184
9,2.514940277434538
10,4.274960962165038
11,2.86375436125774
12,4.172410666527865
13,4.013335116563606
14,4.129427331556779
15,3.408270003446612
16,2.363845426442604
17,3.863483989243016
18,3.651146889752888
19,2.221776362162707
20,2.34521194165884
21,2.796628055568705
22,2.753933857282715
23,2.422617360017643
24,2.734253565719522
25,2.679626832808642
26,1.834877954466803
27,0.5844503677129416
28,0.2442395593867044
29,0.4144354585423998
30,-0.9165846464786064
31,0.1845146710479111
32,-0.3072988058251713
33,-1.331769178957433
34,0.9139624251814895
35,0.7008716710392831
36,0.2988143859282538
37,0.823751454294201
38,0.08495594421638908
39,1.900033764298774
40,2.903544836191851
41,4.208952024831158
42,3.127953458215005
43,2.870586148709057
44,3.239082818703421
45,1.642407011380429
46,0.7562271732717962
47,0.4479165923517183
48,0.7416013470130061
49,1.735381526757432
50,1.671698786934669
51,1.641388134070948
52,3.392440646282669
53,2.314158579578527
54,0.3490752542239683
55,1.41111083032421
56,0.7808825892872149
57,-0.4905237610034804
58,0.227046306421352
59,-0.4761857786789978
60,-2.273511419619689
61,-2.599575469992799
62,-1.782684327235492
63,0.1087762131892753
64,-1.36606158584141
65,1.399378544502831
66,1.656427714442802
67,1.449608485125535
68,0.3251422605268175
69,-0.3650541904775158
70,-0.1808885953242686
71,-1.31060989713092
72,0.9403502878763867
73,3.564985597769857
74,-0.9060892111040181
75,-1.860126213395066
76,-4.128971673201642
77,4.64912205545879
78,-2.927014675148897
79,4.077886339763577
80,1.195992909843202
81,1.589924603219947
82,-0.7950085762953323
83,1.216642373624815
84,-2.750340438172787
85,0.07047419560515733
86,0.8254584018477
87,-1.052897068265586
88,4.317633562798344
89,-0.4382100916984481
90,5.29512954660305
91,1.404571554606057
92,-1.831380198105945
93,-0.5429478332981819
94,-3.288439274296881
95,0.1427523984157519
96,1.181114597875131
97,-0.2509448393956342
98,-2.337271695991515
99,-4.566937671717511
100,-2.158254325131373
101,-3.924298176428636
102,-3.529587972617617
103,1.130178070880196
104,-7.339477032230052
105,-5.16501505461884
106,-4.970132120581171
107,-5.959610531276088
108,-7.193161264973691
109,-12.08464382965844
110,-10.02540253708887
111,-10.96915512929731
112,-16.10199898833276
113,-17.48002457663576
114,-18.33937619846797
115,-20.24782649869397
116,-17.85866186103721
117,-20.36645752175521
118,-18.50363178831966
119,-22.76074582693769
120,-22.99612016142847
121,-18.08304463264094
122,-20.67467758913157
123,-21.13925448982323
124,-22.74701856492493
125,-20.13183529789781
126,-20.48527674325566
127,-19.85775444452029
128,-21.29644443507001
129,-18.70385942049275
130,-17.74958540052026
131,-14.69260351830478
132,-10.14601988221389
133,-11.13788437432039
134,-8.622692770612513
135,-6.658187382933654
136,-4.809108169479399
137,-3.101627005012828
138,-1.50224490620132
139,-0.7188207229768696
140,-0.1611686434049128
141,-2.451966566364552
142,-5.56009971913848
143,-2.970617447683303
144,-2.574934258256281
145,-2.259208795213689
146,-0.3618851016948586
147,0.7075293367953417
148,0.6701777713744446
149,-6.098305868001643
150,nan
151,nan
152,-1690.632524810463
153,nan
154,-2.654149634894933
