model_name,i_par,parameter_name,parameter_transformation,parameter_value,transformed_mean,transformed_variance
scheme_1,0,kon,Log10,10,1,2
scheme_1,1,koff,Log10,100,2,2
scheme_1,2,gating_on,Log10,100,2,2
scheme_1,3,gating_off,Log10,100,2,2
scheme_1,4,unitary_current,Log10,1,0,2
scheme_1,5,Current_Noise,Log10,0.00100000000000000002,-3,2
scheme_1,6,Pink_Noise,Log10,5.00000000000000089,0.698970004336018857,2
scheme_1,7,Proportional_Noise,Log10,0.0100000000000000002,-2,2
scheme_1,8,Current_Baseline,Log10,1,0,2
scheme_1,9,Num_ch_mean,Log10,4999.99999999999909,3.69897000433601875,2
