model_name,i_par,parameter_name,parameter_transformation,parameter_value,transformed_mean,transformed_variance
scheme_2_inact,0,kon,Log10,10,1,2
scheme_2_inact,1,koff,Log10,100,2,2
scheme_2_inact,2,flipping_on,Log10,100,2,2
scheme_2_inact,3,flipping_off,Log10,100,2,2
scheme_2_inact,4,gating_on,Log10,100,2,2
scheme_2_inact,5,gating_off,Log10,100,2,2
scheme_2_inact,6,unitary_current,Log10,1,0,2
scheme_2_inact,7,Current_Noise,Log10,0.00100000000000000002,-3,2
scheme_2_inact,8,Pink_Noise,Log10,5.00000000000000089,0.698970004336018857,2
scheme_2_inact,9,Proportional_Noise,Log10,0.0100000000000000002,-2,2
scheme_2_inact,10,Current_Baseline,Log10,1,0,2
scheme_2_inact,11,Num_ch_mean,Log10,4999.99999999999909,3.69897000433601875,2
scheme_2_inact,12,inactivation_rate,Log10,1.00000000000000008e-05,-5,2
