model_name,i_par,parameter_name,parameter_transformation,parameter_value,transformed_mean,transformed_variance
scheme_18_inact,0,Binding_on,Log10,10,1,2
scheme_18_inact,1,Binding_off,Log10,100,2,2
scheme_18_inact,2,Rocking_on,Log10,100,2,2
scheme_18_inact,3,Rocking_off,Log10,100,2,2
scheme_18_inact,4,RR,Log10,10,1,2
scheme_18_inact,5,RR_0,Log10,1,0,2
scheme_18_inact,6,RR_1,Log10,1,0,2
scheme_18_inact,7,RBR,Log10,10,1,2
scheme_18_inact,8,RBR_0,Log10,1,0,2
scheme_18_inact,9,RBR_1,Log10,1,0,2
scheme_18_inact,10,RBR_2,Log10,1,0,2
scheme_18_inact,11,Rocking_Current_factor,Log10,100,2,2
scheme_18_inact,12,Leakeage_current_ratio,Log10,9.99999999999999955e-07,-6,2
scheme_18_inact,13,Gating_Current,Log10,1,0,2
scheme_18_inact,14,Current_Noise,Log10,0.00100000000000000002,-3,2
scheme_18_inact,15,Pink_Noise,Log10,5.00000000000000089,0.698970004336018857,2
scheme_18_inact,16,Proportional_Noise,Fixed,0,0,0
scheme_18_inact,17,Current_Baseline,Log10,1,0,2
scheme_18_inact,18,Num_ch,Log10,4799.99999999999909,3.68124123737558717,2
scheme_18_inact,19,inactivation_rate,Log10,3.0e-4,-3.52287874528033740,2
