i_step,time,i_sub_step,number_of_samples,ATP_concentration
916,608.0701299999961,0,16337,0
917,608.439169999996,0,20567,0
918,608.9037699999969,0,25893,0
919,609.468049999997,0,30535,0
920,638.273399999997,0,2850000,0
921,666.775899999997,0,0,0
921,666.775899999997,1,250,1000
922,666.780899999997,0,250,1000
923,696.778399999997,0,2999500,0
924,726.780249999997,0,685,0
925,726.793949999997,0,685,0
926,726.807639999996,0,684,0
927,726.821329999996,0,685,0
928,726.835029999996,0,685,0
929,726.8487299999961,0,685,0
930,726.862419999996,0,684,0
931,726.8761099999961,0,685,0
932,726.889809999996,0,685,0
933,726.903509999996,0,685,0
934,726.917209999996,0,685,0
935,726.930899999996,0,684,0
936,726.944589999996,0,685,0
937,726.9582899999959,0,685,0
938,726.971989999996,0,685,0
939,726.985679999996,0,684,0
940,726.999369999996,0,685,0
941,727.013069999996,0,685,0
942,727.026769999996,0,685,0
943,727.040469999996,0,685,0
944,727.0541599999959,0,684,0
945,727.067849999995,0,685,0
946,727.081549999995,0,685,0
947,727.095249999995,0,685,0
948,727.1089499999949,0,685,0
949,727.122639999995,0,684,0
950,727.1363299999949,0,685,0
951,727.150029999995,0,685,0
952,727.163729999995,0,685,0
953,727.177419999995,0,684,0
954,727.191109999995,0,685,0
955,727.2048099999951,0,685,0
956,727.218509999995,0,685,0
957,727.232209999995,0,685,0
958,727.245899999995,0,684,0
959,727.259589999995,0,685,0
960,727.2732899999951,0,685,0
961,727.2869899999949,0,685,0
962,727.3006799999951,0,684,0
963,727.3143699999949,0,685,0
964,727.3280699999949,0,685,0
965,727.341769999994,0,685,0
966,727.3554699999941,0,685,0
967,727.3691599999939,0,684,0
968,727.3828499999941,0,685,0
969,727.396549999994,0,685,0
970,727.410249999994,0,685,0
971,727.423939999994,0,684,0
972,727.437629999994,0,685,0
973,727.4513299999941,0,685,0
974,727.4650299999939,0,685,0
975,727.478729999994,0,685,0
976,727.492419999994,0,684,0
977,727.506109999994,0,685,0
978,727.519809999994,0,685,0
979,727.533509999994,0,685,0
980,727.547209999994,0,685,0
981,727.5608999999939,0,684,0
982,727.574589999994,0,685,0
983,727.588289999994,0,685,0
984,727.6019899999941,0,685,0
985,727.6156799999929,0,684,0
986,727.6293699999931,0,685,0
987,727.6430699999929,0,685,0
988,727.656769999993,0,685,0
989,727.670469999993,0,685,0
990,727.6841599999931,0,684,0
991,727.697849999993,0,685,0
992,727.7115499999929,0,685,0
993,727.725249999993,0,685,0
994,727.7389399999929,0,684,0
995,727.752629999993,0,685,0
996,727.766329999993,0,685,0
997,727.773189999993,0,1,0
998,727.773209999993,0,1,0
999,727.773229999993,0,1,0
1000,727.773249999993,0,1,0
1001,727.7732699999931,0,1,0
1002,727.773289999993,0,1,0
1003,727.773309999993,0,1,0
1004,727.7733299999929,0,1,0
1005,727.773349999993,0,1,0
1006,727.7733699999931,0,1,0
1007,727.773389999993,0,1,0
1008,727.7734099999931,0,1,0
1009,727.7734299999929,0,0.1190786193776523,0
1009,727.7734299999929,1,0.8809213806223477,9269.42016997573
1010,727.773449999993,0,1,9269.42016997573
1011,727.773469999993,0,1,9269.42016997573
1012,727.773489999993,0,1,9269.42016997573
1013,727.7735099999931,0,1,9269.42016997573
1014,727.773529999993,0,1,9269.42016997573
1015,727.773549999993,0,1,9269.42016997573
1016,727.773569999993,0,1,9269.42016997573
1017,727.773589999993,0,1,9269.42016997573
1018,727.773609999993,0,0.5478963487251924,9269.42016997573
1018,727.773609999993,1,0.4521036512748076,0
1019,727.773629999993,0,1,0
1020,727.773649999993,0,1,0
1021,727.7736699999931,0,1,0
1022,727.7736899999929,0,1,0
1023,727.773709999993,0,1,0
1024,727.773739999993,0,2,0
1025,727.7737699999931,0,1,0
1026,727.773789999993,0,1,0
1027,727.773809999993,0,1,0
1028,727.7738299999929,0,1,0
1029,727.773849999994,0,1,0
1030,727.7738799999939,0,2,0
1031,727.773919999994,0,2,0
1032,727.7739699999941,0,3,0
1033,727.774029999994,0,3,0
1034,727.7740999999941,0,4,0
1035,727.774189999994,0,5,0
1036,727.774309999994,0,7,0
1037,727.7744599999941,0,8,0
1038,727.774639999994,0,10,0
1039,727.7748699999941,0,13,0
1040,727.775159999994,0,16,0
1041,727.775529999994,0,21,0
1042,727.7759999999939,0,26,0
1043,727.7765799999941,0,32,0
1044,727.777319999994,0,42,0
1045,727.7782499999939,0,51,0
1046,727.779409999994,0,65,0
1047,727.780879999994,0,82,0
1048,727.782729999994,0,103,0
1049,727.785059999994,0,130,0
1050,727.787989999994,0,163,0
1051,727.791679999994,0,206,0
1052,727.796329999994,0,259,0
1053,727.802179999994,0,326,0
1054,727.8095399999939,0,410,0
1055,727.818809999994,0,517,0
1056,727.8304799999941,0,650,0
1057,727.845169999994,0,819,0
1058,727.863669999994,0,1031,0
1059,727.886959999994,0,1298,0
1060,727.9162699999939,0,1633,0
1061,727.953169999994,0,2057,0
1062,727.999629999994,0,2589,0
1063,728.058119999994,0,3260,0
1064,728.131759999994,0,4104,0
1065,728.224459999994,0,5166,0
1066,728.341159999994,0,6504,0
1067,728.4880799999941,0,8188,0
1068,728.673039999994,0,10308,0
1069,728.905889999994,0,12977,0
1070,729.199029999994,0,16337,0
1071,729.568069999994,0,20567,0
1072,730.032669999994,0,25893,0
1073,730.596949999994,0,30535,0
1074,759.4022999999939,0,2850000,0
1075,787.904799999994,0,0,0
1075,787.904799999994,1,250,1000
1076,787.909799999994,0,250,1000
1077,817.9072999999939,0,2999500,0
