i_step,time,i_sub_step,number_of_samples,ATP_concentration
189,121.61509,0,685,0
190,121.62879,0,685,0
191,121.64249,0,685,0
192,121.65618,0,684,0
193,121.66987,0,685,0
194,121.68357,0,685,0
195,121.69727,0,685,0
196,121.71097,0,685,0
197,121.72466,0,684,0
198,121.73835,0,685,0
199,121.75205,0,685,0
200,121.76575,0,685,0
201,121.77944,0,684,0
202,121.79313,0,685,0
203,121.80683,0,685,0
204,121.82053,0,685,0
205,121.83423,0,685,0
206,121.84792,0,684,0
207,121.86161,0,685,0
208,121.87531,0,685,0
209,121.88901,0,685,0
210,121.90271,0,685,0
211,121.9164,0,684,0
212,121.93009,0,685,0
213,121.94379,0,685,0
214,121.95749,0,685,0
215,121.97118,0,684,0
216,121.98487,0,685,0
217,121.99857,0,685,0
218,122.01227,0,685,0
219,122.025970000001,0,685,0
220,122.039660000001,0,684,0
221,122.053350000001,0,685,0
222,122.067050000001,0,685,0
223,122.080750000001,0,685,0
224,122.094440000001,0,684,0
225,122.108130000001,0,685,0
226,122.121830000001,0,685,0
227,122.128690000001,0,1,0
228,122.128710000001,0,1,0
229,122.128730000001,0,1,0
230,122.128750000001,0,1,0
231,122.128770000001,0,1,0
232,122.12879,0,1,0
233,122.12881,0,1,0
234,122.12883,0,1,0
235,122.12885,0,1,0
236,122.12887,0,1,0
237,122.12889,0,1,0
238,122.12891,0,1,0
239,122.12893,0,0.1158772390141234,0
239,122.12893,1,0.8841227609858766,184.563587516901
240,122.12895,0,1,184.563587516901
241,122.12897,0,1,184.563587516901
242,122.12899,0,1,184.563587516901
243,122.12901,0,1,184.563587516901
244,122.12903,0,1,184.563587516901
245,122.12905,0,1,184.563587516901
246,122.12907,0,1,184.563587516901
247,122.12909,0,1,184.563587516901
248,122.12911,0,0.4530983785804512,184.563587516901
248,122.12911,1,0.5469016214195488,0
249,122.12913,0,1,0
250,122.12915,0,1,0
251,122.12917,0,1,0
252,122.12919,0,1,0
253,122.12921,0,1,0
254,122.12924,0,2,0
255,122.12927,0,1,0
256,122.12929,0,1,0
257,122.12931,0,1,0
258,122.12933,0,1,0
259,122.12935,0,1,0
260,122.12938,0,2,0
261,122.12942,0,2,0
262,122.12947,0,3,0
263,122.12953,0,3,0
264,122.1296,0,4,0
265,122.12969,0,5,0
266,122.12981,0,7,0
267,122.12996,0,8,0
268,122.13014,0,10,0
269,122.13037,0,13,0
270,122.13066,0,16,0
271,122.13103,0,21,0
272,122.1315,0,26,0
273,122.13208,0,32,0
274,122.13282,0,42,0
275,122.13375,0,51,0
276,122.13491,0,65,0
277,122.13638,0,82,0
278,122.13823,0,103,0
279,122.14056,0,130,0
280,122.14349,0,163,0
281,122.14718,0,206,0
282,122.15183,0,259,0
283,122.15768,0,326,0
284,122.16504,0,410,0
285,122.17431,0,517,0
286,122.18598,0,650,0
287,122.20067,0,819,0
288,122.21917,0,1031,0
289,122.24246,0,1298,0
290,122.27177,0,1633,0
291,122.30867,0,2057,0
292,122.35513,0,2589,0
293,122.41362,0,3260,0
294,122.48726,0,4104,0
295,122.57996,0,5166,0
296,122.69666,0,6504,0
297,122.84358,0,8188,0
298,123.02854,0,10308,0
299,123.26139,0,12977,0
300,123.55453,0,16337,0
301,123.92357,0,20567,0
302,124.38817,0,25893,0
303,124.95245,0,30535,0
304,153.7578,0,2850000,0
305,182.2603,0,0,0
305,182.2603,1,250,1000
306,182.2653,0,250,1000
307,212.2628,0,2999500,0
308,242.26465,0,685,0
309,242.27835,0,685,0
310,242.29204,0,684,0
311,242.30573,0,685,0
312,242.31943,0,685,0
313,242.33313,0,685,0
314,242.34682,0,684,0
315,242.36051,0,685,0
316,242.37421,0,685,0
317,242.38791,0,685,0
318,242.40161,0,685,0
319,242.4153,0,684,0
320,242.42899,0,685,0
321,242.44269,0,685,0
322,242.45639,0,685,0
323,242.47008,0,684,0
324,242.48377,0,685,0
325,242.49747,0,685,0
326,242.51117,0,685,0
327,242.52487,0,685,0
328,242.53856,0,684,0
329,242.55225,0,685,0
330,242.56595,0,685,0
331,242.57965,0,685,0
332,242.59335,0,685,0
333,242.60704,0,684,0
334,242.62073,0,685,0
335,242.634430000001,0,685,0
336,242.648130000001,0,685,0
337,242.661820000001,0,684,0
338,242.675510000001,0,685,0
339,242.689210000001,0,685,0
340,242.702910000001,0,685,0
341,242.716610000001,0,685,0
342,242.730300000001,0,684,0
343,242.743990000001,0,685,0
344,242.757690000001,0,685,0
345,242.771390000001,0,685,0
346,242.785080000001,0,684,0
347,242.798770000001,0,685,0
348,242.812470000001,0,685,0
349,242.826170000001,0,685,0
350,242.839870000001,0,685,0
351,242.853560000001,0,684,0
352,242.867250000001,0,685,0
353,242.880950000001,0,685,0
354,242.894650000001,0,685,0
355,242.908340000001,0,684,0
356,242.922030000001,0,685,0
357,242.935730000001,0,685,0
358,242.949430000001,0,685,0
359,242.963130000001,0,685,0
360,242.976820000001,0,684,0
361,242.990510000001,0,685,0
362,243.004210000001,0,685,0
363,243.017910000001,0,685,0
364,243.031610000001,0,685,0
365,243.045300000001,0,684,0
366,243.058990000001,0,685,0
367,243.072690000001,0,685,0
368,243.086390000001,0,685,0
369,243.100080000001,0,684,0
370,243.113770000001,0,685,0
371,243.127470000001,0,685,0
372,243.141170000001,0,685,0
373,243.154870000001,0,685,0
374,243.168560000001,0,684,0
375,243.182250000001,0,685,0
376,243.195950000001,0,685,0
377,243.209650000001,0,685,0
378,243.223340000001,0,684,0
379,243.237030000001,0,685,0
380,243.250730000001,0,685,0
381,243.257590000001,0,1,0
382,243.257610000001,0,1,0
383,243.257630000001,0,1,0
384,243.257650000001,0,1,0
385,243.257670000001,0,1,0
386,243.257690000001,0,1,0
387,243.257710000001,0,1,0
388,243.257730000001,0,1,0
389,243.257750000001,0,1,0
390,243.257770000001,0,1,0
391,243.257790000001,0,1,0
392,243.257810000001,0,1,0
393,243.257830000001,0,0.1152570970141138,0
393,243.257830000001,1,0.8847429029858862,457.270692283372
394,243.257850000001,0,1,457.270692283372
395,243.257870000001,0,1,457.270692283372
396,243.257890000001,0,1,457.270692283372
397,243.257910000001,0,1,457.270692283372
398,243.257930000001,0,1,457.270692283372
399,243.257950000001,0,1,457.270692283372
400,243.257970000001,0,1,457.270692283372
401,243.257990000001,0,1,457.270692283372
402,243.258010000001,0,0.5412935677719144,457.270692283372
402,243.258010000001,1,0.4587064322280856,0
403,243.258030000001,0,1,0
404,243.258050000001,0,1,0
405,243.258070000001,0,1,0
406,243.258090000001,0,1,0
407,243.258110000001,0,1,0
408,243.258140000001,0,2,0
409,243.258170000001,0,1,0
410,243.258190000001,0,1,0
411,243.258210000001,0,1,0
412,243.258230000001,0,1,0
413,243.258250000001,0,1,0
414,243.258280000001,0,2,0
415,243.258320000001,0,2,0
416,243.258370000001,0,3,0
417,243.258430000001,0,3,0
418,243.258500000001,0,4,0
419,243.258590000001,0,5,0
420,243.258710000001,0,7,0
421,243.258860000001,0,8,0
422,243.259040000001,0,10,0
423,243.259270000001,0,13,0
424,243.259560000001,0,16,0
425,243.259930000001,0,21,0
426,243.260400000001,0,26,0
427,243.260980000001,0,32,0
428,243.261720000001,0,42,0
429,243.262650000001,0,51,0
430,243.263810000001,0,65,0
431,243.265280000001,0,82,0
432,243.267130000001,0,103,0
433,243.269460000001,0,130,0
434,243.272390000001,0,163,0
435,243.276080000001,0,206,0
436,243.280730000001,0,259,0
437,243.286580000001,0,326,0
438,243.293940000001,0,410,0
439,243.303210000001,0,517,0
440,243.314880000001,0,650,0
441,243.329570000001,0,819,0
442,243.348070000001,0,1031,0
443,243.371360000001,0,1298,0
444,243.400670000001,0,1633,0
445,243.437570000001,0,2057,0
446,243.484030000001,0,2589,0
447,243.542520000002,0,3260,0
448,243.616160000002,0,4104,0
449,243.708860000002,0,5166,0
450,243.825560000002,0,6504,0
451,243.972480000002,0,8188,0
452,244.157440000002,0,10308,0
453,244.390290000002,0,12977,0
454,244.683430000002,0,16337,0
455,245.052470000002,0,20567,0
456,245.517070000002,0,25893,0
457,246.081350000002,0,30535,0
458,274.886700000001,0,2850000,0
459,303.389200000001,0,0,0
459,303.389200000001,1,250,1000
460,303.394200000001,0,250,1000
461,333.391700000001,0,2999500,0
462,363.393550000001,0,685,0
463,363.407250000001,0,685,0
464,363.420940000001,0,684,0
465,363.434630000001,0,685,0
466,363.448330000001,0,685,0
467,363.462030000001,0,685,0
468,363.475720000001,0,684,0
469,363.489410000001,0,685,0
470,363.503110000001,0,685,0
471,363.516810000001,0,685,0
472,363.530510000001,0,685,0
473,363.544200000001,0,684,0
474,363.557890000001,0,685,0
475,363.571590000001,0,685,0
476,363.585290000001,0,685,0
477,363.5989800000009,0,684,0
478,363.6126700000009,0,685,0
479,363.626370000001,0,685,0
480,363.640070000001,0,685,0
481,363.653770000001,0,685,0
482,363.667460000001,0,684,0
483,363.681150000001,0,685,0
484,363.694850000001,0,685,0
485,363.708550000001,0,685,0
486,363.722250000001,0,685,0
487,363.735940000001,0,684,0
488,363.749630000001,0,685,0
489,363.763330000001,0,685,0
490,363.777030000001,0,685,0
491,363.790720000001,0,684,0
492,363.804410000001,0,685,0
493,363.818110000001,0,685,0
494,363.831810000001,0,685,0
495,363.845510000001,0,685,0
496,363.859200000001,0,684,0
497,363.872890000001,0,685,0
498,363.886590000001,0,685,0
499,363.900290000001,0,685,0
500,363.9139800000009,0,684,0
501,363.927670000001,0,685,0
502,363.94137,0,685,0
503,363.95507,0,685,0
504,363.96877,0,685,0
505,363.98246,0,684,0
506,363.99615,0,685,0
507,364.00985,0,685,0
508,364.02355,0,685,0
509,364.03724,0,684,0
510,364.05093,0,685,0
511,364.06463,0,685,0
512,364.07833,0,685,0
513,364.09203,0,685,0
514,364.10572,0,684,0
515,364.11941,0,685,0
516,364.13311,0,685,0
517,364.14681,0,685,0
518,364.16051,0,685,0
519,364.1742,0,684,0
520,364.18789,0,685,0
521,364.20159,0,685,0
522,364.21529,0,685,0
523,364.22898,0,684,0
524,364.24267,0,685,0
525,364.25637,0,685,0
526,364.27007,0,685,0
527,364.28377,0,685,0
528,364.29746,0,684,0
529,364.31115,0,685,0
530,364.32485,0,685,0
531,364.33855,0,685,0
532,364.35224,0,684,0
533,364.36593,0,685,0
534,364.37963,0,685,0
535,364.38649,0,1,0
536,364.38651,0,1,0
537,364.3865300000001,0,1,0
538,364.38655,0,1,0
539,364.38657,0,1,0
540,364.38659,0,1,0
541,364.38661,0,1,0
542,364.38663,0,1,0
543,364.38665,0,1,0
544,364.38667,0,1,0
545,364.38669,0,1,0
546,364.38671,0,1,0
547,364.38673,0,0.1054962638664687,0
547,364.38673,1,0.8945037361335313,919.394684167733
548,364.38675,0,1,919.394684167733
549,364.38677,0,1,919.394684167733
550,364.38679,0,1,919.394684167733
551,364.38681,0,1,919.394684167733
552,364.38683,0,1,919.394684167733
553,364.38685,0,1,919.394684167733
554,364.38687,0,1,919.394684167733
555,364.38689,0,1,919.394684167733
556,364.38691,0,0.4046197044109139,919.394684167733
556,364.38691,1,0.5953802955890861,0
557,364.38693,0,1,0
558,364.38695,0,1,0
559,364.38697,0,1,0
560,364.38699,0,1,0
561,364.38701,0,1,0
562,364.38704,0,2,0
563,364.38707,0,1,0
564,364.38709,0,1,0
565,364.38711,0,1,0
566,364.38713,0,1,0
567,364.38715,0,1,0
568,364.38718,0,2,0
569,364.38722,0,2,0
570,364.38727,0,3,0
571,364.38733,0,3,0
572,364.3874,0,4,0
573,364.38749,0,5,0
574,364.38761,0,7,0
575,364.38776,0,8,0
576,364.38794,0,10,0
577,364.38817,0,13,0
578,364.38846,0,16,0
579,364.38883,0,21,0
580,364.3893,0,26,0
581,364.38988,0,32,0
582,364.39062,0,42,0
583,364.39155,0,51,0
584,364.39271,0,65,0
585,364.39418,0,82,0
586,364.396030000001,0,103,0
587,364.398360000001,0,130,0
588,364.401290000001,0,163,0
589,364.404980000001,0,206,0
590,364.409630000001,0,259,0
591,364.415480000001,0,326,0
592,364.422840000001,0,410,0
593,364.432110000001,0,517,0
594,364.443780000001,0,650,0
595,364.458470000001,0,819,0
596,364.476970000001,0,1031,0
597,364.500260000001,0,1298,0
598,364.529570000001,0,1633,0
599,364.566470000001,0,2057,0
600,364.612930000001,0,2589,0
601,364.671420000001,0,3260,0
602,364.74506,0,4104,0
603,364.83776,0,5166,0
604,364.95446,0,6504,0
605,365.10138,0,8188,0
606,365.2863400000001,0,10308,0
607,365.51919,0,12977,0
608,365.81233,0,16337,0
609,366.18137,0,20567,0
610,366.64597,0,25893,0
611,367.21025,0,30535,0
612,396.0155999999999,0,2850000,0
613,424.5181,0,0,0
613,424.5181,1,250,1000
614,424.5231,0,250,1000
615,454.5206,0,2999500,0
616,484.52245,0,685,0
617,484.53615,0,685,0
618,484.54984,0,684,0
619,484.56353,0,685,0
620,484.57723,0,685,0
621,484.59093,0,685,0
622,484.60462,0,684,0
623,484.61831,0,685,0
624,484.63201,0,685,0
625,484.64571,0,685,0
626,484.65941,0,685,0
627,484.6731,0,684,0
628,484.68679,0,685,0
629,484.70049,0,685,0
630,484.71419,0,685,0
631,484.72788,0,684,0
632,484.74157,0,685,0
633,484.75527,0,685,0
634,484.76897,0,685,0
635,484.78267,0,685,0
636,484.79636,0,684,0
637,484.81005,0,685,0
638,484.82375,0,685,0
639,484.83745,0,685,0
640,484.85115,0,685,0
641,484.86484,0,684,0
642,484.87853,0,685,0
643,484.89223,0,685,0
644,484.90593,0,685,0
645,484.91962,0,684,0
646,484.93331,0,685,0
647,484.94701,0,685,0
648,484.96071,0,685,0
649,484.974409999999,0,685,0
650,484.988099999999,0,684,0
651,485.001789999999,0,685,0
652,485.015489999999,0,685,0
653,485.029189999999,0,685,0
654,485.042879999999,0,684,0
655,485.056569999999,0,685,0
656,485.070269999999,0,685,0
657,485.083969999999,0,685,0
658,485.097669999999,0,685,0
659,485.111359999999,0,684,0
660,485.125049999999,0,685,0
661,485.138749999999,0,685,0
662,485.152449999999,0,685,0
663,485.166139999999,0,684,0
664,485.179829999999,0,685,0
665,485.193529999999,0,685,0
666,485.207229999999,0,685,0
667,485.220929999999,0,685,0
668,485.234619999999,0,684,0
669,485.248309999999,0,685,0
670,485.262009999999,0,685,0
671,485.275709999999,0,685,0
672,485.289409999999,0,685,0
673,485.303099999999,0,684,0
674,485.316789999999,0,685,0
675,485.330489999999,0,685,0
676,485.344189999999,0,685,0
677,485.357879999999,0,684,0
678,485.371569999999,0,685,0
679,485.385269999999,0,685,0
680,485.398969999999,0,685,0
681,485.412669999999,0,685,0
682,485.426359999999,0,684,0
683,485.440049999999,0,685,0
684,485.453749999999,0,685,0
685,485.467449999999,0,685,0
686,485.481139999999,0,684,0
687,485.494829999999,0,685,0
688,485.508529999999,0,685,0
689,485.515389999999,0,1,0
690,485.515409999999,0,1,0
691,485.515429999999,0,1,0
692,485.515449999999,0,1,0
693,485.515469999999,0,1,0
694,485.515489999999,0,1,0
695,485.515509999999,0,1,0
696,485.515529999999,0,1,0
697,485.515549999999,0,1,0
698,485.515569999999,0,1,0
699,485.515589999999,0,1,0
700,485.515609999999,0,1,0
701,485.515629999999,0,0.1048267409973844,0
701,485.515629999999,1,0.8951732590026156,1837.99717819049
702,485.515649999999,0,1,1837.99717819049
703,485.515669999999,0,1,1837.99717819049
704,485.515689999999,0,1,1837.99717819049
705,485.515709999999,0,1,1837.99717819049
706,485.515729999999,0,1,1837.99717819049
707,485.515749999999,0,1,1837.99717819049
708,485.515769999999,0,1,1837.99717819049
709,485.515789999999,0,1,1837.99717819049
710,485.515809999999,0,0.4089724606679042,1837.99717819049
710,485.515809999999,1,0.5910275393320958,0
711,485.515829999999,0,1,0
712,485.515849999999,0,1,0
713,485.515869999999,0,1,0
714,485.515889999999,0,1,0
715,485.515909999999,0,1,0
716,485.515939999999,0,2,0
717,485.515969999999,0,1,0
718,485.515989999999,0,1,0
719,485.516009999999,0,1,0
720,485.516029999999,0,1,0
721,485.516049999999,0,1,0
722,485.516079999999,0,2,0
723,485.516119999999,0,2,0
724,485.516169999999,0,3,0
725,485.516229999999,0,3,0
726,485.516299999999,0,4,0
727,485.516389999999,0,5,0
728,485.516509999999,0,7,0
729,485.516659999999,0,8,0
730,485.516839999999,0,10,0
731,485.517069999999,0,13,0
732,485.517359999999,0,16,0
733,485.517729999999,0,21,0
734,485.518199999999,0,26,0
735,485.518779999999,0,32,0
736,485.519519999999,0,42,0
737,485.520449999999,0,51,0
738,485.521609999999,0,65,0
739,485.523079999999,0,82,0
740,485.524929999999,0,103,0
741,485.527259999999,0,130,0
742,485.530189999999,0,163,0
743,485.533879999999,0,206,0
744,485.538529999999,0,259,0
745,485.544379999999,0,326,0
746,485.551739999999,0,410,0
747,485.561009999999,0,517,0
748,485.572679999999,0,650,0
749,485.587369999999,0,819,0
750,485.605869999999,0,1031,0
751,485.629159999999,0,1298,0
752,485.658469999999,0,1633,0
753,485.695369999999,0,2057,0
754,485.741829999999,0,2589,0
755,485.800319999999,0,3260,0
756,485.873959999999,0,4104,0
757,485.966659999999,0,5166,0
758,486.083359999999,0,6504,0
759,486.230279999999,0,8188,0
760,486.415239999999,0,10308,0
761,486.648089999999,0,12977,0
762,486.941229999999,0,16337,0
763,487.310269999999,0,20567,0
764,487.774869999999,0,25893,0
765,488.339149999999,0,30535,0
766,517.144499999999,0,2850000,0
767,545.6469999999989,0,0,0
767,545.6469999999989,1,250,1000
768,545.6519999999989,0,250,1000
769,575.649499999999,0,2999500,0
770,605.6513499999991,0,685,0
771,605.665049999999,0,685,0
772,605.6787399999989,0,684,0
773,605.692429999999,0,685,0
774,605.706129999999,0,685,0
775,605.719829999999,0,685,0
776,605.733519999999,0,684,0
777,605.7472099999991,0,685,0
778,605.7609099999989,0,685,0
779,605.774609999999,0,685,0
780,605.788309999999,0,685,0
781,605.801999999999,0,684,0
782,605.815689999999,0,685,0
783,605.829389999999,0,685,0
784,605.8430899999991,0,685,0
785,605.856779999998,0,684,0
786,605.870469999998,0,685,0
787,605.884169999998,0,685,0
788,605.897869999998,0,685,0
789,605.9115699999979,0,685,0
790,605.925259999998,0,684,0
791,605.9389499999979,0,685,0
792,605.952649999998,0,685,0
793,605.966349999998,0,685,0
794,605.980049999998,0,685,0
795,605.993739999998,0,684,0
796,606.007429999998,0,685,0
797,606.021129999998,0,685,0
798,606.034829999998,0,685,0
799,606.048519999998,0,684,0
800,606.062209999998,0,685,0
801,606.0759099999981,0,685,0
802,606.0896099999981,0,685,0
803,606.1033099999979,0,685,0
804,606.116999999997,0,684,0
805,606.130689999997,0,685,0
806,606.144389999997,0,685,0
807,606.1580899999971,0,685,0
808,606.1717799999971,0,684,0
809,606.1854699999969,0,685,0
810,606.199169999997,0,685,0
811,606.212869999997,0,685,0
812,606.2265699999971,0,685,0
813,606.240259999997,0,684,0
814,606.2539499999971,0,685,0
815,606.267649999997,0,685,0
816,606.2813499999969,0,685,0
817,606.295039999997,0,684,0
818,606.3087299999969,0,685,0
819,606.322429999997,0,685,0
820,606.336129999997,0,685,0
821,606.349829999997,0,685,0
822,606.363519999997,0,684,0
823,606.377209999997,0,685,0
824,606.390909999996,0,685,0
825,606.4046099999961,0,685,0
826,606.4183099999959,0,685,0
827,606.431999999996,0,684,0
828,606.445689999996,0,685,0
829,606.459389999996,0,685,0
830,606.473089999996,0,685,0
831,606.486779999996,0,684,0
832,606.500469999996,0,685,0
833,606.5141699999959,0,685,0
834,606.527869999996,0,685,0
835,606.541569999996,0,685,0
836,606.555259999996,0,684,0
837,606.568949999996,0,685,0
838,606.582649999996,0,685,0
839,606.5963499999961,0,685,0
840,606.6100399999959,0,684,0
841,606.623729999996,0,685,0
842,606.637429999996,0,685,0
843,606.644289999996,0,1,0
844,606.6443099999959,0,1,0
845,606.644329999996,0,1,0
846,606.6443499999961,0,1,0
847,606.644369999996,0,1,0
848,606.6443899999961,0,1,0
849,606.644409999996,0,1,0
850,606.644429999996,0,1,0
851,606.644449999996,0,1,0
852,606.644469999996,0,1,0
853,606.644489999996,0,1,0
854,606.6445099999961,0,1,0
855,606.6445299999959,0,0.1003052533037714,0
855,606.6445299999959,1,0.8996947466962286,4593.41457978121
856,606.644549999996,0,1,4593.41457978121
857,606.644569999996,0,1,4593.41457978121
858,606.644589999996,0,1,4593.41457978121
859,606.6446099999961,0,1,4593.41457978121
860,606.644629999996,0,1,4593.41457978121
861,606.644649999996,0,1,4593.41457978121
862,606.6446699999959,0,1,4593.41457978121
863,606.644689999996,0,1,4593.41457978121
864,606.6447099999961,0,0.4121916832866521,4593.41457978121
864,606.6447099999961,1,0.5878083167133479,0
865,606.644729999996,0,1,0
866,606.6447499999961,0,1,0
867,606.6447699999959,0,1,0
868,606.644789999996,0,1,0
869,606.644809999996,0,1,0
870,606.6448399999961,0,2,0
871,606.644869999996,0,1,0
872,606.6448899999961,0,1,0
873,606.644909999996,0,1,0
874,606.644929999996,0,1,0
875,606.644949999996,0,1,0
876,606.6449799999961,0,2,0
877,606.645019999996,0,2,0
878,606.6450699999959,0,3,0
879,606.645129999996,0,3,0
880,606.645199999996,0,4,0
881,606.645289999996,0,5,0
882,606.645409999996,0,7,0
883,606.645559999996,0,8,0
884,606.6457399999961,0,10,0
885,606.6459699999961,0,13,0
886,606.646259999996,0,16,0
887,606.6466299999961,0,21,0
888,606.647099999996,0,26,0
889,606.6476799999959,0,32,0
890,606.648419999996,0,42,0
891,606.649349999996,0,51,0
892,606.6505099999961,0,65,0
893,606.651979999996,0,82,0
894,606.653829999996,0,103,0
895,606.6561599999959,0,130,0
896,606.659089999996,0,163,0
897,606.6627799999959,0,206,0
898,606.667429999996,0,259,0
899,606.673279999996,0,326,0
900,606.6806399999961,0,410,0
901,606.689909999996,0,517,0
902,606.7015799999971,0,650,0
903,606.7162699999959,0,819,0
904,606.7347699999959,0,1031,0
905,606.758059999996,0,1298,0
906,606.787369999996,0,1633,0
907,606.824269999996,0,2057,0
908,606.870729999996,0,2589,0
909,606.929219999996,0,3260,0
910,607.0028599999961,0,4104,0
911,607.095559999996,0,5166,0
912,607.212259999996,0,6504,0
913,607.3591799999959,0,8188,0
914,607.5441399999961,0,10308,0
915,607.776989999996,0,12977,0
