i_step,patch_current
0,-3.74321366459003
1,-2.04833406008736
2,0.869385648560202
3,0.829640459592723
4,1.94160416615086
5,1.48115023570529
6,-0.67775510212191
7,-0.164715411895114
8,-0.0246164291045315
9,0.15365402769417
10,1.00117627752264
11,1.27921060275308
12,1.52343180914362
13,-0.00685411354373012
14,0.431084862130396
15,0.687546818519422
16,1.94869540958579
17,0.0727654365120117
18,-0.85482443713484
19,-0.612325312946386
20,-0.968566275651716
21,0.522169386817646
22,-1.05054746722889
23,-0.852038761550056
24,0.845113539235303
25,-0.975174234482847
26,0.453294585446067
27,-0.0183900081276053
28,1.45534314166099
29,1.55516704467578
30,0.432673168342733
31,-0.204144148804358
32,0.430476153422635
33,0.441879480321698
34,0.09138947170045381
35,-0.468460555865366
36,2.38117379952832
37,1.32654624315196
38,1.64618747387884
39,0.474251556670307
40,0.613046163658556
41,-0.450759386835929
42,-0.246180634916121
43,0.120224566188181
44,0.202571753989685
45,0.426674793855744
46,0.4216512554631
47,-1.30015881971637
48,-1.82196960096283
49,-0.572456521491732
50,-1.15090521423886
51,1.12115053347699
52,2.14404459423632
53,1.84266181098175
54,1.59702541865315
55,-1.41056671629921
56,-0.257200041790367
57,0.0496689829754785
58,-0.745856306226212
59,0.204565782473684
60,-0.395528782377738
61,-0.442009582939777
62,-0.505487286614102
63,-0.6423748235051699
64,-1.76944598352037
65,-2.32704922228284
66,-0.932100783127461
67,-0.786806439004045
68,-0.663830740401355
69,-0.145853711772375
70,-1.27059140377519
71,-1.43758270734073
72,-1.07362176240203
73,-5.33596252327359
74,-7.73390018403586
75,-5.90381833126282
76,-2.97476039543444
77,-1.91045990887662
78,-2.11096038763461
79,-0.358126150821408
80,-1.80488816706484
81,-0.412027820624498
82,2.45660531338641
83,-2.79331432861321
84,-5.79550000755024
85,-1.2385773113948
86,2.15688456346223
87,-0.00879526531412546
88,1.60516492414016
89,2.98326239286373
90,3.89512758392746
91,1.78798428191178
92,1.32158034288314
93,-4.24625615413343
94,-1.58498995363249
95,-5.80579968967822
96,-1.45675891113915
97,1.68807736527039
98,1.56980268216743
99,-0.105612277317132
100,-7.49606335756395
101,-3.28203424558581
102,-3.5778067840276
103,1.4415716396741
104,-6.0596868541329
105,-4.88929964165691
106,3.27285512202873
107,0.428769563756176
108,-9.12962155328953
109,0.37097690292696
110,-6.36451452977888
111,-5.63739988688577
112,-3.74309215912897
113,-7.32236351000981
114,-7.72073375704893
115,-6.56310362521888
116,-7.06816520932418
117,-4.87201906386441
118,-4.14292261247638
119,-3.51166351286198
120,-5.39282739527619
121,-2.61591071873175
122,-4.40938199148753
123,-6.38589997749805
124,-3.95433183026016
125,-2.69505932252849
126,-3.68004955904934
127,-1.16854197284739
128,-3.00408930366128
129,-2.08340136598165
130,-1.7110115887035
131,-0.585547581457366
132,-0.817146538236358
133,-0.308573235694577
134,0.799318027546926
135,-0.484132869307161
136,-0.5198529201225
137,1.30721202761251
138,0.288297785997899
139,2.63770626713677
140,0.363023677784111
141,-1.32106352326108
142,-0.457009143292662
143,0.50157771650017
144,0.193249449674704
145,0.369619966347565
146,-0.778508850564943
147,-0.380392976540889
148,-0.1977746030977
149,-0.053412160425646
150,nan
151,nan
152,-1776.9153066255
153,nan
154,2.69249817736333
155,4.63114616993693
156,1.1798468395169
157,1.49225747963859
158,1.51702795063359
159,0.939882659131145
160,-0.494265322834734
161,0.87640164452543
162,1.67855614744077
163,-0.034991303745937
164,-0.776190845482572
165,-0.0458142183040798
166,-0.168481198537467
167,2.90411084088378
168,0.938119545121025
169,-1.45469004621143
170,0.323485526855064
171,-0.108572076938999
172,-0.758121989774311
173,-2.65613371282214
174,-1.58668637319247
175,0.265399663395922
176,2.04964542469408
177,1.03664565279587
178,0.739553702519435
179,1.48934369881718
180,1.99187921614392
181,1.48314453028243
182,0.855638554584396
183,0.50466330210768
184,-0.0133706030735157
185,2.80717298373227
186,1.15186621144842
187,-1.21818670973924
188,-1.3347713625141
189,-4.60406172177749
190,0.131418591549139
191,1.38296111771367
192,0.483063416423434
193,0.0498286251490245
194,-1.05744372795236
195,-1.06380675406723
196,-1.28524073113236
197,-1.90159519455524
198,0.194890695913488
199,-0.502228768009786
200,-0.741459838421559
201,-3.34823540819
202,-1.00022995436684
203,-2.64861792423068
204,-2.83953877974101
205,-5.28385076624564
206,-5.73332791307682
207,-2.96218936591188
208,-1.47368119820268
209,-0.750696417376663
210,0.29451944595726
211,-1.56223327255444
212,-0.990616917714062
213,-0.222164288982076
214,0.932423673328366
215,-0.560816171239099
216,-1.23197419447158
217,1.46785566988007
218,0.421908052974025
219,3.19176684555457
220,2.11259493167835
221,1.07850708050931
222,1.7655813610736
223,1.44661699580617
224,0.970733399371013
225,1.08347899519104
226,1.8578502517498
227,11.6540758980958
228,2.27602458571686
229,3.25716467583396
230,2.42784952967744
231,1.73052290264243
232,5.04015409309963
233,4.18032137026762
234,-1.76297668728462
235,-0.94052799588009
236,8.577904169206141
237,5.57726344258831
238,-3.68863577550822
239,-0.325598825868909
240,3.84081332975276
241,-2.28635312726933
242,-1.26935488455853
243,1.87166669476658
244,-0.8978033885344
245,0.8325432089660461
246,3.76833408514846
247,0.7272575694355951
248,1.18120652248355
249,3.24419470574687
250,1.97466351604637
251,2.93901893899195
252,4.69454253724967
253,0.618920172237599
254,-2.97032831450881
255,-4.76209153506869
256,-4.64002122836671
257,-0.775733081832426
258,-1.28613955173005
259,-8.016791087510001
260,-5.38960920545851
261,-2.21311094324814
262,-7.55750155854383
263,-5.56266929652245
264,-10.5651994747679
265,-10.3971620681984
266,-13.1752424677757
267,-12.6217980404148
268,-12.2335572446462
269,-18.7653750308559
270,-20.3200951753756
271,-16.2063281101722
272,-16.4666385677744
273,-17.2149317486442
274,-18.8841546373257
275,-17.615900356033
276,-18.8807901583367
277,-14.2242894826468
278,-11.0070765781588
279,-10.92383675397
280,-9.739966990613681
281,-11.2585762237053
282,-7.93677082009788
283,-9.717893234233101
284,-7.70716608137516
285,-3.26366523895819
286,-3.41920313355801
287,-2.61718750611066
288,-2.58309438047077
289,-2.86936403907158
290,-0.75138349424561
291,-1.02118185630755
292,2.63471337698712
293,2.49900977840639
294,2.76906990814768
295,2.07892614331572
296,5.23778085684796
297,2.12887912153834
298,3.74392638903797
299,3.44482313868124
300,2.70258388760829
301,1.50903962757767
302,-0.446026336284307
303,0.223303640604671
304,nan
305,nan
306,-1682.09922994177
307,nan
308,1.59755678772457
309,1.06217479990254
310,1.07375440742711
311,1.70447099662053
312,3.37080920460447
313,2.71172477661841
314,2.80476656918203
315,3.58333249479243
316,4.33155052227435
317,3.8539179249219
318,2.79799952517228
319,3.14095281163047
320,2.74230405671536
321,3.19804820064235
322,3.07693797244747
323,2.42208820408319
324,2.03448885043543
325,1.20519252716379
326,0.840421390684461
327,-0.852743103733449
328,0.7566667470921991
329,0.752772348778049
330,0.142286382001599
331,0.12114772538702
332,0.995139155882238
333,2.56527888235344
334,2.08689844463292
335,0.7377142636270561
336,-1.91206566119661
337,-1.53015581467402
338,-0.930552566100369
339,-0.853108980519502
340,-0.8848971576136559
341,-2.03651689576936
342,-1.47042769700828
343,-1.27495388841691
344,-0.863250283107216
345,-1.04840799450259
346,-1.05389489915272
347,-1.92403033330168
348,-0.480634383489953
349,0.99619669015426
350,1.1224141573216
351,0.127708526619173
352,-0.312778133265272
353,0.284856035500203
354,0.654985011490395
355,0.718333056864227
356,-0.499676014799253
357,-1.2807146935935
358,-1.88851322019622
359,-1.07100815345709
360,-1.36085152712549
361,-3.95135661203737
362,-3.2198927341503
363,-1.08754578418676
364,-1.80989481929137
365,-4.71009131973099
366,-3.09095474753815
367,-2.33005733521568
368,-3.97417429225918
369,-1.95560998436888
370,-2.23977197564537
371,-2.09449383152781
372,-2.99108141136891
373,-2.4255742316255
374,-0.000461279947282316
375,-0.198159461416941
376,-0.934166225864002
377,0.063031455729223
378,1.01996517080125
379,-1.12144101060773
380,0.966022380527352
381,6.06233115990728
382,-2.04832519313846
383,-4.3170018431946
384,-4.4660039113127
385,-2.21312010718612
386,-1.94395508090828
387,2.34414591170692
388,-4.42823841017677
389,1.1837150586213
390,5.14291286861637
391,3.26356420299783
392,3.15782079981725
393,1.79345624059765
394,0.659804561044777
395,1.78452984942007
396,1.24688644233957
397,2.66618263957506
398,-1.65899720870086
399,-4.16456654770051
400,2.51100076218018
401,-0.679154115592473
402,-9.16540554357185
403,-15.3108825465992
404,-11.1285249571646
405,-8.780197431985441
406,-19.9182736851818
407,-31.1174613856708
408,-28.3125146194845
409,-30.6347496166062
410,-35.6218557029735
411,-37.4160603296674
412,-36.6222981603379
413,-43.8183427404191
414,-48.3505461994674
415,-57.0218485830128
416,-66.1503424121279
417,-67.5160802622979
418,-75.3781137328655
419,-81.2023436503212
420,-92.8780829290402
421,-98.279371113742
422,-105.049815662158
423,-122.542404928586
424,-128.263891555398
425,-128.932267356346
426,-131.871328811282
427,-139.439561648362
428,-126.800789011716
429,-121.032797762899
430,-112.815997825962
431,-106.447804077977
432,-107.595494429955
433,-102.017752982218
434,-98.0033822847701
435,-86.3027982384915
436,-75.73419177178739
437,-67.1496587147456
438,-56.4594105752974
439,-50.382047932024
440,-40.3833448754778
441,-34.2228168048489
442,-27.3421387091404
443,-22.3381504094804
444,-14.3857566461961
445,-10.342654704376
446,-6.07427878762328
447,-3.42924865031013
448,-3.13286984211407
449,-2.00500339297047
450,-1.58756802633183
451,-1.89753414017396
452,-2.52669653413571
453,-0.693694998927563
454,0.14360860124642
455,-2.27207943989612
456,-0.7194052028092009
457,-0.468025304841768
458,nan
459,nan
460,-1619.84012611205
461,nan
462,-5.15553864809753
463,-3.3142517491403
464,-1.68102729055961
465,-0.783074933347408
466,-5.73795991626829
467,0.0284019095961531
468,-1.78027076222269
469,-2.68565538265519
470,-3.63573994027439
471,-3.09551089252775
472,-3.93753983933212
473,-1.27773015309683
474,-1.28296620465402
475,-2.29097512760758
476,-0.0436140024571339
477,1.43502810021553
478,0.881054091668081
479,-2.8343272149527
480,-3.00153791819047
481,1.17002212937988
482,-1.16749433062463
483,-0.612980653247826
484,0.785751263807055
485,-1.24656341355689
486,0.8909656214066
487,1.71161483159877
488,0.704379598320375
489,0.0255862733248327
490,1.47612790257731
491,-0.367068264727449
492,4.11923851173918
493,3.58077035044232
494,4.00547700511016
495,3.90166823808598
496,4.61508005392035
497,2.27466930261908
498,1.37568832056929
499,0.410934164322631
500,0.258201857526378
501,0.826073447324688
502,-0.798027432138211
503,0.199237967289379
504,-2.74429702241948
505,-0.577019376660007
506,1.87318162316854
507,0.705054549103791
508,1.02470723051669
509,0.875710967407815
510,0.20363183006256
511,-0.510529584251658
512,1.07148711146367
513,0.6813688999950021
514,1.22423150863678
515,0.107057065246666
516,-0.0484511497382203
517,4.59983911049035
518,1.44490530305379
519,0.925007561660365
520,1.17625484321478
521,0.495022339645497
522,-0.252330837533933
523,0.334240370667627
524,-1.91427685341496
525,-2.64467272749638
526,0.655651715854953
527,-0.463288598314035
528,0.229420971891937
529,-0.478518428367336
530,0.07991424248821211
531,2.64992411771056
532,0.754943457838775
533,0.137459922564587
534,0.438252964348042
535,3.71635415195465
536,8.12614398156337
537,10.4988855680829
538,4.33128332196583
539,-6.79389925508511
540,-7.58735624864792
541,-5.02006511082209
542,-4.89494304645256
543,-0.725479133163341
544,-3.49952685296565
545,-0.680465707566992
546,-1.09855650802124
547,-0.898666380796765
548,8.78379775892024
549,1.98677049387109
550,-1.85691828840724
551,0.725631637756342
552,0.460128720679557
553,-3.22334278405244
554,-8.75236473823486
555,-13.572615974129
556,-23.8356770100972
557,-29.5272050600766
558,-33.3556350540172
559,-39.4568615708651
560,-48.0307747378449
561,-54.0778325560938
562,-63.4493988834292
563,-82.01362224483999
564,-94.5845750168924
565,-104.118265970316
566,-109.573282801061
567,-110.457529585233
568,-115.58600834555
569,-132.048715083144
570,-143.725757171744
571,-165.412818723044
572,-178.86763680956
573,-200.181951593083
574,-229.833243258104
575,-249.444873447556
576,-268.486010238463
577,-303.23665063079
578,-305.511097743782
579,-320.65104464343
580,-326.955263348867
581,-334.943822252174
582,-323.612975277253
583,-299.045352611171
584,-301.696921512216
585,-289.945130923311
586,-271.316409552458
587,-254.968149881052
588,-238.530606174395
589,-213.357446448309
590,-204.190369305459
591,-181.959949621758
592,-163.772413378655
593,-143.33665462582
594,-117.393228718696
595,-96.6512689058949
596,-76.5316487146987
597,-60.7653292290172
598,-41.9205013386525
599,-25.2624642190532
600,-14.7386591026857
601,-13.3227334225062
602,-8.744391612345289
603,-6.89813308382829
604,-1.16548625987134
605,-0.545015355500248
606,-1.66617566268382
607,0.196788866485243
608,0.785271298932797
609,0.416723340047522
610,-0.2293744846092
611,-3.30018296387887
612,nan
613,nan
614,-1547.41015225161
615,nan
616,-4.35950610320189
617,-4.52808786982973
618,-4.14282019380086
619,-3.45206484697594
620,-3.56772757635623
621,-2.21170355994445
622,-2.33690690095643
623,-1.90401956024526
624,-1.87214874066244
625,-4.1729958171673
626,1.84822787002368
627,-0.840421312085023
628,-1.07348593858206
629,-2.20823413471292
630,-0.504441170260664
631,0.9094137028011819
632,-0.593032358813412
633,0.347082752498393
634,0.7653428475385859
635,0.921932543069151
636,-2.16860848879702
637,0.988684730036012
638,-2.12097948236494
639,-1.60009011350126
640,-3.05498328188045
641,-2.09890326514273
642,-3.79699031424079
643,-4.01647406222714
644,0.271020477085137
645,-1.93094282176008
646,-0.587262977529505
647,0.7803376699758769
648,0.746827365981882
649,-0.579800650386236
650,0.263878838842669
651,1.74061442993659
652,1.10096490903809
653,-1.42530681888332
654,-2.06801314202681
655,-1.39419114225619
656,-0.328857067700017
657,2.81368036643733
658,3.47800680079649
659,2.84079818287696
660,2.30116662445686
661,1.31160969759025
662,1.43678967852864
663,1.461621221803
664,1.5472677612146
665,0.644220367761825
666,2.45465332843203
667,4.69903397784587
668,4.24171445569819
669,2.29151015037742
670,0.747076852740112
671,0.998874704817184
672,3.39548794173406
673,3.41281981854775
674,3.25641800828764
675,2.28347645400661
676,2.27167483931853
677,0.386413155482403
678,-1.24990203493015
679,0.722104787534232
680,-1.57144257373227
681,0.104465790367882
682,0.347195392473986
683,1.62076945601555
684,1.09244114939219
685,1.68871338776501
686,1.67553314933405
687,-0.204422205695779
688,1.75490088818537
689,6.88319587477379
690,4.22969258283968
691,-1.37180861594703
692,-1.818891114243
693,4.23884785584233
694,2.18425200616477
695,1.86076569340455
696,-3.00602484691968
697,-3.11207342586702
698,2.75798244766404
699,3.40114037610006
700,2.79765529734218
701,-2.4811225281012
702,-3.07011175793822
703,-3.74836489955104
704,-1.25507888516327
705,1.55406404781585
706,-8.63804362238189
707,-9.05994911992058
708,-18.7317321078012
709,-33.9844169302125
710,-38.6421620703096
711,-51.4427596068451
712,-71.60572251634331
713,-79.664651576924
714,-88.555184601912
715,-113.227882404631
716,-149.549520694094
717,-167.626225768114
718,-181.93668041067
719,-200.038943955155
720,-212.60684496954
721,-219.781527245948
722,-234.355958926747
723,-267.08682285063
724,-294.94555565827
725,-329.549181537473
726,-378.588320545316
727,-409.846368071868
728,-457.831486293535
729,-517.461604964814
730,-554.783952740437
731,-604.766097583209
732,-634.385551513885
