i_step,time,i_sub_step,number_of_samples,ATP_concentration
725,606.689909999996,0,517.0,0.0
726,606.7015799999971,0,650.0,0.0
727,606.7162699999959,0,819.0,0.0
728,606.7347699999959,0,1031.0,0.0
729,606.758059999996,0,1298.0,0.0
730,606.787369999996,0,1633.0,0.0
731,606.824269999996,0,2057.0,0.0
732,606.870729999996,0,2589.0,0.0
733,606.929219999996,0,3260.0,0.0
734,607.0028599999961,0,4104.0,0.0
735,607.095559999996,0,5166.0,0.0
736,607.212259999996,0,6504.0,0.0
737,607.359179999996,0,8188.0,0.0
738,607.5441399999961,0,10308.0,0.0
739,607.776989999996,0,12977.0,0.0
740,608.0701299999961,0,16337.0,0.0
741,608.439169999996,0,20567.0,0.0
742,608.9037699999969,0,25893.0,0.0
743,609.468049999997,0,30535.0,0.0
744,638.273399999997,0,2850000.0,0.0
745,666.775899999997,0,0.0,0.0
745,666.775899999997,1,250.0,1000.0
746,666.780899999997,0,250.0,1000.0
747,696.778399999997,0,2999500.0,0.0
748,726.780249999997,0,685.0,0.0
749,726.793949999997,0,685.0,0.0
750,726.807639999996,0,684.0,0.0
751,726.821329999996,0,685.0,0.0
752,726.835029999996,0,685.0,0.0
753,726.8487299999961,0,685.0,0.0
754,726.862419999996,0,684.0,0.0
755,726.8761099999961,0,685.0,0.0
756,726.889809999996,0,685.0,0.0
757,726.903509999996,0,685.0,0.0
758,726.917209999996,0,685.0,0.0
759,726.930899999996,0,684.0,0.0
760,726.944589999996,0,685.0,0.0
761,726.9582899999959,0,685.0,0.0
762,726.971989999996,0,685.0,0.0
763,726.985679999996,0,684.0,0.0
764,726.999369999996,0,685.0,0.0
765,727.013069999996,0,685.0,0.0
766,727.026769999996,0,685.0,0.0
767,727.040469999996,0,685.0,0.0
768,727.0541599999959,0,684.0,0.0
769,727.067849999995,0,685.0,0.0
770,727.081549999995,0,685.0,0.0
771,727.095249999995,0,685.0,0.0
772,727.1089499999949,0,685.0,0.0
773,727.122639999995,0,684.0,0.0
774,727.1363299999949,0,685.0,0.0
775,727.150029999995,0,685.0,0.0
776,727.163729999995,0,685.0,0.0
777,727.177419999995,0,684.0,0.0
778,727.191109999995,0,685.0,0.0
779,727.2048099999951,0,685.0,0.0
780,727.218509999995,0,685.0,0.0
781,727.232209999995,0,685.0,0.0
782,727.245899999995,0,684.0,0.0
783,727.259589999995,0,685.0,0.0
784,727.2732899999951,0,685.0,0.0
785,727.286989999995,0,685.0,0.0
786,727.300679999995,0,684.0,0.0
787,727.3143699999949,0,685.0,0.0
788,727.3280699999949,0,685.0,0.0
789,727.341769999994,0,685.0,0.0
790,727.355469999994,0,685.0,0.0
791,727.3691599999939,0,684.0,0.0
792,727.382849999994,0,685.0,0.0
793,727.396549999994,0,685.0,0.0
794,727.410249999994,0,685.0,0.0
795,727.423939999994,0,684.0,0.0
796,727.437629999994,0,685.0,0.0
797,727.4513299999941,0,685.0,0.0
798,727.4650299999939,0,685.0,0.0
799,727.478729999994,0,685.0,0.0
800,727.492419999994,0,684.0,0.0
801,727.506109999994,0,685.0,0.0
802,727.519809999994,0,685.0,0.0
803,727.533509999994,0,685.0,0.0
804,727.547209999994,0,685.0,0.0
805,727.5608999999939,0,684.0,0.0
806,727.574589999994,0,685.0,0.0
807,727.588289999994,0,685.0,0.0
808,727.6019899999941,0,685.0,0.0
809,727.615679999993,0,684.0,0.0
810,727.6293699999931,0,685.0,0.0
811,727.6430699999929,0,685.0,0.0
812,727.656769999993,0,685.0,0.0
813,727.670469999993,0,685.0,0.0
814,727.6841599999931,0,684.0,0.0
815,727.697849999993,0,685.0,0.0
816,727.7115499999929,0,685.0,0.0
817,727.725249999993,0,685.0,0.0
818,727.7389399999929,0,684.0,0.0
819,727.752629999993,0,685.0,0.0
820,727.766329999993,0,685.0,0.0
821,727.7732299999931,0,5.0,0.0
822,727.7733299999929,0,5.0,0.0
823,727.773409999993,0,2.1190786193776523,0.0
823,727.773449999993,1,2.8809213806223477,9269.42016997573
824,727.773529999993,0,5.0,9269.42016997573
825,727.7735999999929,0,1.5478963487251924,9269.42016997573
825,727.7736399999931,1,3.4521036512748076,0.0
826,727.773727499993,0,5.0,0.0
827,727.7738319999934,0,6.0,0.0
828,727.773944999994,0,5.0,0.0
829,727.774064999994,0,7.0,0.0
830,727.774189999994,0,5.0,0.0
831,727.774309999994,0,7.0,0.0
832,727.7744599999941,0,8.0,0.0
833,727.774639999994,0,10.0,0.0
834,727.774869999994,0,13.0,0.0
835,727.775159999994,0,16.0,0.0
836,727.775529999994,0,21.0,0.0
837,727.7759999999939,0,26.0,0.0
838,727.776579999994,0,32.0,0.0
839,727.777319999994,0,42.0,0.0
840,727.7782499999939,0,51.0,0.0
841,727.779409999994,0,65.0,0.0
842,727.780879999994,0,82.0,0.0
843,727.782729999994,0,103.0,0.0
844,727.785059999994,0,130.0,0.0
845,727.787989999994,0,163.0,0.0
846,727.791679999994,0,206.0,0.0
847,727.796329999994,0,259.0,0.0
848,727.802179999994,0,326.0,0.0
849,727.809539999994,0,410.0,0.0
850,727.818809999994,0,517.0,0.0
851,727.830479999994,0,650.0,0.0
852,727.845169999994,0,819.0,0.0
853,727.863669999994,0,1031.0,0.0
854,727.886959999994,0,1298.0,0.0
855,727.9162699999939,0,1633.0,0.0
856,727.953169999994,0,2057.0,0.0
857,727.999629999994,0,2589.0,0.0
858,728.058119999994,0,3260.0,0.0
859,728.131759999994,0,4104.0,0.0
860,728.224459999994,0,5166.0,0.0
861,728.341159999994,0,6504.0,0.0
862,728.488079999994,0,8188.0,0.0
863,728.673039999994,0,10308.0,0.0
864,728.905889999994,0,12977.0,0.0
865,729.199029999994,0,16337.0,0.0
866,729.568069999994,0,20567.0,0.0
867,730.032669999994,0,25893.0,0.0
868,730.596949999994,0,30535.0,0.0
869,759.4022999999939,0,2850000.0,0.0
870,787.904799999994,0,0.0,0.0
870,787.904799999994,1,250.0,1000.0
871,787.909799999994,0,250.0,1000.0
872,817.9072999999939,0,2999500.0,0.0
